"genotype","mean_BLUP","b","s2d","r2","p_slope","reliable","trait","b_class"
"L044",2.85532672127735,1.02942937851122,0.195127728292074,0.320198333639174,0.434139298378856,TRUE,"lodging","Average stability"
"L045",2.98265649691532,1.97979968279215,0.10336454576114,0.766832961158635,0.124310008531195,TRUE,"lodging","Responsive / high-input adapted"
"L046",3.03730217258369,1.4746541651538,0.013432912636182,0.933511464386645,0.0338160297403787,TRUE,"lodging","Responsive / high-input adapted"
"L047",3.84995372222475,1.22649794438421,0.151761745192159,0.462271492960615,0.320094497036085,TRUE,"lodging","Responsive / high-input adapted"
"L048",3.00305420288976,2.28530512077733,0.0372533400552191,0.924004447257522,0.0387484994771023,TRUE,"lodging","Responsive / high-input adapted"
"L049",2.16243905415987,-0.261123544358164,0.0173684316289963,0.253999688502013,0.496016182301442,TRUE,"lodging","Stable / low-input adapted"
"L050",2.16324516085295,1.44568572478516,0.165417710081935,0.522853625442389,0.276913818800007,TRUE,"lodging","Responsive / high-input adapted"
"L051",3.12061976809908,2.93900467467053,0.0258629044926186,0.966628656315948,0.0168272500135352,TRUE,"lodging","Responsive / high-input adapted"
"L052",3.17342300387037,0.601739529693698,0.0620746695952658,0.335945643040753,0.420391819380754,TRUE,"lodging","Stable / low-input adapted"
"L053",3.78814430201652,1.61625687683174,0.233828124050324,0.492106669146528,0.298496850223373,TRUE,"lodging","Responsive / high-input adapted"
"L054",2.32664617494046,0.0599164014613434,0.0274973480083865,0.0111962720773686,0.894187561802175,TRUE,"lodging","Stable / low-input adapted"
"L055",3.96154667011462,0.685340791774638,0.308006434140371,0.116807674154041,0.658228622974303,TRUE,"lodging","Stable / low-input adapted"
"L056",3.73078445838853,-0.11786522219037,0.0587552832320246,0.0200942343037154,0.858245866713822,TRUE,"lodging","Stable / low-input adapted"
"L057",2.73233114568976,0.537346794742092,0.0832501926935837,0.231245980265732,0.519119577997053,TRUE,"lodging","Stable / low-input adapted"
"L058",3.26590688673238,-3.25391525890454,0.890102268706109,0.507790904942422,0.287405511568871,TRUE,"lodging","Stable / low-input adapted"
"L059",3.55808804052104,-0.867315437723794,0.0111284967845189,0.854279795573452,0.0757274235522014,TRUE,"lodging","Stable / low-input adapted"
"L060",2.62398155602766,0.59129567870248,0.000311159785105556,0.989842717526312,0.0050916034496883,TRUE,"lodging","Stable / low-input adapted"
"L061",2.61373536385381,1.23600773472472,0.022713804961138,0.853658077878651,0.0760638128752339,TRUE,"lodging","Responsive / high-input adapted"
"L062",3.04445924693779,2.07514128479983,0.00423062959905322,0.98879904669997,0.00561624776951925,TRUE,"lodging","Responsive / high-input adapted"
"L063",2.73241866153678,1.13634364052297,0.00302298896024125,0.973716275625313,0.0132293703066994,TRUE,"lodging","Average stability"
"L064",3.08125098829696,-0.403454295628596,0.0349381082563652,0.287782630060588,0.463546246111943,TRUE,"lodging","Stable / low-input adapted"
"L065",2.55631490947911,2.13114261925082,0.0670392094516668,0.854560046979676,0.0755758295134881,TRUE,"lodging","Responsive / high-input adapted"
"L066",2.72757974206407,0.131116943662223,0.116135843067288,0.0126757560803846,0.887413339687223,TRUE,"lodging","Stable / low-input adapted"
"L067",3.38480655938677,-0.748246013502277,0.0250237221002269,0.659914538322618,0.187648759265663,TRUE,"lodging","Stable / low-input adapted"
"L068",1.7764464552156,0.0847748261121437,0.391623395950831,0.001589048807591,0.960137124945747,TRUE,"lodging","Stable / low-input adapted"
"L069",2.26949839965289,0.737094326015917,0.0278400296628429,0.628603590854719,0.207154749743231,TRUE,"lodging","Stable / low-input adapted"
"L070",1.998033888355,0.0186108863067096,0.111963579228044,0.000268227651925326,0.98362234290488,TRUE,"lodging","Stable / low-input adapted"
"L071",2.93640245563562,-2.03297193839238,0.543046619334243,0.397614866190237,0.369432901119765,TRUE,"lodging","Stable / low-input adapted"
"L072",3.85353255942488,0.897641840592843,0.308996802643896,0.184445440606247,0.570528882686801,TRUE,"lodging","Average stability"
"L073",3.9807135471469,1.69613493171458,0.0727344270664846,0.774286233302087,0.120064642543506,TRUE,"lodging","Responsive / high-input adapted"
"L074",3.91078204621404,-0.491095338216598,0.0225652501193156,0.481043954781359,0.306426676708685,TRUE,"lodging","Stable / low-input adapted"
"L075",4.11145895264993,0.867319217979946,0.157658156371272,0.292692919027408,0.458988984375172,TRUE,"lodging","Average stability"
"L076",3.3692894474741,1.43596223621055,0.443946469064957,0.287153525148749,0.464132922126439,TRUE,"lodging","Responsive / high-input adapted"
"L077",2.23974617217483,2.00710572246203,0.0250916005635126,0.932995394809008,0.0340831325579785,TRUE,"lodging","Responsive / high-input adapted"
