"genotype","mean_BLUP","b","s2d","r2","p_slope","reliable","trait","b_class"
"L088",25.5444181849752,0.74554406037094,0.135735318269014,0.759000241734851,0.128793800679283,TRUE,"PRT","Stable / low-input adapted"
"L089",23.6169761764382,1.13036435971599,0.527390658152147,0.650749089692015,0.193309793234097,TRUE,"PRT","Average stability"
"L090",24.4103804293559,1.89269420256378,0.071707774602085,0.9746326697891,0.0127651394986603,TRUE,"PRT","Responsive / high-input adapted"
"L091",24.3430482411676,1.11541514810402,0.0223240116660645,0.977201219311777,0.0114651147724847,TRUE,"PRT","Average stability"
"L092",24.5347798320353,0.855072892363916,0.138737111896806,0.802100895179723,0.104399142932677,TRUE,"PRT","Average stability"
"L093",25.0289221369292,0.482888500035306,0.0178639862691828,0.909411408899404,0.0463693540476982,TRUE,"PRT","Stable / low-input adapted"
"L094",24.8746147807679,0.62360555270813,0.0307943434198234,0.906649064267424,0.0478187860142249,TRUE,"PRT","Stable / low-input adapted"
"L095",24.1637177483499,0.975534465591779,0.0443209142390588,0.942902298495333,0.0289684358913288,TRUE,"PRT","Average stability"
"L096",25.441080491272,1.37516412335295,0.163714939196067,0.898822983348351,0.0519372471463974,TRUE,"PRT","Responsive / high-input adapted"
"L097",24.8066576963593,0.606440928126171,0.0302521614201622,0.903377729657985,0.049538149288471,TRUE,"PRT","Stable / low-input adapted"
"L098",23.3722806127558,0.535768359837423,0.0306569573190914,0.878064589674709,0.0629489930240145,TRUE,"PRT","Stable / low-input adapted"
"L099",23.0502544162584,0.572008554295962,0.104712434761112,0.706153375424573,0.159670674423073,TRUE,"PRT","Stable / low-input adapted"
"L100",23.9898590382988,0.938694010355573,0.0983670482850674,0.873244742425783,0.0655243489390519,TRUE,"PRT","Average stability"
