"genotype","BLUP","env","trait","model"
"L024",1572.43636332766,"Hunter.2025","YLD","GIBD"
"L025",1352.25883781242,"Hunter.2025","YLD","GIBD"
"L026",1670.42115106911,"Hunter.2025","YLD","GIBD"
"L027",1546.89354046762,"Hunter.2025","YLD","GIBD"
"L028",1389.93024091237,"Hunter.2025","YLD","GIBD"
"L029",1424.83941739081,"Hunter.2025","YLD","GIBD"
"L030",1557.27867353717,"Hunter.2025","YLD","GIBD"
"L031",1664.48628241736,"Hunter.2025","YLD","GIBD"
"L032",1142.77376464387,"Hunter.2025","YLD","GIBD"
"L033",1514.8205935487,"Hunter.2025","YLD","GIBD"
"L034",1005.48006774077,"Hunter.2025","YLD","GIBD"
"L035",1708.60705432982,"Hunter.2025","YLD","GIBD"
"L036",1278.9804877234,"Hunter.2025","YLD","GIBD"
"L037",1531.28396604995,"Hunter.2025","YLD","GIBD"
"L038",1365.94852243166,"Hunter.2025","YLD","GIBD"
"L039",1334.21493041812,"Hunter.2025","YLD","GIBD"
"L040",1662.50315463586,"Hunter.2025","YLD","GIBD"
"L041",1549.40231677096,"Hunter.2025","YLD","GIBD"
"L042",1709.00137634378,"Hunter.2025","YLD","GIBD"
"L043",1665.51517936641,"Hunter.2025","YLD","GIBD"
"L044",1453.71328680385,"Hunter.2025","YLD","GIBD"
"L045",1530.96729349734,"Hunter.2025","YLD","GIBD"
"L046",1700.64394546963,"Hunter.2025","YLD","GIBD"
"L047",1388.12018794896,"Hunter.2025","YLD","GIBD"
"L048",1586.93311404919,"Hunter.2025","YLD","GIBD"
"L049",1734.16631778655,"Hunter.2025","YLD","GIBD"
"L050",1677.65181398448,"Hunter.2025","YLD","GIBD"
"L051",1563.49717531323,"Hunter.2025","YLD","GIBD"
"L052",1574.65787588955,"Hunter.2025","YLD","GIBD"
"L053",1436.51283979273,"Hunter.2025","YLD","GIBD"
"L054",1411.08473766049,"Hunter.2025","YLD","GIBD"
"L055",1327.46615286085,"Hunter.2025","YLD","GIBD"
"L056",1209.25485920898,"Hunter.2025","YLD","GIBD"
"L057",1663.74491067597,"Hunter.2025","YLD","GIBD"
"L058",986.8408114758,"Hunter.2025","YLD","GIBD"
"L059",1412.40226457925,"Hunter.2025","YLD","GIBD"
"L060",1545.67002688717,"Hunter.2025","YLD","GIBD"
"L061",1753.98748106309,"Hunter.2025","YLD","GIBD"
"L062",1629.13425271719,"Hunter.2025","YLD","GIBD"
"L063",1578.36002138744,"Hunter.2025","YLD","GIBD"
"L064",1253.24322181979,"Hunter.2025","YLD","GIBD"
"L065",1742.50451138092,"Hunter.2025","YLD","GIBD"
"L066",1508.02183456911,"Hunter.2025","YLD","GIBD"
"L067",1364.76416807055,"Hunter.2025","YLD","GIBD"
"L068",1550.93646446293,"Hunter.2025","YLD","GIBD"
"L069",1496.5555538988,"Hunter.2025","YLD","GIBD"
"L070",1613.40604329436,"Hunter.2025","YLD","GIBD"
"L071",1157.05996029265,"Hunter.2025","YLD","GIBD"
"L072",1314.43906120712,"Hunter.2025","YLD","GIBD"
"L073",1122.5917706495,"Hunter.2025","YLD","GIBD"
"L074",1052.81086828919,"Hunter.2025","YLD","GIBD"
"L075",1169.00046306105,"Hunter.2025","YLD","GIBD"
"L076",1433.16437364256,"Hunter.2025","YLD","GIBD"
"L077",1587.62096753676,"Hunter.2025","YLD","GIBD"
"L078",1393.13158088658,"Hunter.2025","YLD","GIBD"
"L079",1111.58289642018,"Hunter.2025","YLD","GIBD"
"L080",1462.4542108175,"Hunter.2025","YLD","GIBD"
"L081",1327.80680032322,"Hunter.2025","YLD","GIBD"
"L082",1152.29034877368,"Hunter.2025","YLD","GIBD"
"L083",1472.71022697492,"Hunter.2025","YLD","GIBD"
"L084",1302.24467611362,"Hunter.2025","YLD","GIBD"
"L085",1723.97435416734,"Hunter.2025","YLD","GIBD"
"L086",1070.27235772198,"Hunter.2025","YLD","GIBD"
"L087",1376.45970384852,"Hunter.2025","YLD","GIBD"
"L088",1276.48676537181,"Hunter.2025","YLD","GIBD"
"L089",1086.21896627237,"Hunter.2025","YLD","GIBD"
"L090",1289.74174545666,"Hunter.2025","YLD","GIBD"
"L091",1750.94531709994,"Hunter.2025","YLD","GIBD"
"L092",1396.63108850216,"Hunter.2025","YLD","GIBD"
"L093",1618.51594306699,"Hunter.2025","YLD","GIBD"
"L094",1647.3460696115,"Hunter.2025","YLD","GIBD"
"L095",1638.27816592441,"Hunter.2025","YLD","GIBD"
"L096",1282.78975708458,"Hunter.2025","YLD","GIBD"
"L097",1719.13394428747,"Hunter.2025","YLD","GIBD"
"L098",1787.06249128087,"Hunter.2025","YLD","GIBD"
"L099",1219.18057423615,"Hunter.2025","YLD","GIBD"
"L100",1344.09868496716,"Hunter.2025","YLD","GIBD"
"CL1",24.6967102552783,"Clavet.2024","PRT","GIBD"
"CL2",25.1853615101007,"Clavet.2024","PRT","GIBD"
"CL3",24.7007770748738,"Clavet.2024","PRT","GIBD"
"Extra",24.7741415238455,"Clavet.2024","PRT","GIBD"
"L001",25.8114595178363,"Clavet.2024","PRT","GIBD"
"L002",24.1938959324595,"Clavet.2024","PRT","GIBD"
"L003",25.4900160622564,"Clavet.2024","PRT","GIBD"
"L004",24.3826033606888,"Clavet.2024","PRT","GIBD"
"L005",24.1937463057069,"Clavet.2024","PRT","GIBD"
"L006",24.787362207939,"Clavet.2024","PRT","GIBD"
"L007",23.8728847218617,"Clavet.2024","PRT","GIBD"
"L008",23.7980817526998,"Clavet.2024","PRT","GIBD"
"L009",27.2429254504338,"Clavet.2024","PRT","GIBD"
"L010",25.8686749118492,"Clavet.2024","PRT","GIBD"
"L011",25.6825614098039,"Clavet.2024","PRT","GIBD"
"L012",24.6134226505751,"Clavet.2024","PRT","GIBD"
"L013",23.2226553322062,"Clavet.2024","PRT","GIBD"
"L014",24.6817787640448,"Clavet.2024","PRT","GIBD"
"L015",25.4181375571622,"Clavet.2024","PRT","GIBD"
"L016",24.5825763623948,"Clavet.2024","PRT","GIBD"
"L017",24.8734033308904,"Clavet.2024","PRT","GIBD"
"L018",24.6528689643821,"Clavet.2024","PRT","GIBD"
"L019",26.3298906885457,"Clavet.2024","PRT","GIBD"
"L020",24.9817759750765,"Clavet.2024","PRT","GIBD"
"L021",25.0834908754428,"Clavet.2024","PRT","GIBD"
"L022",24.0844841159963,"Clavet.2024","PRT","GIBD"
"L023",23.8922482522581,"Clavet.2024","PRT","GIBD"
"L024",23.6426751711947,"Clavet.2024","PRT","GIBD"
"L025",24.3754892219034,"Clavet.2024","PRT","GIBD"
"L026",25.0878321936525,"Clavet.2024","PRT","GIBD"
"L027",26.0458900705761,"Clavet.2024","PRT","GIBD"
"L028",25.6501640154514,"Clavet.2024","PRT","GIBD"
"L029",24.8856624348088,"Clavet.2024","PRT","GIBD"
"L030",24.7198279551426,"Clavet.2024","PRT","GIBD"
"L031",25.7901342725909,"Clavet.2024","PRT","GIBD"
"L032",22.819517978425,"Clavet.2024","PRT","GIBD"
"L033",24.6075363979925,"Clavet.2024","PRT","GIBD"
"L034",24.7468180266478,"Clavet.2024","PRT","GIBD"
"L035",24.7991216160889,"Clavet.2024","PRT","GIBD"
"L036",24.6028956810008,"Clavet.2024","PRT","GIBD"
"L037",25.7260818804983,"Clavet.2024","PRT","GIBD"
"L038",24.8200066264985,"Clavet.2024","PRT","GIBD"
"L039",26.6489528716289,"Clavet.2024","PRT","GIBD"
"L040",25.7218632990206,"Clavet.2024","PRT","GIBD"
"L041",25.2452756158473,"Clavet.2024","PRT","GIBD"
"L042",24.0214261232281,"Clavet.2024","PRT","GIBD"
"L043",24.7844864053326,"Clavet.2024","PRT","GIBD"
"L044",26.010596296635,"Clavet.2024","PRT","GIBD"
"L045",25.7113857047226,"Clavet.2024","PRT","GIBD"
"L046",25.3878824211812,"Clavet.2024","PRT","GIBD"
"L047",24.194346650048,"Clavet.2024","PRT","GIBD"
"L048",23.2926227237284,"Clavet.2024","PRT","GIBD"
"L049",25.3693028085261,"Clavet.2024","PRT","GIBD"
"L050",26.5457838776438,"Clavet.2024","PRT","GIBD"
"L051",25.20495374907,"Clavet.2024","PRT","GIBD"
"L052",24.3760905900412,"Clavet.2024","PRT","GIBD"
"L053",23.7816792822593,"Clavet.2024","PRT","GIBD"
"L054",25.8262336832977,"Clavet.2024","PRT","GIBD"
"L055",24.7808549023692,"Clavet.2024","PRT","GIBD"
"L056",25.350144309108,"Clavet.2024","PRT","GIBD"
"L057",24.8620175543222,"Clavet.2024","PRT","GIBD"
"L058",25.1751369425716,"Clavet.2024","PRT","GIBD"
"L059",24.0607278675084,"Clavet.2024","PRT","GIBD"
"L060",26.1757815254863,"Clavet.2024","PRT","GIBD"
"L061",25.0781337208924,"Clavet.2024","PRT","GIBD"
"L062",25.3826088383821,"Clavet.2024","PRT","GIBD"
"L063",25.4483277445292,"Clavet.2024","PRT","GIBD"
"L064",26.6801343460419,"Clavet.2024","PRT","GIBD"
"L065",24.5765517458274,"Clavet.2024","PRT","GIBD"
"L066",24.6609684945174,"Clavet.2024","PRT","GIBD"
"L067",25.2328107209888,"Clavet.2024","PRT","GIBD"
"L068",25.0143034785022,"Clavet.2024","PRT","GIBD"
"L069",25.728108990329,"Clavet.2024","PRT","GIBD"
"L070",25.2403845326539,"Clavet.2024","PRT","GIBD"
"L071",25.2788188888584,"Clavet.2024","PRT","GIBD"
"L072",26.9700406843874,"Clavet.2024","PRT","GIBD"
"L073",26.6941175331285,"Clavet.2024","PRT","GIBD"
"L074",26.2030738119821,"Clavet.2024","PRT","GIBD"
"L075",25.5671592619154,"Clavet.2024","PRT","GIBD"
"L076",25.2330647486385,"Clavet.2024","PRT","GIBD"
"L077",24.8411386341435,"Clavet.2024","PRT","GIBD"
"L078",25.7895477907717,"Clavet.2024","PRT","GIBD"
"L079",25.4377286350068,"Clavet.2024","PRT","GIBD"
"L080",24.6849703694783,"Clavet.2024","PRT","GIBD"
"L081",25.614019571906,"Clavet.2024","PRT","GIBD"
"L082",25.3624534650821,"Clavet.2024","PRT","GIBD"
"L083",25.1579455086469,"Clavet.2024","PRT","GIBD"
"L084",25.1533155746281,"Clavet.2024","PRT","GIBD"
"L085",25.0158332591018,"Clavet.2024","PRT","GIBD"
"L086",24.4462249205417,"Clavet.2024","PRT","GIBD"
"L087",24.9409904787905,"Clavet.2024","PRT","GIBD"
"L088",26.2888902638382,"Clavet.2024","PRT","GIBD"
"L089",24.6248106792336,"Clavet.2024","PRT","GIBD"
"L090",25.053717336934,"Clavet.2024","PRT","GIBD"
"L091",24.9096002961375,"Clavet.2024","PRT","GIBD"
"L092",25.2467855828617,"Clavet.2024","PRT","GIBD"
"L093",25.1191792750138,"Clavet.2024","PRT","GIBD"
"L094",24.9339226953371,"Clavet.2024","PRT","GIBD"
"L095",24.782386240955,"Clavet.2024","PRT","GIBD"
"L096",26.2883851980444,"Clavet.2024","PRT","GIBD"
"L097",24.8743879489642,"Clavet.2024","PRT","GIBD"
"L098",23.561831614241,"Clavet.2024","PRT","GIBD"
"L099",23.5165267864114,"Clavet.2024","PRT","GIBD"
"L100",24.7316481671334,"Clavet.2024","PRT","GIBD"
"CL1",25.6166770283769,"Hunter.2024","PRT","GIBD"
"CL2",26.005031482454,"Hunter.2024","PRT","GIBD"
"CL3",25.8035220515205,"Hunter.2024","PRT","GIBD"
"Extra",25.3942493040757,"Hunter.2024","PRT","GIBD"
"L001",26.5617231220838,"Hunter.2024","PRT","GIBD"
"L002",24.8614543594149,"Hunter.2024","PRT","GIBD"
"L003",25.922732683091,"Hunter.2024","PRT","GIBD"
"L004",24.7805096431547,"Hunter.2024","PRT","GIBD"
"L005",25.1593175678885,"Hunter.2024","PRT","GIBD"
"L006",25.9282482350724,"Hunter.2024","PRT","GIBD"
"L007",24.8391592789384,"Hunter.2024","PRT","GIBD"
"L008",24.3724011009217,"Hunter.2024","PRT","GIBD"
"L009",27.2644808337908,"Hunter.2024","PRT","GIBD"
"L010",26.9608778354827,"Hunter.2024","PRT","GIBD"
"L011",26.6166235039865,"Hunter.2024","PRT","GIBD"
"L012",25.3231049291362,"Hunter.2024","PRT","GIBD"
"L013",23.7252041445873,"Hunter.2024","PRT","GIBD"
"L014",25.086612502619,"Hunter.2024","PRT","GIBD"
"L015",25.7241538843074,"Hunter.2024","PRT","GIBD"
"L016",25.0918437672405,"Hunter.2024","PRT","GIBD"
"L017",25.3754131113328,"Hunter.2024","PRT","GIBD"
"L018",24.806001574368,"Hunter.2024","PRT","GIBD"
"L019",26.5781137963722,"Hunter.2024","PRT","GIBD"
"L020",25.3703666097346,"Hunter.2024","PRT","GIBD"
"L021",25.8273795173441,"Hunter.2024","PRT","GIBD"
"L022",24.4063565824396,"Hunter.2024","PRT","GIBD"
"L023",24.1819124316469,"Hunter.2024","PRT","GIBD"
"L024",24.368983720984,"Hunter.2024","PRT","GIBD"
"L025",24.7983680981276,"Hunter.2024","PRT","GIBD"
"L026",25.0899752559796,"Hunter.2024","PRT","GIBD"
"L027",26.7762628462619,"Hunter.2024","PRT","GIBD"
"L028",26.3484289085639,"Hunter.2024","PRT","GIBD"
"L029",24.817715356276,"Hunter.2024","PRT","GIBD"
"L030",25.4477272255404,"Hunter.2024","PRT","GIBD"
"L031",25.8289888145856,"Hunter.2024","PRT","GIBD"
"L032",23.3107537025079,"Hunter.2024","PRT","GIBD"
"L033",24.9000866087796,"Hunter.2024","PRT","GIBD"
"L034",24.921084504582,"Hunter.2024","PRT","GIBD"
"L035",25.085857743669,"Hunter.2024","PRT","GIBD"
"L036",24.6980239771116,"Hunter.2024","PRT","GIBD"
"L037",26.0008289854348,"Hunter.2024","PRT","GIBD"
"L038",25.144369795316,"Hunter.2024","PRT","GIBD"
"L039",27.2398610875803,"Hunter.2024","PRT","GIBD"
"L040",25.6789907669516,"Hunter.2024","PRT","GIBD"
"L041",25.6854316359457,"Hunter.2024","PRT","GIBD"
"L042",24.4158351200667,"Hunter.2024","PRT","GIBD"
"L043",25.107148180683,"Hunter.2024","PRT","GIBD"
"L044",26.3075194515732,"Hunter.2024","PRT","GIBD"
"L045",26.2024451744507,"Hunter.2024","PRT","GIBD"
"L046",25.9204354795608,"Hunter.2024","PRT","GIBD"
"L047",24.6920934123135,"Hunter.2024","PRT","GIBD"
"L048",23.6501292864824,"Hunter.2024","PRT","GIBD"
"L049",25.6347068286509,"Hunter.2024","PRT","GIBD"
"L050",26.7052574077914,"Hunter.2024","PRT","GIBD"
"L051",25.6293631530803,"Hunter.2024","PRT","GIBD"
"L052",24.823226723049,"Hunter.2024","PRT","GIBD"
"L053",24.6179094065003,"Hunter.2024","PRT","GIBD"
"L054",25.9480926516762,"Hunter.2024","PRT","GIBD"
"L055",25.2906526407412,"Hunter.2024","PRT","GIBD"
"L056",25.7484877360816,"Hunter.2024","PRT","GIBD"
"L057",25.0835355682466,"Hunter.2024","PRT","GIBD"
"L058",25.6693710675717,"Hunter.2024","PRT","GIBD"
"L059",23.905360643073,"Hunter.2024","PRT","GIBD"
"L060",26.0471540614238,"Hunter.2024","PRT","GIBD"
"L061",25.5757008820015,"Hunter.2024","PRT","GIBD"
"L062",25.6808068316069,"Hunter.2024","PRT","GIBD"
"L063",25.918195260932,"Hunter.2024","PRT","GIBD"
"L064",26.8676968305907,"Hunter.2024","PRT","GIBD"
"L065",25.0925110542236,"Hunter.2024","PRT","GIBD"
"L066",25.1961975002459,"Hunter.2024","PRT","GIBD"
"L067",25.0123486880529,"Hunter.2024","PRT","GIBD"
"L068",25.7080767295749,"Hunter.2024","PRT","GIBD"
"L069",26.2253318942022,"Hunter.2024","PRT","GIBD"
"L070",25.4743954003347,"Hunter.2024","PRT","GIBD"
"L071",25.6613983323451,"Hunter.2024","PRT","GIBD"
"L072",27.1173603056602,"Hunter.2024","PRT","GIBD"
"L073",25.9689841183858,"Hunter.2024","PRT","GIBD"
"L074",26.3324206937626,"Hunter.2024","PRT","GIBD"
"L075",25.7508396763332,"Hunter.2024","PRT","GIBD"
"L076",24.8637089895561,"Hunter.2024","PRT","GIBD"
"L077",25.2051782408763,"Hunter.2024","PRT","GIBD"
"L078",25.4198630495827,"Hunter.2024","PRT","GIBD"
"L079",25.3546379523539,"Hunter.2024","PRT","GIBD"
"L080",24.6370690964453,"Hunter.2024","PRT","GIBD"
"L081",25.0341901083914,"Hunter.2024","PRT","GIBD"
"L082",26.0451503464592,"Hunter.2024","PRT","GIBD"
"L083",25.4221332962097,"Hunter.2024","PRT","GIBD"
"L084",25.1348973598505,"Hunter.2024","PRT","GIBD"
"L085",25.2621677865282,"Hunter.2024","PRT","GIBD"
"L086",24.23491750797,"Hunter.2024","PRT","GIBD"
"L087",25.078934223823,"Hunter.2024","PRT","GIBD"
"L088",25.8065995062154,"Hunter.2024","PRT","GIBD"
"L089",24.3068512563156,"Hunter.2024","PRT","GIBD"
"L090",26.066918647695,"Hunter.2024","PRT","GIBD"
"L091",25.1573110806581,"Hunter.2024","PRT","GIBD"
"L092",24.7923694138778,"Hunter.2024","PRT","GIBD"
"L093",25.4741216608573,"Hunter.2024","PRT","GIBD"
"L094",25.5722662601685,"Hunter.2024","PRT","GIBD"
"L095",24.7485399173402,"Hunter.2024","PRT","GIBD"
"L096",26.5700427818487,"Hunter.2024","PRT","GIBD"
"L097",25.4819300508631,"Hunter.2024","PRT","GIBD"
"L098",23.929362279332,"Hunter.2024","PRT","GIBD"
"L099",23.5020768330729,"Hunter.2024","PRT","GIBD"
"L100",24.5213460905961,"Hunter.2024","PRT","GIBD"
"CL1",23.4543179188077,"Clavet.2025","PRT","GIBD"
"CL2",23.5415401653605,"Clavet.2025","PRT","GIBD"
"CL3",24.5143822024203,"Clavet.2025","PRT","GIBD"
"Extra",23.6501202486209,"Clavet.2025","PRT","GIBD"
"L001",24.3373281496715,"Clavet.2025","PRT","GIBD"
"L002",22.9594275970571,"Clavet.2025","PRT","GIBD"
"L003",24.4034053764428,"Clavet.2025","PRT","GIBD"
"L004",22.7701433713717,"Clavet.2025","PRT","GIBD"
"L005",24.4247821523958,"Clavet.2025","PRT","GIBD"
"L006",24.3647699885508,"Clavet.2025","PRT","GIBD"
"L007",22.9629397891417,"Clavet.2025","PRT","GIBD"
"L008",22.902240611296,"Clavet.2025","PRT","GIBD"
"L009",26.8532079340998,"Clavet.2025","PRT","GIBD"
"L010",25.739924883043,"Clavet.2025","PRT","GIBD"
"L011",24.3428904630821,"Clavet.2025","PRT","GIBD"
"L012",22.7421732068059,"Clavet.2025","PRT","GIBD"
"L013",22.6168855587333,"Clavet.2025","PRT","GIBD"
"L014",23.7367371831941,"Clavet.2025","PRT","GIBD"
"L015",24.5569364050816,"Clavet.2025","PRT","GIBD"
"L016",23.6680853928046,"Clavet.2025","PRT","GIBD"
"L017",24.4415115712812,"Clavet.2025","PRT","GIBD"
"L018",23.1142229553747,"Clavet.2025","PRT","GIBD"
"L019",24.5225064210116,"Clavet.2025","PRT","GIBD"
"L020",22.6606394044201,"Clavet.2025","PRT","GIBD"
"L021",24.4402091399224,"Clavet.2025","PRT","GIBD"
"L022",23.6310348100908,"Clavet.2025","PRT","GIBD"
"L023",22.356884562337,"Clavet.2025","PRT","GIBD"
"L024",22.1672678036629,"Clavet.2025","PRT","GIBD"
"L025",23.0695522135937,"Clavet.2025","PRT","GIBD"
"L026",24.4344292881239,"Clavet.2025","PRT","GIBD"
"L027",24.0354112297753,"Clavet.2025","PRT","GIBD"
"L028",23.4760305566345,"Clavet.2025","PRT","GIBD"
"L029",22.9714102100094,"Clavet.2025","PRT","GIBD"
"L030",22.4273476970112,"Clavet.2025","PRT","GIBD"
"L031",24.1894840805598,"Clavet.2025","PRT","GIBD"
"L032",21.6891932064837,"Clavet.2025","PRT","GIBD"
"L033",22.3806879580348,"Clavet.2025","PRT","GIBD"
"L034",23.4281375755715,"Clavet.2025","PRT","GIBD"
"L035",23.2657333562612,"Clavet.2025","PRT","GIBD"
"L036",23.53895382883,"Clavet.2025","PRT","GIBD"
"L037",24.2813684451693,"Clavet.2025","PRT","GIBD"
"L038",23.569658178385,"Clavet.2025","PRT","GIBD"
"L039",26.4829055547306,"Clavet.2025","PRT","GIBD"
"L040",24.1279992785496,"Clavet.2025","PRT","GIBD"
"L041",24.5360898433484,"Clavet.2025","PRT","GIBD"
"L042",22.3406020778547,"Clavet.2025","PRT","GIBD"
"L043",23.7085327016483,"Clavet.2025","PRT","GIBD"
"L044",24.6147781973231,"Clavet.2025","PRT","GIBD"
"L045",24.4415614550251,"Clavet.2025","PRT","GIBD"
"L046",24.5686929234625,"Clavet.2025","PRT","GIBD"
"L047",23.5687535125092,"Clavet.2025","PRT","GIBD"
"L048",22.8096059869944,"Clavet.2025","PRT","GIBD"
"L049",23.5796722185162,"Clavet.2025","PRT","GIBD"
"L050",26.5544375696166,"Clavet.2025","PRT","GIBD"
"L051",25.1211791563423,"Clavet.2025","PRT","GIBD"
"L052",22.8768513091857,"Clavet.2025","PRT","GIBD"
"L053",22.8776212835602,"Clavet.2025","PRT","GIBD"
"L054",24.4231915378747,"Clavet.2025","PRT","GIBD"
"L055",22.7521209105888,"Clavet.2025","PRT","GIBD"
"L056",24.0374348494875,"Clavet.2025","PRT","GIBD"
"L057",23.2348602058605,"Clavet.2025","PRT","GIBD"
"L058",24.1121496583843,"Clavet.2025","PRT","GIBD"
"L059",22.6063564468718,"Clavet.2025","PRT","GIBD"
"L060",25.3323340946196,"Clavet.2025","PRT","GIBD"
"L061",23.1519747001318,"Clavet.2025","PRT","GIBD"
"L062",24.9646691383246,"Clavet.2025","PRT","GIBD"
"L063",24.4083727042564,"Clavet.2025","PRT","GIBD"
"L064",26.516616825769,"Clavet.2025","PRT","GIBD"
"L065",23.6886073697739,"Clavet.2025","PRT","GIBD"
"L066",23.6171235746143,"Clavet.2025","PRT","GIBD"
"L067",24.5751356034563,"Clavet.2025","PRT","GIBD"
"L068",24.4872717274968,"Clavet.2025","PRT","GIBD"
"L069",25.3673705271948,"Clavet.2025","PRT","GIBD"
"L070",24.7465418127333,"Clavet.2025","PRT","GIBD"
"L071",24.2089037677536,"Clavet.2025","PRT","GIBD"
"L072",25.1864858012888,"Clavet.2025","PRT","GIBD"
"L073",25.0696715726611,"Clavet.2025","PRT","GIBD"
"L074",24.9373250357997,"Clavet.2025","PRT","GIBD"
"L075",23.3280523050392,"Clavet.2025","PRT","GIBD"
"L076",23.9947952113494,"Clavet.2025","PRT","GIBD"
"L077",23.9392814812474,"Clavet.2025","PRT","GIBD"
"L078",24.2175909457386,"Clavet.2025","PRT","GIBD"
"L079",24.0387689031725,"Clavet.2025","PRT","GIBD"
"L080",23.0845009117584,"Clavet.2025","PRT","GIBD"
"L081",24.1114662262131,"Clavet.2025","PRT","GIBD"
"L082",23.7493797612144,"Clavet.2025","PRT","GIBD"
"L083",24.0365225124901,"Clavet.2025","PRT","GIBD"
"L084",24.1471641716379,"Clavet.2025","PRT","GIBD"
"L085",23.2040645720619,"Clavet.2025","PRT","GIBD"
"L086",22.5991261553255,"Clavet.2025","PRT","GIBD"
"L087",24.2322955840568,"Clavet.2025","PRT","GIBD"
"L088",24.8681931904704,"Clavet.2025","PRT","GIBD"
"L089",23.2161266224519,"Clavet.2025","PRT","GIBD"
"L090",23.0521877437355,"Clavet.2025","PRT","GIBD"
"L091",23.4164264048373,"Clavet.2025","PRT","GIBD"
"L092",23.832328999708,"Clavet.2025","PRT","GIBD"
"L093",24.8236296540619,"Clavet.2025","PRT","GIBD"
"L094",24.4751397447001,"Clavet.2025","PRT","GIBD"
"L095",23.3956463173086,"Clavet.2025","PRT","GIBD"
"L096",24.704797959959,"Clavet.2025","PRT","GIBD"
"L097",24.4734801423383,"Clavet.2025","PRT","GIBD"
"L098",23.2137056913096,"Clavet.2025","PRT","GIBD"
"L099",22.8680266403168,"Clavet.2025","PRT","GIBD"
"L100",23.3664107271494,"Clavet.2025","PRT","GIBD"
"CL1",24.8693170922343,"Hunter.2025","PRT","GIBD"
"CL2",24.5152003636665,"Hunter.2025","PRT","GIBD"
"CL3",25.7177037333182,"Hunter.2025","PRT","GIBD"
"Extra",25.2999429344685,"Hunter.2025","PRT","GIBD"
"L001",25.2951749933385,"Hunter.2025","PRT","GIBD"
"L002",23.5145754644237,"Hunter.2025","PRT","GIBD"
"L003",25.2429409577307,"Hunter.2025","PRT","GIBD"
"L004",21.1706838227592,"Hunter.2025","PRT","GIBD"
"L005",24.1936587951067,"Hunter.2025","PRT","GIBD"
"L006",25.5766919378213,"Hunter.2025","PRT","GIBD"
"L007",23.9325091304779,"Hunter.2025","PRT","GIBD"
"L008",24.0513093956767,"Hunter.2025","PRT","GIBD"
"L009",26.7925937549827,"Hunter.2025","PRT","GIBD"
"L010",26.6552215541712,"Hunter.2025","PRT","GIBD"
"L011",24.8359097936324,"Hunter.2025","PRT","GIBD"
"L012",23.7245521080616,"Hunter.2025","PRT","GIBD"
"L013",22.452297712304,"Hunter.2025","PRT","GIBD"
"L014",23.7957585151151,"Hunter.2025","PRT","GIBD"
"L015",24.3690053897998,"Hunter.2025","PRT","GIBD"
"L016",24.0559182882679,"Hunter.2025","PRT","GIBD"
"L017",25.0086270847366,"Hunter.2025","PRT","GIBD"
"L018",24.526778315889,"Hunter.2025","PRT","GIBD"
"L019",24.8570012533882,"Hunter.2025","PRT","GIBD"
"L020",23.9290817100003,"Hunter.2025","PRT","GIBD"
"L021",24.9314910748097,"Hunter.2025","PRT","GIBD"
"L022",23.4345187389084,"Hunter.2025","PRT","GIBD"
"L023",22.842735303512,"Hunter.2025","PRT","GIBD"
"L024",23.006329573136,"Hunter.2025","PRT","GIBD"
"L025",22.7609809929938,"Hunter.2025","PRT","GIBD"
"L026",23.9471096720942,"Hunter.2025","PRT","GIBD"
"L027",25.4241233321889,"Hunter.2025","PRT","GIBD"
"L028",25.1434477081743,"Hunter.2025","PRT","GIBD"
"L029",23.4708940807506,"Hunter.2025","PRT","GIBD"
"L030",23.5794796195467,"Hunter.2025","PRT","GIBD"
"L031",25.9021078084522,"Hunter.2025","PRT","GIBD"
"L032",21.9525136903734,"Hunter.2025","PRT","GIBD"
"L033",22.5210455881827,"Hunter.2025","PRT","GIBD"
"L034",23.4237475101556,"Hunter.2025","PRT","GIBD"
"L035",24.2896229660234,"Hunter.2025","PRT","GIBD"
"L036",23.4212406455647,"Hunter.2025","PRT","GIBD"
"L037",24.7777779103766,"Hunter.2025","PRT","GIBD"
"L038",23.9397461341799,"Hunter.2025","PRT","GIBD"
"L039",26.5050924737555,"Hunter.2025","PRT","GIBD"
"L040",24.6734312330627,"Hunter.2025","PRT","GIBD"
"L041",24.5637842724792,"Hunter.2025","PRT","GIBD"
"L042",22.7558651214054,"Hunter.2025","PRT","GIBD"
"L043",23.8750326143467,"Hunter.2025","PRT","GIBD"
"L044",25.081721010524,"Hunter.2025","PRT","GIBD"
"L045",24.8708990058576,"Hunter.2025","PRT","GIBD"
"L046",24.9218480961275,"Hunter.2025","PRT","GIBD"
"L047",23.3364563360931,"Hunter.2025","PRT","GIBD"
"L048",23.7114763883221,"Hunter.2025","PRT","GIBD"
"L049",24.4781956055134,"Hunter.2025","PRT","GIBD"
"L050",25.9102313934602,"Hunter.2025","PRT","GIBD"
"L051",25.8451503664446,"Hunter.2025","PRT","GIBD"
"L052",24.6970466373087,"Hunter.2025","PRT","GIBD"
"L053",22.7347813607796,"Hunter.2025","PRT","GIBD"
"L054",24.9858558949393,"Hunter.2025","PRT","GIBD"
"L055",23.9517162538939,"Hunter.2025","PRT","GIBD"
"L056",24.7371671789359,"Hunter.2025","PRT","GIBD"
"L057",23.975970974592,"Hunter.2025","PRT","GIBD"
"L058",24.6997828546156,"Hunter.2025","PRT","GIBD"
