"GEN","Y","Y_R","ASTAB","ASTAB_R","ssiASTAB","ASI","ASI_R","ASI_SSI","ASV","ASV_R","ASV_SSI","AVAMGE","AVAMGE_R","AVAMGE_SSI","DA","DA_R","DA_SSI","DZ","DZ_R","DZ_SSI","EV","EV_R","EV_SSI","FA","FA_R","FA_SSI","MASI","MASI_R","MASI_SSI","MASV","MASV_R","MASV_SSI","SIPC","SIPC_R","SIPC_SSI","ZA","ZA_R","ZA_SSI","WAAS","WAAS_R","WAAS_SSI"
"L028",894.84,72,6.90698588198493,18,90,1.39628764743363,32,104,5.48266746951347,32,104,136.177084237357,16,88,88.2048209668864,21,93,0.0868524973619592,16,88,0.00251445209933638,16,88,7780.09044180048,21,93,1.40048161447122,32,104,6.25960069420858,17,89,4.31418353751084,23,95,0.0487867433186107,30,102,1.71165848673097,32,104
"L029",1007.66,43,11.6259471863382,33,76,1.56196840223241,40,83,6.13333110617957,40,83,180.833856396439,33,76,105.373190194305,32,75,0.125489655320891,43,86,0.00524921786418536,43,86,11103.5092117252,32,75,1.57355570308476,41,84,6.9363227634901,24,67,5.43647121483298,40,83,0.05561649461338,37,80,1.92455689453033,37,80
"L030",889.81125,73,60.8729217935584,95,168,2.41136301176534,62,135,9.46157479907713,62,135,362.079272159083,79,152,236.250441898221,87,160,0.263005698385687,96,169,0.0230573324611143,96,169,55814.2712971046,87,160,2.41608378412903,61,134,23.828678045045,99,172,11.4325725956939,92,165,0.109506622418687,83,156,3.54680738200685,77,150
"L031",1057.25875,32,27.2951004647378,65,97,1.57057050200016,41,73,6.16202065000779,41,73,247.244272159082,50,82,158.117786672658,60,92,0.175185681389714,66,98,0.0102300076546594,66,98,25001.2344622602,60,92,1.57259937914386,40,72,16.1765434895909,77,109,7.3414978927363,58,90,0.0705304529938396,48,80,2.2761912067766,44,76
"L032",854.0725,78,82.7763975432356,100,178,5.20311641218337,102,180,20.4312299199745,102,180,498.323856396437,96,174,314.49802123051,102,180,0.292260646262188,101,179,0.0284720951178639,101,179,98909.0053579061,102,180,5.2160104857693,102,180,21.1301138750557,95,173,13.3233614142364,100,178,0.161431910371411,98,176,5.79741444535618,99,177
"L033",901.89625,69,27.9466948027723,66,135,2.88677710670292,79,148,11.3346954658422,79,148,355.65114360356,78,147,183.384379115976,71,140,0.161003159553409,54,123,0.00864067246206018,54,123,33629.8305037521,71,140,2.88938440569104,79,148,14.2800141975465,69,138,8.55543300302155,71,140,0.103320145097339,75,144,3.63471327274421,79,148
"L034",686.8025,100,69.1203198166101,96,196,5.03977165805623,101,201,19.7890313405301,101,201,513.752084237357,98,198,302.54977219914,99,199,0.234192386660708,88,188,0.0182820246566129,88,188,91536.3646577512,99,199,5.04045096149413,101,201,22.5506041929242,97,197,12.0335107211096,95,195,0.164769572884608,100,200,5.94098056576587,100,200
"L035",1121.105,13,19.0294593097565,51,64,1.51873997965166,39,52,5.9632698015583,39,52,203.423551606423,36,49,121.935030213378,38,51,0.173271829560394,65,78,0.0100077089730687,65,78,14868.1515931373,38,51,1.54419042029084,39,52,8.09023251397067,32,45,7.09752952316155,57,70,0.0633136150315284,43,56,2.1083642577756,41,54
"L036",868.88625,75,58.4848074737265,94,169,3.67388058293213,86,161,14.4262930975857,86,161,377.09885639644,85,160,240.850821499535,88,163,0.27714427624898,99,174,0.0256029832858569,99,174,58009.1182170009,88,163,3.69757646490982,87,162,15.6075564015675,74,149,11.673721909799,93,168,0.1234268386476,90,165,4.32056855758871,87,162
"L037",976.7425,51,46.3729062713207,87,138,1.4922240940243,38,89,5.85365463200645,37,88,303.21936415622,68,119,185.753132041498,72,123,0.261353155426451,95,146,0.0227684906171209,95,146,34504.2260632261,72,123,1.53226897115945,38,89,17.1482705741409,82,133,10.5571792020527,90,141,0.0783737579351976,55,106,2.3724871020638,47,98
"L038",816.84875,84,9.15444850867199,25,109,0.989934134477247,25,109,3.88549534409713,25,109,141.81114360356,20,104,89.0267599775725,23,107,0.109423145218414,30,114,0.00399114156983007,30,114,7925.7639921043,23,107,0.998383746044932,24,108,8.00735156390435,31,115,5.08142496114726,32,116,0.0463007926640025,25,109,1.50856177346019,25,109
"L039",962.98625,58,44.981976076317,85,143,4.2933851590021,94,152,16.8586962494881,94,152,480.808856396439,93,151,250.066140070174,91,149,0.181632058273545,68,126,0.0109967348642282,68,126,62533.0744095959,91,149,4.29340127408931,94,152,17.9103563544566,84,142,8.54486723044561,70,128,0.129963052197466,92,150,4.77925186724904,92,150
"L040",1051.8525,33,9.9872699333569,27,60,1.44661465126777,35,68,5.67967371016893,35,68,178.429364156223,32,65,101.47644936484,30,63,0.107019600614654,29,62,0.00381773163857333,29,62,10297.4697756949,30,63,1.451710211063,35,68,8.14700953341309,33,66,5.43363073523374,39,72,0.0573825214123526,38,71,1.96100060548463,39,72
"L041",1038.37125,38,18.4301793247945,49,87,1.47377894803406,36,74,5.78375049684819,36,74,224.301143603563,42,80,132.555591726548,44,82,0.142379831762531,51,89,0.0067573388309089,51,89,17570.9848979752,44,82,1.47556944648269,36,74,13.0674665868884,63,101,6.41464372547265,53,91,0.0651579436022715,45,83,2.15168376578579,42,80
"L042",1048.98125,35,20.6161770988679,53,88,2.9564528282181,81,116,11.6092051070807,81,116,278.601143603561,60,95,169.86821352391,66,101,0.124148216041151,42,77,0.00513759318206678,42,77,28855.2099658046,66,101,2.95729804713024,81,116,11.702324119285,57,92,5.70975703367533,43,78,0.0843788102696611,66,101,3.12165960926099,67,102
"L043",1137.335,10,10.6319700994194,28,38,0.737030717449731,16,26,2.89108523464721,16,26,147.380635843778,21,31,90.2421708991048,24,34,0.122958683984774,40,50,0.00503961265575581,40,50,8143.64940858323,24,34,0.752987737412242,15,25,8.55606299755801,37,47,5.00693480165206,30,40,0.0377035823796404,19,29,1.14252497496477,18,28
"L044",912.79875,66,8.3648783649953,23,89,1.69549255736613,44,110,6.65775886437095,44,110,171.521143603562,29,95,101.327768712027,29,95,0.0910063849090069,19,85,0.00276072069806877,19,85,10267.3167121581,29,95,1.69904419899404,44,110,6.79782340753305,23,89,3.9280447386756,20,86,0.0496920447178961,32,98,1.80597291327834,34,100
"L045",1040.57375,37,34.3827541752591,72,109,0.760182327406167,17,54,2.98425658071146,17,54,228.448948393577,45,82,137.159113667627,45,82,0.257000266883887,92,129,0.022016379059463,92,129,18812.622462089,45,82,0.883135920644096,23,60,7.52900811986831,26,63,7.9702022723295,65,102,0.0494336135978453,31,68,1.46750367453682,24,61
"L046",1107.4275,15,26.1533041030449,64,79,1.27903719802278,30,45,5.02197355085871,30,45,250.630323765506,51,66,130.243065599727,41,56,0.215379538027941,87,102,0.0154627818003764,87,102,16963.2561368149,41,56,1.33036626907278,31,46,7.91563702732461,30,45,7.76726750983046,63,78,0.0603482482345451,40,55,1.93867707122482,38,53
"L047",975.675526315789,53,17.9247399606661,46,99,2.62032731682592,71,124,10.2890472144831,71,124,266.648136868934,57,110,155.2014107531,58,111,0.118568057399455,34,87,0.00468612807849349,34,87,24087.4778997523,58,111,2.62089529554762,71,124,11.2957084402571,53,106,6.09613230156536,48,101,0.0837679369448675,64,117,3.03131595643768,62,115
"L048",1109.00125,14,22.0127259565728,57,71,1.76522242054109,45,59,6.93006974099074,45,59,264.685635843777,55,69,139.930392881259,48,62,0.171782943172182,62,76,0.00983645985496568,62,76,19580.5148519036,48,62,1.78013960802041,45,59,11.3359546348466,56,70,8.10443387803368,67,81,0.0768250038873319,53,67,2.55678438843819,51,65
"L049",1078.435,24,21.127132758854,56,80,2.82271348781768,75,99,11.0840526742776,75,99,266.126143603562,56,80,165.690386668856,65,89,0.137002339684841,47,71,0.00625654702637349,47,71,27453.3042344752,65,89,2.82621667528831,75,99,11.2569719675869,51,75,6.285343460211,51,75,0.0831571818865629,60,84,3.033350845645,63,87
"L050",1145.4225,8,1.38342296758977,4,12,0.23971394391082,3,11,0.940669015651181,3,11,60.1293641562225,4,12,30.4067743737426,4,12,0.0479339244146135,4,12,0.000765887036595294,4,12,924.571927815687,4,12,0.251101526823931,3,11,2.41769591773802,4,12,1.85562574189341,4,12,0.0135036159538643,4,12,0.41335070776307,3,11
"L051",1023.18875,40,43.6800028129599,84,124,2.36527363567948,59,99,9.28264205891987,59,99,355.251143603563,77,117,207.055714200138,78,118,0.214383411154387,86,126,0.0153200823260636,86,126,42872.0687829292,78,118,2.36527890260345,59,99,20.4885255292626,94,134,8.79312893056014,77,117,0.0991469194538652,71,111,3.33668425282724,70,110
"L052",1072.6825,29,43.5225982077031,83,112,2.43336859151486,63,92,9.55038820524307,63,92,364.333856396437,80,109,207.607967762738,79,108,0.213841263452758,85,114,0.0152426953183573,85,114,43101.0682785743,79,108,2.43390428349667,63,92,20.280282638008,93,122,9.41401546368959,83,112,0.103147592027252,74,103,3.46494141771599,73,102
"L053",916.06375,65,16.7685843867819,41,106,0.780128924855233,20,85,3.06003204815339,20,85,182.695635843779,34,99,107.749415234039,34,99,0.162804331839426,55,120,0.00883508348856065,55,120,11609.9364832774,34,99,0.815426825741643,19,84,9.43441370431309,42,107,6.23550823698454,50,115,0.0429743989704836,22,87,1.27054902749779,21,86
