"genotype","BLUP","env","trait","pev","model"
"L046",614.687585456642,"Hunter.2024","YLD",1636.00619363678,"SpATS"
"L047",565.761504812791,"Hunter.2024","YLD",1788.89660689607,"SpATS"
"L048",634.048403194539,"Hunter.2024","YLD",1682.66289972236,"SpATS"
"L049",547.966999119906,"Hunter.2024","YLD",1907.95329456138,"SpATS"
"L050",700.722236497521,"Hunter.2024","YLD",1659.93861863504,"SpATS"
"L051",469.067069097288,"Hunter.2024","YLD",1721.11909625313,"SpATS"
"L052",731.111041613143,"Hunter.2024","YLD",1859.81006439305,"SpATS"
"L053",414.416347138708,"Hunter.2024","YLD",1709.39021298094,"SpATS"
"L054",415.212910579646,"Hunter.2024","YLD",1754.36479461957,"SpATS"
"L055",433.451716834523,"Hunter.2024","YLD",1713.23971320693,"SpATS"
"L056",346.186269413379,"Hunter.2024","YLD",1710.90911798454,"SpATS"
"L057",461.079089996556,"Hunter.2024","YLD",1708.40754725893,"SpATS"
"L058",223.503669728608,"Hunter.2024","YLD",1736.01199231902,"SpATS"
"L059",429.031579469653,"Hunter.2024","YLD",1741.32041955007,"SpATS"
"L060",473.786547739827,"Hunter.2024","YLD",1781.34750010685,"SpATS"
"L061",577.089652780052,"Hunter.2024","YLD",1664.82965772077,"SpATS"
"L062",550.853525845107,"Hunter.2024","YLD",1830.1830482943,"SpATS"
"L063",537.827041155541,"Hunter.2024","YLD",1682.79299500436,"SpATS"
"L064",467.612827137795,"Hunter.2024","YLD",1711.68485038557,"SpATS"
"L065",571.777919162066,"Hunter.2024","YLD",1725.49331394993,"SpATS"
"L066",444.433376060524,"Hunter.2024","YLD",1700.30613787409,"SpATS"
"L067",365.293188197488,"Hunter.2024","YLD",1616.6137649023,"SpATS"
"L068",554.244658527696,"Hunter.2024","YLD",1747.99139712674,"SpATS"
"L069",531.33518374309,"Hunter.2024","YLD",1777.3993162579,"SpATS"
"L070",459.269270019634,"Hunter.2024","YLD",1675.87264227923,"SpATS"
"L071",318.977543491668,"Hunter.2024","YLD",1859.2252899645,"SpATS"
"L072",364.753676109677,"Hunter.2024","YLD",1599.35307951484,"SpATS"
"L073",302.06028691908,"Hunter.2024","YLD",1676.96822302521,"SpATS"
"L074",450.592431578339,"Hunter.2024","YLD",1766.06709918887,"SpATS"
"L075",213.567312869386,"Hunter.2024","YLD",1736.3273840865,"SpATS"
"L076",454.77713633882,"Hunter.2024","YLD",1743.62134094964,"SpATS"
"L077",648.184736902937,"Hunter.2024","YLD",1721.59719276082,"SpATS"
"L078",259.667098842142,"Hunter.2024","YLD",1653.65440789447,"SpATS"
"L079",388.707507324413,"Hunter.2024","YLD",1831.53612307248,"SpATS"
"L080",389.194989680401,"Hunter.2024","YLD",1808.6292153961,"SpATS"
"L081",293.723219625983,"Hunter.2024","YLD",1759.63375698101,"SpATS"
"L082",413.039826631895,"Hunter.2024","YLD",1704.24611096666,"SpATS"
"L083",533.45377933831,"Hunter.2024","YLD",1774.04025989246,"SpATS"
"L084",583.204757271114,"Hunter.2024","YLD",1647.42149372207,"SpATS"
"L085",739.99493525365,"Hunter.2024","YLD",1692.08752875653,"SpATS"
"L086",341.80924256185,"Hunter.2024","YLD",1761.39767201148,"SpATS"
"L087",679.912930712771,"Hunter.2024","YLD",1708.59012741196,"SpATS"
"L088",363.552025313656,"Hunter.2024","YLD",1835.56463531854,"SpATS"
"L089",426.787374202,"Hunter.2024","YLD",1672.38603394023,"SpATS"
"L090",391.199881253003,"Hunter.2024","YLD",1765.36880759997,"SpATS"
"L091",587.325315060871,"Hunter.2024","YLD",1734.17773946093,"SpATS"
"L092",436.102219974722,"Hunter.2024","YLD",1595.09562587668,"SpATS"
"L093",619.956330073585,"Hunter.2024","YLD",1659.92444757671,"SpATS"
"L094",603.42656342163,"Hunter.2024","YLD",1709.19121921377,"SpATS"
"L095",501.163247054331,"Hunter.2024","YLD",1696.2710704266,"SpATS"
"L096",312.106413800003,"Hunter.2024","YLD",1713.71603059819,"SpATS"
"L097",626.476917393466,"Hunter.2024","YLD",1796.20854541404,"SpATS"
"L098",689.570558132773,"Hunter.2024","YLD",1662.92445394837,"SpATS"
"L099",427.287961440696,"Hunter.2024","YLD",1769.36563448823,"SpATS"
"L100",398.141851615827,"Hunter.2024","YLD",1720.57895379361,"SpATS"
"CL1",1210.24791045162,"Clavet.2025","YLD",3993.07553241867,"SpATS"
"CL2",1019.09201968016,"Clavet.2025","YLD",3976.27184630615,"SpATS"
"CL3",1265.49415481868,"Clavet.2025","YLD",3941.4345651505,"SpATS"
"Extra",1239.44128491169,"Clavet.2025","YLD",2882.02838412844,"SpATS"
"L001",1129.17485249578,"Clavet.2025","YLD",2708.54912338343,"SpATS"
"L002",1174.59456479519,"Clavet.2025","YLD",2826.35577450721,"SpATS"
"L003",1433.79344406108,"Clavet.2025","YLD",2752.04420127833,"SpATS"
"L004",1353.55622766732,"Clavet.2025","YLD",2896.29598590697,"SpATS"
"L005",1343.64025093729,"Clavet.2025","YLD",2704.70806257088,"SpATS"
"L006",1427.84919048762,"Clavet.2025","YLD",2884.98638727109,"SpATS"
"L007",1417.01303495366,"Clavet.2025","YLD",2843.81931166455,"SpATS"
"L008",1182.17859700852,"Clavet.2025","YLD",2714.34777066695,"SpATS"
"L009",1049.82784705992,"Clavet.2025","YLD",3067.54757484841,"SpATS"
"L010",960.718511813421,"Clavet.2025","YLD",2737.43843504615,"SpATS"
"L011",1322.19839395174,"Clavet.2025","YLD",2974.30671427443,"SpATS"
"L012",986.788478821034,"Clavet.2025","YLD",2712.05040558393,"SpATS"
"L013",1523.7482631732,"Clavet.2025","YLD",2855.18199089519,"SpATS"
"L014",1270.67194406354,"Clavet.2025","YLD",2618.56290408771,"SpATS"
"L015",1182.36024383573,"Clavet.2025","YLD",2800.29083399061,"SpATS"
"L016",1256.67891829395,"Clavet.2025","YLD",3026.92807996245,"SpATS"
"L017",1355.0086777725,"Clavet.2025","YLD",2863.51484373845,"SpATS"
"L018",1144.25359591962,"Clavet.2025","YLD",2737.43225940133,"SpATS"
"L019",1327.37219165163,"Clavet.2025","YLD",2708.50876043259,"SpATS"
"L020",1182.80891556904,"Clavet.2025","YLD",2820.93553721374,"SpATS"
"L021",1294.01577328402,"Clavet.2025","YLD",2876.12977692263,"SpATS"
"L022",1266.69546924965,"Clavet.2025","YLD",2755.97914046401,"SpATS"
"L023",1196.65615328658,"Clavet.2025","YLD",2971.547672303,"SpATS"
"L024",1096.95210011527,"Clavet.2025","YLD",2862.75276983871,"SpATS"
"L025",1218.67496298211,"Clavet.2025","YLD",2859.15067737014,"SpATS"
"L026",1379.09484185797,"Clavet.2025","YLD",2745.78543706007,"SpATS"
"L027",1121.99649036722,"Clavet.2025","YLD",3085.86169391294,"SpATS"
"L028",1060.10141997865,"Clavet.2025","YLD",2820.94262520426,"SpATS"
"L029",1170.42299294228,"Clavet.2025","YLD",2724.34387453906,"SpATS"
"L030",930.172822342287,"Clavet.2025","YLD",2805.61681176907,"SpATS"
"L031",1141.02985744364,"Clavet.2025","YLD",2639.79087010447,"SpATS"
"L032",1019.7581171808,"Clavet.2025","YLD",2732.52877423234,"SpATS"
"L033",1214.1294952782,"Clavet.2025","YLD",2830.81564662464,"SpATS"
"L034",953.914928673971,"Clavet.2025","YLD",2713.15587026771,"SpATS"
"L035",1349.48960016041,"Clavet.2025","YLD",2963.05556249289,"SpATS"
"L036",1058.00642073689,"Clavet.2025","YLD",2745.79440410901,"SpATS"
"L037",1030.43411202837,"Clavet.2025","YLD",2799.84367067305,"SpATS"
"L038",1101.13700025313,"Clavet.2025","YLD",2948.56885232047,"SpATS"
"L039",1102.91004966591,"Clavet.2025","YLD",2766.25751622007,"SpATS"
"L040",1222.1317641712,"Clavet.2025","YLD",2748.67692045593,"SpATS"
"L041",1305.2473735913,"Clavet.2025","YLD",2714.30941163854,"SpATS"
"L042",1272.24879826333,"Clavet.2025","YLD",2712.43476177323,"SpATS"
"L043",1419.22332539017,"Clavet.2025","YLD",2879.68844275808,"SpATS"
"L044",1154.71197413252,"Clavet.2025","YLD",2590.38776052594,"SpATS"
"L045",1214.76352132431,"Clavet.2025","YLD",2949.48680233117,"SpATS"
"L046",1263.99396114122,"Clavet.2025","YLD",2772.65761589501,"SpATS"
"L047",1199.5283309804,"Clavet.2025","YLD",2800.70094220235,"SpATS"
"L048",1361.7955253058,"Clavet.2025","YLD",2789.08491348572,"SpATS"
"L049",1309.01634458579,"Clavet.2025","YLD",2758.84946808879,"SpATS"
"L050",1323.21097195212,"Clavet.2025","YLD",2850.52959505255,"SpATS"
"L051",1400.58067751084,"Clavet.2025","YLD",2984.68769610323,"SpATS"
"L052",1135.55176226027,"Clavet.2025","YLD",2790.32683682228,"SpATS"
"L053",1151.37489799834,"Clavet.2025","YLD",2719.48163411296,"SpATS"
"L054",1156.06906355423,"Clavet.2025","YLD",2905.71181559886,"SpATS"
"L055",960.634965353742,"Clavet.2025","YLD",2693.48984195628,"SpATS"
"L056",979.053320489072,"Clavet.2025","YLD",3130.21787698778,"SpATS"
"L057",1119.69963106924,"Clavet.2025","YLD",3090.71840493165,"SpATS"
"L058",912.511314574092,"Clavet.2025","YLD",2898.21952844125,"SpATS"
"L059",1011.49263976713,"Clavet.2025","YLD",2786.80373624762,"SpATS"
"L060",1258.23107060265,"Clavet.2025","YLD",2687.88345630959,"SpATS"
"L061",1195.19516551786,"Clavet.2025","YLD",2720.56647726863,"SpATS"
"L062",1265.55707165593,"Clavet.2025","YLD",2918.02439659142,"SpATS"
"L063",1159.75907753272,"Clavet.2025","YLD",2606.21746915813,"SpATS"
"L064",1146.42905747982,"Clavet.2025","YLD",2813.7490042695,"SpATS"
"L065",1396.60590080258,"Clavet.2025","YLD",2813.72484325622,"SpATS"
"L066",1006.5441821521,"Clavet.2025","YLD",2789.11751389715,"SpATS"
"L067",931.838990813976,"Clavet.2025","YLD",2916.63071871552,"SpATS"
"L068",1229.68871534792,"Clavet.2025","YLD",2822.25980102386,"SpATS"
"L069",1204.33991226728,"Clavet.2025","YLD",2635.86071028209,"SpATS"
"L070",1227.28051723381,"Clavet.2025","YLD",2788.56814643563,"SpATS"
"L071",945.000743012332,"Clavet.2025","YLD",2932.50857887084,"SpATS"
"L072",1077.44635268128,"Clavet.2025","YLD",2844.55663527743,"SpATS"
"L073",809.310873712975,"Clavet.2025","YLD",2861.73935490699,"SpATS"
"L074",834.548256507215,"Clavet.2025","YLD",2656.28401626081,"SpATS"
"L075",1033.21318736773,"Clavet.2025","YLD",2663.64208030054,"SpATS"
"L076",1167.65781330436,"Clavet.2025","YLD",2667.62292664795,"SpATS"
"L077",1354.50727728823,"Clavet.2025","YLD",3037.1932502939,"SpATS"
"L078",1141.24314041484,"Clavet.2025","YLD",2823.95055414352,"SpATS"
"L079",847.13636297548,"Clavet.2025","YLD",2986.54586809608,"SpATS"
"L080",1079.84445215607,"Clavet.2025","YLD",2899.75021464659,"SpATS"
"L081",1063.00564380163,"Clavet.2025","YLD",2865.66826356031,"SpATS"
"L082",887.079759039278,"Clavet.2025","YLD",2888.43832378452,"SpATS"
"L083",1293.83156572723,"Clavet.2025","YLD",2982.84284307723,"SpATS"
"L084",1292.75363884461,"Clavet.2025","YLD",2867.19701730657,"SpATS"
"L085",1027.43098089507,"Clavet.2025","YLD",2754.48534612031,"SpATS"
"L086",920.123941048217,"Clavet.2025","YLD",2894.97460399884,"SpATS"
"L087",1178.04643202997,"Clavet.2025","YLD",2803.71203956182,"SpATS"
"L088",1007.52708947078,"Clavet.2025","YLD",2637.29092830361,"SpATS"
"L089",1004.86089662694,"Clavet.2025","YLD",2914.19948130176,"SpATS"
"L090",981.699160428062,"Clavet.2025","YLD",2916.09817716605,"SpATS"
"L091",1221.45150032677,"Clavet.2025","YLD",2879.26536158054,"SpATS"
"L092",1061.77691848987,"Clavet.2025","YLD",2816.14951214705,"SpATS"
"L093",1284.88741148509,"Clavet.2025","YLD",2979.29588023566,"SpATS"
"L094",1296.83552852061,"Clavet.2025","YLD",2914.02742051954,"SpATS"
"L095",1143.66398701746,"Clavet.2025","YLD",2679.05685127354,"SpATS"
"L096",1003.08391805728,"Clavet.2025","YLD",2821.36714100025,"SpATS"
"L097",1314.46984093792,"Clavet.2025","YLD",2773.16906793245,"SpATS"
"L098",1442.13703924056,"Clavet.2025","YLD",2791.93933661352,"SpATS"
"L099",1020.58091257038,"Clavet.2025","YLD",2665.76362177864,"SpATS"
"L100",1012.21428392562,"Clavet.2025","YLD",2869.12837320437,"SpATS"
"CL1",1532.95288851653,"Hunter.2025","YLD",6052.25340308544,"SpATS"
"CL2",1262.89722526824,"Hunter.2025","YLD",6050.9439554924,"SpATS"
"CL3",1516.27371634145,"Hunter.2025","YLD",6127.5671518543,"SpATS"
"Extra",1613.78371092648,"Hunter.2025","YLD",4621.88097809081,"SpATS"
"L001",1283.32197676982,"Hunter.2025","YLD",4507.13787965165,"SpATS"
"L002",1238.7298474057,"Hunter.2025","YLD",4228.60592404009,"SpATS"
"L003",1634.35143229957,"Hunter.2025","YLD",4691.83819143638,"SpATS"
"L004",1184.85144444675,"Hunter.2025","YLD",4515.58012782287,"SpATS"
"L005",1486.9027408805,"Hunter.2025","YLD",4313.31775194705,"SpATS"
"L006",1734.32809090718,"Hunter.2025","YLD",4359.96987818443,"SpATS"
"L007",1681.96407797678,"Hunter.2025","YLD",4446.26186656094,"SpATS"
"L008",1470.22878841408,"Hunter.2025","YLD",4266.14397790437,"SpATS"
"L009",1074.54300421654,"Hunter.2025","YLD",4825.47390859948,"SpATS"
"L010",1097.3287424535,"Hunter.2025","YLD",4531.99068457399,"SpATS"
"L011",1504.81248925661,"Hunter.2025","YLD",4366.09261561525,"SpATS"
"L012",1532.55657541883,"Hunter.2025","YLD",4575.90564314625,"SpATS"
"L013",1741.64244701096,"Hunter.2025","YLD",4569.88811887205,"SpATS"
"L014",1459.16032334744,"Hunter.2025","YLD",4438.87899672271,"SpATS"
"L015",1217.91032573415,"Hunter.2025","YLD",4626.43403570598,"SpATS"
"L016",1530.49260328428,"Hunter.2025","YLD",4328.84598104198,"SpATS"
"L017",1659.64643417999,"Hunter.2025","YLD",4353.30110364196,"SpATS"
"L018",1650.40118986489,"Hunter.2025","YLD",4514.25935425622,"SpATS"
"L019",1503.58133424153,"Hunter.2025","YLD",4500.18523780549,"SpATS"
"L020",1601.39442987738,"Hunter.2025","YLD",4407.95941236609,"SpATS"
"L021",1631.99085076339,"Hunter.2025","YLD",4367.79958416176,"SpATS"
"L022",1461.5000287941,"Hunter.2025","YLD",4645.50532538023,"SpATS"
"L023",1295.22169259754,"Hunter.2025","YLD",4418.30124340682,"SpATS"
"L024",1410.01151472195,"Hunter.2025","YLD",4309.17074885897,"SpATS"
"L025",1226.87037779649,"Hunter.2025","YLD",4530.39083991262,"SpATS"
"L026",1526.64959009154,"Hunter.2025","YLD",4205.35193201821,"SpATS"
"L027",1374.03261290277,"Hunter.2025","YLD",4557.99487107783,"SpATS"
"L028",1248.45004102814,"Hunter.2025","YLD",4471.1343187736,"SpATS"
"L029",1356.86702747969,"Hunter.2025","YLD",4686.16904278206,"SpATS"
"L030",1363.41758435988,"Hunter.2025","YLD",4864.95139581961,"SpATS"
"L031",1560.58208564302,"Hunter.2025","YLD",4446.64558087231,"SpATS"
"L032",1058.46908741356,"Hunter.2025","YLD",4493.41531548486,"SpATS"
"L033",1393.75561572549,"Hunter.2025","YLD",4697.03539705793,"SpATS"
"L034",885.431803013058,"Hunter.2025","YLD",4430.97962170037,"SpATS"
"L035",1597.65363219662,"Hunter.2025","YLD",4611.00582278873,"SpATS"
"L036",1148.34584445536,"Hunter.2025","YLD",4267.22454786811,"SpATS"
"L037",1404.63649733157,"Hunter.2025","YLD",4197.4992237459,"SpATS"
"L038",1266.79498299429,"Hunter.2025","YLD",4566.77210434961,"SpATS"
"L039",1255.11487796957,"Hunter.2025","YLD",4286.18673692406,"SpATS"
"L040",1491.80103667561,"Hunter.2025","YLD",4299.58736231538,"SpATS"
"L041",1425.88868775825,"Hunter.2025","YLD",4352.45736946325,"SpATS"
"L042",1599.8497235803,"Hunter.2025","YLD",4327.72987993462,"SpATS"
"L043",1552.25597376204,"Hunter.2025","YLD",4580.39088905958,"SpATS"
"L044",1329.94778001307,"Hunter.2025","YLD",4658.3604313923,"SpATS"
"L045",1403.08448621051,"Hunter.2025","YLD",4437.85730197538,"SpATS"
"L046",1535.13140349789,"Hunter.2025","YLD",4225.53717928834,"SpATS"
"L047",1269.82011909169,"Hunter.2025","YLD",4526.43269084456,"SpATS"
"L048",1456.264879832,"Hunter.2025","YLD",4462.94855657674,"SpATS"
"L049",1608.48965946429,"Hunter.2025","YLD",4496.28058216668,"SpATS"
"L050",1553.82990668995,"Hunter.2025","YLD",4237.15719576369,"SpATS"
"L051",1390.39347188503,"Hunter.2025","YLD",4386.85776919632,"SpATS"
"L052",1438.35958820314,"Hunter.2025","YLD",4318.65134107046,"SpATS"
"L053",1360.06938280244,"Hunter.2025","YLD",4698.49073350134,"SpATS"
"L054",1285.17446100121,"Hunter.2025","YLD",4440.85823645395,"SpATS"
"L055",1184.24978469135,"Hunter.2025","YLD",4365.2759501272,"SpATS"
"L056",1066.25324039747,"Hunter.2025","YLD",4652.31178230988,"SpATS"
"L057",1521.34756325882,"Hunter.2025","YLD",4464.01505445572,"SpATS"
"L058",855.936513539764,"Hunter.2025","YLD",4329.9964184401,"SpATS"
"L059",1262.01489427086,"Hunter.2025","YLD",4417.27178998455,"SpATS"
"L060",1413.65175674166,"Hunter.2025","YLD",4236.13014987692,"SpATS"
"L061",1592.14547372469,"Hunter.2025","YLD",4162.98994217951,"SpATS"
"L062",1517.04926017527,"Hunter.2025","YLD",4388.06290366698,"SpATS"
"L063",1432.86809226042,"Hunter.2025","YLD",4377.37475735877,"SpATS"
"L064",1110.49144183328,"Hunter.2025","YLD",4399.91052973159,"SpATS"
"L065",1629.65772959997,"Hunter.2025","YLD",4823.96745013081,"SpATS"
"L066",1388.06539493194,"Hunter.2025","YLD",4268.50770450872,"SpATS"
"L067",1223.56607635108,"Hunter.2025","YLD",4346.59121002532,"SpATS"
"L068",1441.19497893572,"Hunter.2025","YLD",4335.26814973032,"SpATS"
"L069",1366.94304692527,"Hunter.2025","YLD",4315.99950549748,"SpATS"
"L070",1474.27334184397,"Hunter.2025","YLD",4708.67897001476,"SpATS"
"L071",1052.67444186241,"Hunter.2025","YLD",4706.8530085835,"SpATS"
"L072",1193.02662821057,"Hunter.2025","YLD",4240.69134815328,"SpATS"
"L073",978.697333221724,"Hunter.2025","YLD",4778.62107091555,"SpATS"
"L074",902.77642261656,"Hunter.2025","YLD",4370.70252341061,"SpATS"
"L075",1067.03261839605,"Hunter.2025","YLD",4468.67629264853,"SpATS"
"L076",1321.20790768839,"Hunter.2025","YLD",4190.32501016407,"SpATS"
"L077",1459.5175449866,"Hunter.2025","YLD",4834.31486642754,"SpATS"
"L078",1268.6920910207,"Hunter.2025","YLD",4567.99120905791,"SpATS"
"L079",964.94643822646,"Hunter.2025","YLD",4552.86603746568,"SpATS"
"L080",1319.8647055798,"Hunter.2025","YLD",4202.22382615092,"SpATS"
"L081",1248.52644033924,"Hunter.2025","YLD",4505.19814657854,"SpATS"
"L082",1021.16628161124,"Hunter.2025","YLD",4132.2661640948,"SpATS"
"L083",1331.32048834374,"Hunter.2025","YLD",4255.11790295714,"SpATS"
"L084",1183.5204850576,"Hunter.2025","YLD",4388.86330799747,"SpATS"
"L085",1596.43604664608,"Hunter.2025","YLD",4278.7167735794,"SpATS"
"L086",938.598641684418,"Hunter.2025","YLD",4729.81976239008,"SpATS"
"L087",1233.26510475162,"Hunter.2025","YLD",4337.01813315824,"SpATS"
"L088",1148.13744078678,"Hunter.2025","YLD",4577.13038375335,"SpATS"
"L089",983.751497556394,"Hunter.2025","YLD",4515.76686177978,"SpATS"
"L090",1178.84663333537,"Hunter.2025","YLD",4483.25673615279,"SpATS"
"L091",1593.08030089018,"Hunter.2025","YLD",4555.71887776535,"SpATS"
"L092",1244.98569205363,"Hunter.2025","YLD",4656.07776036311,"SpATS"
"L093",1508.35749151165,"Hunter.2025","YLD",4444.71275606441,"SpATS"
"L094",1540.32630871699,"Hunter.2025","YLD",4221.42181563258,"SpATS"
"L095",1525.43637947389,"Hunter.2025","YLD",4476.1402148397,"SpATS"
"L096",1165.42506816203,"Hunter.2025","YLD",4568.26090826094,"SpATS"
"L097",1571.67114591842,"Hunter.2025","YLD",4488.7263390648,"SpATS"
"L098",1664.97503092964,"Hunter.2025","YLD",4277.12886036535,"SpATS"
"L099",1091.21605442495,"Hunter.2025","YLD",4575.53804971224,"SpATS"
"L100",1170.2751132345,"Hunter.2025","YLD",4670.94879205992,"SpATS"
"CL1",24.6517129923647,"Clavet.2024","PRT",0.0271834131205677,"SpATS"
"CL2",25.178461166083,"Clavet.2024","PRT",0.0269494011525163,"SpATS"
"CL3",24.6540074258837,"Clavet.2024","PRT",0.0266938639172759,"SpATS"
"Extra",24.7737961183022,"Clavet.2024","PRT",0.0209872738795374,"SpATS"
"L001",25.8004647841208,"Clavet.2024","PRT",0.0205121508014628,"SpATS"
"L002",24.2405597657908,"Clavet.2024","PRT",0.0212632843753877,"SpATS"
"L003",25.5092064994225,"Clavet.2024","PRT",0.0213434620869508,"SpATS"
"L004",24.4289517461931,"Clavet.2024","PRT",0.0190746652067136,"SpATS"
"L005",24.2314489797473,"Clavet.2024","PRT",0.0208139643197714,"SpATS"
"L006",24.7394191947006,"Clavet.2024","PRT",0.0207052612297396,"SpATS"
"L007",23.8478824537726,"Clavet.2024","PRT",0.0191870330764628,"SpATS"
"L008",23.807590870099,"Clavet.2024","PRT",0.019378471858555,"SpATS"
"L009",27.2609193764971,"Clavet.2024","PRT",0.0201409608769703,"SpATS"
"L010",25.8799021949866,"Clavet.2024","PRT",0.0203688046339614,"SpATS"
"L011",25.6835379721938,"Clavet.2024","PRT",0.0202685901454905,"SpATS"
"L012",24.6063601874735,"Clavet.2024","PRT",0.0192082385448464,"SpATS"
"L013",23.2697767306792,"Clavet.2024","PRT",0.0203096154488927,"SpATS"
"L014",24.7171809161593,"Clavet.2024","PRT",0.0190590711810328,"SpATS"
"L015",25.4116485271132,"Clavet.2024","PRT",0.0217523803958814,"SpATS"
"L016",24.6471868640897,"Clavet.2024","PRT",0.0200330301665068,"SpATS"
"L017",24.9016612527075,"Clavet.2024","PRT",0.0204673371293107,"SpATS"
"L018",24.6568329056556,"Clavet.2024","PRT",0.0201330311579446,"SpATS"
"L019",26.3151461755985,"Clavet.2024","PRT",0.0221051283561665,"SpATS"
"L020",24.9704742553931,"Clavet.2024","PRT",0.0198959525148698,"SpATS"
"L021",25.0636054363989,"Clavet.2024","PRT",0.0210830106145762,"SpATS"
"L022",24.0401287425164,"Clavet.2024","PRT",0.0224037133164579,"SpATS"
"L023",23.9117135945638,"Clavet.2024","PRT",0.0195683864801168,"SpATS"
"L024",23.665056011456,"Clavet.2024","PRT",0.0201743058581621,"SpATS"
"L025",24.3989070960368,"Clavet.2024","PRT",0.0202791039319819,"SpATS"
"L026",25.1041832329161,"Clavet.2024","PRT",0.0204159568825985,"SpATS"
"L027",26.0644560767773,"Clavet.2024","PRT",0.0198048914868128,"SpATS"
"L028",25.6251408569836,"Clavet.2024","PRT",0.0199551479360204,"SpATS"
"L029",24.8812939839309,"Clavet.2024","PRT",0.0199975703171646,"SpATS"
"L030",24.7270768379156,"Clavet.2024","PRT",0.0218323736198976,"SpATS"
"L031",25.7815049005111,"Clavet.2024","PRT",0.0210809264819585,"SpATS"
"L032",22.8463503349047,"Clavet.2024","PRT",0.0215983645947072,"SpATS"
"L033",24.6312013511319,"Clavet.2024","PRT",0.019715334537199,"SpATS"
"L034",24.7560641834009,"Clavet.2024","PRT",0.020440520770037,"SpATS"
"L035",24.7823196290682,"Clavet.2024","PRT",0.0215875865921128,"SpATS"
"L036",24.6468016831428,"Clavet.2024","PRT",0.019637785539724,"SpATS"
"L037",25.7438527631314,"Clavet.2024","PRT",0.022104241054789,"SpATS"
"L038",24.8024683625407,"Clavet.2024","PRT",0.0187083335035452,"SpATS"
"L039",26.6042866829633,"Clavet.2024","PRT",0.0207696250289949,"SpATS"
"L040",25.7577001164336,"Clavet.2024","PRT",0.0193843224592667,"SpATS"
"L041",25.2641597080696,"Clavet.2024","PRT",0.0212476098256963,"SpATS"
"L042",24.0502276180884,"Clavet.2024","PRT",0.0206283571753346,"SpATS"
"L043",24.7780287147252,"Clavet.2024","PRT",0.0203191618249403,"SpATS"
"L044",26.0468991350271,"Clavet.2024","PRT",0.0205270908722083,"SpATS"
"L045",25.6901390331845,"Clavet.2024","PRT",0.0199066396055636,"SpATS"
"L046",25.4543997881055,"Clavet.2024","PRT",0.020944849595029,"SpATS"
"L047",24.2069938402355,"Clavet.2024","PRT",0.0200103221950482,"SpATS"
"L048",23.2796695108713,"Clavet.2024","PRT",0.0192219656201582,"SpATS"
"L049",25.3679746751263,"Clavet.2024","PRT",0.0209873562352422,"SpATS"
"L050",26.5742917420311,"Clavet.2024","PRT",0.0205672791722975,"SpATS"
"L051",25.2586934472522,"Clavet.2024","PRT",0.0213043131767987,"SpATS"
"L052",24.3275100334137,"Clavet.2024","PRT",0.0187623912229505,"SpATS"
"L053",23.8068773530218,"Clavet.2024","PRT",0.0194080175726405,"SpATS"
"L054",25.8407120218471,"Clavet.2024","PRT",0.020715285234023,"SpATS"
"L055",24.8056490268464,"Clavet.2024","PRT",0.0198828310316271,"SpATS"
"L056",25.4242449623128,"Clavet.2024","PRT",0.0200296499516697,"SpATS"
"L057",24.8385368882976,"Clavet.2024","PRT",0.0206311957784317,"SpATS"
"L058",25.1743092986153,"Clavet.2024","PRT",0.0192529272835301,"SpATS"
"L059",24.0809673457546,"Clavet.2024","PRT",0.0214625748828138,"SpATS"
"L060",26.1929258438457,"Clavet.2024","PRT",0.0200566061932474,"SpATS"
"L061",25.0774147483797,"Clavet.2024","PRT",0.0216753303578718,"SpATS"
"L062",25.3536759588072,"Clavet.2024","PRT",0.0207942270242802,"SpATS"
"L063",25.4890038910495,"Clavet.2024","PRT",0.0203098106939579,"SpATS"
"L064",26.6391688113373,"Clavet.2024","PRT",0.0207561439655075,"SpATS"
"L065",24.6097632350715,"Clavet.2024","PRT",0.0191774418836285,"SpATS"
"L066",24.6602006478167,"Clavet.2024","PRT",0.0218620014194412,"SpATS"
"L067",25.2200210319126,"Clavet.2024","PRT",0.0204273675082561,"SpATS"
"L068",25.0147013732549,"Clavet.2024","PRT",0.0228653235799051,"SpATS"
"L069",25.7200259166252,"Clavet.2024","PRT",0.0199961838462398,"SpATS"
"L070",25.2352889017286,"Clavet.2024","PRT",0.0201938470947757,"SpATS"
"L071",25.2946783142475,"Clavet.2024","PRT",0.021078935618772,"SpATS"
"L072",26.9929161074206,"Clavet.2024","PRT",0.0198785703711853,"SpATS"
"L073",26.7289267001326,"Clavet.2024","PRT",0.0210763211300075,"SpATS"
"L074",26.2328161871537,"Clavet.2024","PRT",0.0208243994604464,"SpATS"
"L075",25.5427322764594,"Clavet.2024","PRT",0.0188998790388721,"SpATS"
"L076",25.2729839897132,"Clavet.2024","PRT",0.0205222051355915,"SpATS"
"L077",24.8386121027162,"Clavet.2024","PRT",0.0214323422128203,"SpATS"
"L078",25.8142155473601,"Clavet.2024","PRT",0.0198181896907248,"SpATS"
"L079",25.3942620935327,"Clavet.2024","PRT",0.0214859116653747,"SpATS"
"L080",24.715579797716,"Clavet.2024","PRT",0.0204645173122828,"SpATS"
"L081",25.620651770472,"Clavet.2024","PRT",0.0194311413231362,"SpATS"
"L082",25.327233896122,"Clavet.2024","PRT",0.0202591183652653,"SpATS"
