"genotype","BLUP","env","trait","pev","model"
"L052",39.753038568648,"Clavet.2024","VegP",0.0462481636446069,"SpATS"
"L053",38.2450895333299,"Clavet.2024","VegP",0.047486284564439,"SpATS"
"L054",39.1563000691324,"Clavet.2024","VegP",0.0523315327130417,"SpATS"
"L055",38.1371563075748,"Clavet.2024","VegP",0.0495951461987776,"SpATS"
"L056",38.6319534842653,"Clavet.2024","VegP",0.0491790870430839,"SpATS"
"L057",38.7836054755845,"Clavet.2024","VegP",0.0519585639918515,"SpATS"
"L058",40.2784275349569,"Clavet.2024","VegP",0.0469023300970577,"SpATS"
"L059",39.4693725751875,"Clavet.2024","VegP",0.0547665452076742,"SpATS"
"L060",37.3174177925591,"Clavet.2024","VegP",0.049848180450968,"SpATS"
"L061",39.2313577840376,"Clavet.2024","VegP",0.0541399984988616,"SpATS"
"L062",38.3598471521668,"Clavet.2024","VegP",0.0522466258748095,"SpATS"
"L063",37.668940232075,"Clavet.2024","VegP",0.0507237291953397,"SpATS"
"L064",37.6678678077161,"Clavet.2024","VegP",0.0506649811306795,"SpATS"
"L065",38.3296012484376,"Clavet.2024","VegP",0.046385240276261,"SpATS"
"L066",40.0179346680912,"Clavet.2024","VegP",0.053417747724301,"SpATS"
"L067",37.816120818763,"Clavet.2024","VegP",0.050820707546883,"SpATS"
"L068",40.4306565893032,"Clavet.2024","VegP",0.0576392185430757,"SpATS"
"L069",38.4021987655432,"Clavet.2024","VegP",0.0486216672300646,"SpATS"
"L070",37.5481201382803,"Clavet.2024","VegP",0.0491023107689986,"SpATS"
"L071",40.0560076205826,"Clavet.2024","VegP",0.0512052360661027,"SpATS"
"L072",37.3122962769031,"Clavet.2024","VegP",0.0488649339625149,"SpATS"
"L073",37.8059935676398,"Clavet.2024","VegP",0.0519477272459731,"SpATS"
"L074",37.5415747760766,"Clavet.2024","VegP",0.0504512450053356,"SpATS"
"L075",37.3786050512605,"Clavet.2024","VegP",0.0475982656153531,"SpATS"
"L076",37.3383510406581,"Clavet.2024","VegP",0.0511345049571886,"SpATS"
"L077",37.4738890885386,"Clavet.2024","VegP",0.0549349891528775,"SpATS"
"L078",37.7659273290279,"Clavet.2024","VegP",0.049211299179161,"SpATS"
"L079",38.2902305872527,"Clavet.2024","VegP",0.0536599210091424,"SpATS"
"L080",38.2147993333307,"Clavet.2024","VegP",0.0497983108404782,"SpATS"
"L081",38.3262253328208,"Clavet.2024","VegP",0.0490947903944901,"SpATS"
"L082",37.3092132237962,"Clavet.2024","VegP",0.0497640994520038,"SpATS"
"L083",37.7978533983186,"Clavet.2024","VegP",0.047833607991101,"SpATS"
"L084",38.3224281056162,"Clavet.2024","VegP",0.0509422839635154,"SpATS"
"L085",37.3259951547333,"Clavet.2024","VegP",0.0561159375311735,"SpATS"
"L086",38.4228986661461,"Clavet.2024","VegP",0.0512886352221191,"SpATS"
"L087",37.229953568266,"Clavet.2024","VegP",0.0502675930379913,"SpATS"
"L088",37.6477598659344,"Clavet.2024","VegP",0.0485499830066763,"SpATS"
"L089",38.6853166272776,"Clavet.2024","VegP",0.0513061921573296,"SpATS"
"L090",38.4113771763826,"Clavet.2024","VegP",0.0519987436926969,"SpATS"
"L091",37.4268463484731,"Clavet.2024","VegP",0.0482307444114911,"SpATS"
"L092",37.2920547010579,"Clavet.2024","VegP",0.048193798175226,"SpATS"
"L093",39.53752106922,"Clavet.2024","VegP",0.0482990756547294,"SpATS"
"L094",40.0319954173248,"Clavet.2024","VegP",0.0522121642624739,"SpATS"
"L095",38.3031164924255,"Clavet.2024","VegP",0.0484827017917122,"SpATS"
"L096",38.2244909091768,"Clavet.2024","VegP",0.0531914939949002,"SpATS"
"L097",38.4366592509897,"Clavet.2024","VegP",0.0528905820228246,"SpATS"
"L098",38.9086793048335,"Clavet.2024","VegP",0.0497251914349613,"SpATS"
"L099",37.4206732525756,"Clavet.2024","VegP",0.0516501184717294,"SpATS"
"L100",37.6850168809111,"Clavet.2024","VegP",0.0525954211881115,"SpATS"
"CL1",32.0753996088258,"Hunter.2024","VegP",0.217687605866057,"SpATS"
"CL2",33.9686013275242,"Hunter.2024","VegP",0.214933156532148,"SpATS"
"CL3",35.3390252176123,"Hunter.2024","VegP",0.213542186029422,"SpATS"
"Extra",32.0254019487776,"Hunter.2024","VegP",0.152872701745988,"SpATS"
"L001",37.3946314824689,"Hunter.2024","VegP",0.137796318907,"SpATS"
"L002",34.0671250591032,"Hunter.2024","VegP",0.154016763482301,"SpATS"
"L003",32.0798419215386,"Hunter.2024","VegP",0.156398676090915,"SpATS"
"L004",32.0902709926032,"Hunter.2024","VegP",0.151265689024467,"SpATS"
"L005",32.608510210221,"Hunter.2024","VegP",0.150132423438279,"SpATS"
"L006",36.8695000572395,"Hunter.2024","VegP",0.144284431854032,"SpATS"
"L007",36.3170353982404,"Hunter.2024","VegP",0.166489974404214,"SpATS"
"L008",32.5353017566903,"Hunter.2024","VegP",0.161919135303189,"SpATS"
"L009",33.1417533042822,"Hunter.2024","VegP",0.152517980640482,"SpATS"
"L010",37.2368315553553,"Hunter.2024","VegP",0.154102380674588,"SpATS"
"L011",36.9290941166795,"Hunter.2024","VegP",0.151578408567606,"SpATS"
"L012",37.8009032533506,"Hunter.2024","VegP",0.15732370585395,"SpATS"
"L013",33.009219743712,"Hunter.2024","VegP",0.147300824178275,"SpATS"
"L014",34.2182302258447,"Hunter.2024","VegP",0.153835922627407,"SpATS"
"L015",31.7411331677753,"Hunter.2024","VegP",0.1641846829763,"SpATS"
"L016",32.8514412388739,"Hunter.2024","VegP",0.156364675062797,"SpATS"
"L017",32.2650145726806,"Hunter.2024","VegP",0.143832656670817,"SpATS"
"L018",33.4677018775674,"Hunter.2024","VegP",0.144105802755279,"SpATS"
"L019",35.4824953965475,"Hunter.2024","VegP",0.149258465275378,"SpATS"
"L020",35.9755992092325,"Hunter.2024","VegP",0.148189385713322,"SpATS"
"L021",34.1408239561717,"Hunter.2024","VegP",0.15166825014187,"SpATS"
"L022",35.6661929970594,"Hunter.2024","VegP",0.150087557979286,"SpATS"
"L023",33.678594344374,"Hunter.2024","VegP",0.158988280906888,"SpATS"
"L024",34.8720592919299,"Hunter.2024","VegP",0.155860648843071,"SpATS"
"L025",33.8581915222837,"Hunter.2024","VegP",0.154247473200492,"SpATS"
"L026",36.2801542666763,"Hunter.2024","VegP",0.150810876493892,"SpATS"
"L027",33.215169738537,"Hunter.2024","VegP",0.168735257827865,"SpATS"
"L028",33.7773253438619,"Hunter.2024","VegP",0.148281921331774,"SpATS"
"L029",35.0193061680145,"Hunter.2024","VegP",0.170000831315275,"SpATS"
"L030",36.5521983591569,"Hunter.2024","VegP",0.151754749907252,"SpATS"
"L031",30.8257107982761,"Hunter.2024","VegP",0.15690756204637,"SpATS"
"L032",33.5245892084174,"Hunter.2024","VegP",0.144415504846,"SpATS"
"L033",34.9949816219943,"Hunter.2024","VegP",0.146020286220596,"SpATS"
"L034",32.3999380306165,"Hunter.2024","VegP",0.154634992143873,"SpATS"
"L035",32.8212192805258,"Hunter.2024","VegP",0.156499124537205,"SpATS"
"L036",33.5394718198952,"Hunter.2024","VegP",0.156508557831962,"SpATS"
"L037",36.5772628435479,"Hunter.2024","VegP",0.158488010982622,"SpATS"
"L038",34.5564131056545,"Hunter.2024","VegP",0.144451703588955,"SpATS"
"L039",30.9596476111278,"Hunter.2024","VegP",0.163917365649083,"SpATS"
"L040",34.1709848655583,"Hunter.2024","VegP",0.164354447766246,"SpATS"
"L041",34.0071761732529,"Hunter.2024","VegP",0.150295854462103,"SpATS"
"L042",35.100910714284,"Hunter.2024","VegP",0.153135214846048,"SpATS"
"L043",33.332669775053,"Hunter.2024","VegP",0.146111636014937,"SpATS"
"L044",36.4766022282464,"Hunter.2024","VegP",0.14727663747008,"SpATS"
"L045",32.5826048145033,"Hunter.2024","VegP",0.171642304230593,"SpATS"
"L046",34.0464394572435,"Hunter.2024","VegP",0.14420092197778,"SpATS"
"L047",32.8598599464433,"Hunter.2024","VegP",0.159809109558139,"SpATS"
"L048",33.0567663374194,"Hunter.2024","VegP",0.147394613781441,"SpATS"
"L049",36.1204292366701,"Hunter.2024","VegP",0.174326885521419,"SpATS"
"L050",30.9250765182776,"Hunter.2024","VegP",0.146691748023062,"SpATS"
"L051",33.3438113395191,"Hunter.2024","VegP",0.15171927560921,"SpATS"
"L052",34.8921317952726,"Hunter.2024","VegP",0.167517021933009,"SpATS"
"L053",33.8740972071744,"Hunter.2024","VegP",0.152807940753034,"SpATS"
"L054",34.2429741695073,"Hunter.2024","VegP",0.156919844793184,"SpATS"
"L055",33.0596528767303,"Hunter.2024","VegP",0.15242215574545,"SpATS"
"L056",33.0465069411494,"Hunter.2024","VegP",0.150927861458907,"SpATS"
"L057",33.7323542572832,"Hunter.2024","VegP",0.151689959116452,"SpATS"
"L058",37.7492917675661,"Hunter.2024","VegP",0.153890650487022,"SpATS"
"L059",35.7593691292622,"Hunter.2024","VegP",0.15751190705018,"SpATS"
"L060",30.435324483796,"Hunter.2024","VegP",0.158611286716021,"SpATS"
"L061",34.2550309137766,"Hunter.2024","VegP",0.148183698304568,"SpATS"
"L062",32.4780912395252,"Hunter.2024","VegP",0.164520335818391,"SpATS"
"L063",31.5715019971867,"Hunter.2024","VegP",0.149318972753249,"SpATS"
"L064",31.704314252293,"Hunter.2024","VegP",0.152154253019988,"SpATS"
"L065",32.9926674444763,"Hunter.2024","VegP",0.152906980950417,"SpATS"
"L066",34.3166649885563,"Hunter.2024","VegP",0.151951790957282,"SpATS"
"L067",31.8781366243918,"Hunter.2024","VegP",0.141276733518681,"SpATS"
"L068",37.6987718560588,"Hunter.2024","VegP",0.155388999680492,"SpATS"
"L069",34.013509204707,"Hunter.2024","VegP",0.160280160540506,"SpATS"
"L070",32.8194042623263,"Hunter.2024","VegP",0.14617489483221,"SpATS"
"L071",37.1840186877378,"Hunter.2024","VegP",0.166171640789405,"SpATS"
"L072",30.5772506022352,"Hunter.2024","VegP",0.139607977151678,"SpATS"
"L073",30.4641945329742,"Hunter.2024","VegP",0.14960773603766,"SpATS"
"L074",30.0372226039064,"Hunter.2024","VegP",0.158029027494739,"SpATS"
"L075",30.4363895612927,"Hunter.2024","VegP",0.155111605251882,"SpATS"
"L076",30.2603990944293,"Hunter.2024","VegP",0.153832130422072,"SpATS"
"L077",32.3258374389659,"Hunter.2024","VegP",0.153900616716803,"SpATS"
"L078",33.5167235127455,"Hunter.2024","VegP",0.147876584511492,"SpATS"
"L079",33.5864836503515,"Hunter.2024","VegP",0.163240483643386,"SpATS"
"L080",31.2210861615277,"Hunter.2024","VegP",0.163286260434207,"SpATS"
"L081",34.2262938400878,"Hunter.2024","VegP",0.15918481838219,"SpATS"
"L082",30.4634536792882,"Hunter.2024","VegP",0.152276847005265,"SpATS"
"L083",32.6257511475124,"Hunter.2024","VegP",0.156695896360104,"SpATS"
"L084",33.4863186803945,"Hunter.2024","VegP",0.14399787263552,"SpATS"
"L085",32.0149148178053,"Hunter.2024","VegP",0.149478378175462,"SpATS"
"L086",33.5152782014893,"Hunter.2024","VegP",0.157339010051691,"SpATS"
"L087",32.3364494424752,"Hunter.2024","VegP",0.152077183596941,"SpATS"
"L088",30.1003480047932,"Hunter.2024","VegP",0.165726609784561,"SpATS"
"L089",34.3824816704009,"Hunter.2024","VegP",0.146829459775036,"SpATS"
"L090",31.7869647296923,"Hunter.2024","VegP",0.160755231072548,"SpATS"
"L091",31.879580857281,"Hunter.2024","VegP",0.155068893654391,"SpATS"
"L092",32.2326375732719,"Hunter.2024","VegP",0.14069649938428,"SpATS"
"L093",35.5707810398848,"Hunter.2024","VegP",0.147527622007175,"SpATS"
"L094",35.8688573222976,"Hunter.2024","VegP",0.149834995704007,"SpATS"
"L095",33.8284884475975,"Hunter.2024","VegP",0.150471517463196,"SpATS"
"L096",33.3903634069762,"Hunter.2024","VegP",0.151653752986623,"SpATS"
"L097",34.6679492035671,"Hunter.2024","VegP",0.162946163842364,"SpATS"
"L098",34.1067039931274,"Hunter.2024","VegP",0.146205739860882,"SpATS"
"L099",32.373588815482,"Hunter.2024","VegP",0.157619584217087,"SpATS"
"L100",32.9316133215305,"Hunter.2024","VegP",0.15148314816231,"SpATS"
"CL1",42.8155538159898,"Clavet.2025","VegP",0.156562433125227,"SpATS"
"CL2",45.8675296935292,"Clavet.2025","VegP",0.155229511323167,"SpATS"
"CL3",45.2420664073868,"Clavet.2025","VegP",0.153370405008763,"SpATS"
"Extra",43.0968426883175,"Clavet.2025","VegP",0.112069533249939,"SpATS"
"L001",48.1517832124826,"Clavet.2025","VegP",0.103709375728114,"SpATS"
"L002",44.2494873302258,"Clavet.2025","VegP",0.107575520604545,"SpATS"
"L003",43.1973881177447,"Clavet.2025","VegP",0.106174347840052,"SpATS"
"L004",43.2853045674089,"Clavet.2025","VegP",0.113308986332096,"SpATS"
"L005",44.051908356248,"Clavet.2025","VegP",0.103618091725556,"SpATS"
"L006",46.9236269987908,"Clavet.2025","VegP",0.110696475225715,"SpATS"
"L007",45.2785205220981,"Clavet.2025","VegP",0.110636966490304,"SpATS"
"L008",43.4166742664345,"Clavet.2025","VegP",0.103704706545831,"SpATS"
"L009",43.3367561767547,"Clavet.2025","VegP",0.121686812669168,"SpATS"
"L010",44.7500417845337,"Clavet.2025","VegP",0.105119746267143,"SpATS"
"L011",46.7595358104167,"Clavet.2025","VegP",0.116185275671494,"SpATS"
"L012",46.9180603565546,"Clavet.2025","VegP",0.103907769190252,"SpATS"
"L013",44.4203398339743,"Clavet.2025","VegP",0.110924989673499,"SpATS"
"L014",45.1368325265192,"Clavet.2025","VegP",0.0997956237442466,"SpATS"
"L015",41.0913781028689,"Clavet.2025","VegP",0.108187637410036,"SpATS"
"L016",43.9134825752601,"Clavet.2025","VegP",0.117818012288173,"SpATS"
"L017",44.5021833157815,"Clavet.2025","VegP",0.10916015122374,"SpATS"
"L018",43.6002553011691,"Clavet.2025","VegP",0.106023544794601,"SpATS"
"L019",45.147508783045,"Clavet.2025","VegP",0.104810614491986,"SpATS"
"L020",47.2428222322648,"Clavet.2025","VegP",0.109294126297592,"SpATS"
"L021",43.488113021553,"Clavet.2025","VegP",0.110128417490273,"SpATS"
"L022",46.6399532633261,"Clavet.2025","VegP",0.107860639065377,"SpATS"
"L023",44.7797811134303,"Clavet.2025","VegP",0.114710854805564,"SpATS"
"L024",46.2583441376309,"Clavet.2025","VegP",0.112900466518155,"SpATS"
"L025",45.5413414752991,"Clavet.2025","VegP",0.111879829309575,"SpATS"
"L026",47.2062994935852,"Clavet.2025","VegP",0.106466170751575,"SpATS"
"L027",43.2360025688769,"Clavet.2025","VegP",0.120888538260331,"SpATS"
"L028",45.3220119866992,"Clavet.2025","VegP",0.110053733051245,"SpATS"
"L029",44.4794907840253,"Clavet.2025","VegP",0.103485267985518,"SpATS"
"L030",48.9350434900486,"Clavet.2025","VegP",0.108516984267521,"SpATS"
"L031",41.8535560486874,"Clavet.2025","VegP",0.100923804417013,"SpATS"
"L032",44.7546733633693,"Clavet.2025","VegP",0.106117242648281,"SpATS"
"L033",45.1568381373785,"Clavet.2025","VegP",0.109279448608594,"SpATS"
"L034",44.1919424460074,"Clavet.2025","VegP",0.104964988019024,"SpATS"
"L035",43.8873475822064,"Clavet.2025","VegP",0.116124210017258,"SpATS"
"L036",43.7167318410054,"Clavet.2025","VegP",0.106592533077271,"SpATS"
"L037",47.2420640761587,"Clavet.2025","VegP",0.108296012934955,"SpATS"
"L038",46.5677475565667,"Clavet.2025","VegP",0.112389364163131,"SpATS"
"L039",41.6850930641226,"Clavet.2025","VegP",0.105910310042143,"SpATS"
"L040",44.7122769755238,"Clavet.2025","VegP",0.1067141044671,"SpATS"
"L041",44.7185128798689,"Clavet.2025","VegP",0.105058703993637,"SpATS"
"L042",46.0007449938293,"Clavet.2025","VegP",0.103979895441498,"SpATS"
"L043",43.7603757072866,"Clavet.2025","VegP",0.110936745224682,"SpATS"
"L044",46.8695998153818,"Clavet.2025","VegP",0.10125553103376,"SpATS"
"L045",43.7595793774287,"Clavet.2025","VegP",0.115612308733856,"SpATS"
"L046",44.3306163019257,"Clavet.2025","VegP",0.107350304155254,"SpATS"
"L047",43.9777648892089,"Clavet.2025","VegP",0.107645561680106,"SpATS"
"L048",43.7446945757849,"Clavet.2025","VegP",0.10805655089856,"SpATS"
"L049",46.3212001115186,"Clavet.2025","VegP",0.106229809655542,"SpATS"
"L050",43.2565226496816,"Clavet.2025","VegP",0.109849340303676,"SpATS"
"L051",44.0845284582801,"Clavet.2025","VegP",0.117980447646513,"SpATS"
"L052",45.0824252832452,"Clavet.2025","VegP",0.107405004729838,"SpATS"
"L053",44.8908164542123,"Clavet.2025","VegP",0.104013477403405,"SpATS"
"L054",44.0750976034461,"Clavet.2025","VegP",0.112323988632774,"SpATS"
"L055",45.1351226541637,"Clavet.2025","VegP",0.101644751917463,"SpATS"
"L056",45.1909710809393,"Clavet.2025","VegP",0.121596033969114,"SpATS"
"L057",43.4439803034697,"Clavet.2025","VegP",0.122573060454005,"SpATS"
"L058",46.7325039537551,"Clavet.2025","VegP",0.113377141561741,"SpATS"
"L059",45.1800494483769,"Clavet.2025","VegP",0.108241803250175,"SpATS"
"L060",40.6650213815865,"Clavet.2025","VegP",0.0997205617002914,"SpATS"
"L061",44.8714796009967,"Clavet.2025","VegP",0.104807545482448,"SpATS"
"L062",44.4491812570743,"Clavet.2025","VegP",0.114000640140751,"SpATS"
"L063",43.0225916271961,"Clavet.2025","VegP",0.10025936730293,"SpATS"
"L064",43.6235946833846,"Clavet.2025","VegP",0.10725674416769,"SpATS"
"L065",43.9509336284073,"Clavet.2025","VegP",0.109346622906624,"SpATS"
"L066",44.5240650119574,"Clavet.2025","VegP",0.108646469316472,"SpATS"
"L067",42.0515281681686,"Clavet.2025","VegP",0.112462483995937,"SpATS"
"L068",47.2544390406819,"Clavet.2025","VegP",0.108879430175111,"SpATS"
"L069",43.1976137849031,"Clavet.2025","VegP",0.101187316296118,"SpATS"
"L070",41.6192066601898,"Clavet.2025","VegP",0.108356436213168,"SpATS"
"L071",47.0012740957662,"Clavet.2025","VegP",0.1135673907392,"SpATS"
"L072",40.8693163860263,"Clavet.2025","VegP",0.109167737795409,"SpATS"
"L073",40.8257185367014,"Clavet.2025","VegP",0.112058366372323,"SpATS"
"L074",39.9909791390454,"Clavet.2025","VegP",0.102343931660371,"SpATS"
"L075",41.9149295116748,"Clavet.2025","VegP",0.103139961529826,"SpATS"
"L076",40.8545210913478,"Clavet.2025","VegP",0.102997904624925,"SpATS"
"L077",41.7319605142452,"Clavet.2025","VegP",0.11954097213117,"SpATS"
"L078",43.3933473283616,"Clavet.2025","VegP",0.109454313100473,"SpATS"
"L079",45.4946471624514,"Clavet.2025","VegP",0.115722024243117,"SpATS"
"L080",42.0074855957083,"Clavet.2025","VegP",0.11184620288761,"SpATS"
"L081",44.0245195385198,"Clavet.2025","VegP",0.111018683584267,"SpATS"
"L082",43.0374824299358,"Clavet.2025","VegP",0.11391105809409,"SpATS"
"L083",43.1549686689853,"Clavet.2025","VegP",0.116575950531564,"SpATS"
"L084",44.1817845457848,"Clavet.2025","VegP",0.111408439012011,"SpATS"
"L085",43.2700315768058,"Clavet.2025","VegP",0.106705549501646,"SpATS"
"L086",44.5444278833513,"Clavet.2025","VegP",0.113324282025797,"SpATS"
"L087",43.091404148225,"Clavet.2025","VegP",0.109592152515722,"SpATS"
"L088",40.9287840414753,"Clavet.2025","VegP",0.100138171608441,"SpATS"
"L089",44.4307095357524,"Clavet.2025","VegP",0.113423410947276,"SpATS"
"L090",43.1590730748133,"Clavet.2025","VegP",0.112785296381001,"SpATS"
"L091",42.5977176187953,"Clavet.2025","VegP",0.112738045921898,"SpATS"
"L092",43.5351691466731,"Clavet.2025","VegP",0.109489612800415,"SpATS"
"L093",45.7312666712569,"Clavet.2025","VegP",0.114280385194416,"SpATS"
"L094",46.0957380109529,"Clavet.2025","VegP",0.113432067155811,"SpATS"
"L095",44.1136911275774,"Clavet.2025","VegP",0.102209710825741,"SpATS"
"L096",44.7675139658528,"Clavet.2025","VegP",0.109250603724293,"SpATS"
"L097",44.4164537682253,"Clavet.2025","VegP",0.107696165479427,"SpATS"
"L098",44.9537266252448,"Clavet.2025","VegP",0.107836546169202,"SpATS"
"L099",43.9062379996275,"Clavet.2025","VegP",0.102277638564138,"SpATS"
"L100",43.8804457066879,"Clavet.2025","VegP",0.11127177322808,"SpATS"
"CL1",36.6836476101056,"Hunter.2025","VegP",0.231827864208406,"SpATS"
"CL2",39.1821034719661,"Hunter.2025","VegP",0.233152797070637,"SpATS"
"CL3",39.5752018562837,"Hunter.2025","VegP",0.233046539193125,"SpATS"
"Extra",36.9982166966411,"Hunter.2025","VegP",0.187942416341878,"SpATS"
"L001",40.5601274368629,"Hunter.2025","VegP",0.182919982384499,"SpATS"
"L002",39.0365604878627,"Hunter.2025","VegP",0.155517178628469,"SpATS"
"L003",37.2884593377055,"Hunter.2025","VegP",0.184928005994159,"SpATS"
"L004",36.5562420148817,"Hunter.2025","VegP",0.186037999500365,"SpATS"
"L005",38.5726421258494,"Hunter.2025","VegP",0.167557516770691,"SpATS"
"L006",39.6022103431457,"Hunter.2025","VegP",0.170673043668578,"SpATS"
"L007",38.5477388455412,"Hunter.2025","VegP",0.17816122710865,"SpATS"
"L008",37.9860167022164,"Hunter.2025","VegP",0.164964614436872,"SpATS"
"L009",37.1910323813077,"Hunter.2025","VegP",0.185862792453686,"SpATS"
"L010",39.9009669038044,"Hunter.2025","VegP",0.178260511366124,"SpATS"
"L011",39.1924299900184,"Hunter.2025","VegP",0.174393635843757,"SpATS"
"L012",40.416909904415,"Hunter.2025","VegP",0.17652543340889,"SpATS"
"L013",38.4652445373436,"Hunter.2025","VegP",0.187288609725633,"SpATS"
"L014",38.2648925846965,"Hunter.2025","VegP",0.170251895739694,"SpATS"
"L015",35.7664266154729,"Hunter.2025","VegP",0.175366504249479,"SpATS"
"L016",37.7056849007038,"Hunter.2025","VegP",0.173052780563598,"SpATS"
"L017",37.7111626094646,"Hunter.2025","VegP",0.177035253236908,"SpATS"
"L018",37.3959445580447,"Hunter.2025","VegP",0.181506038396576,"SpATS"
"L019",38.6754021285493,"Hunter.2025","VegP",0.171645696678367,"SpATS"
"L020",39.7980626041402,"Hunter.2025","VegP",0.180610082692469,"SpATS"
"L021",37.2133991545132,"Hunter.2025","VegP",0.169130213283967,"SpATS"
"L022",39.7878507925755,"Hunter.2025","VegP",0.193956861122116,"SpATS"
"L023",37.6989136735405,"Hunter.2025","VegP",0.175528373771256,"SpATS"
"L024",39.0768894771086,"Hunter.2025","VegP",0.165464790668856,"SpATS"
"L025",38.6918313121764,"Hunter.2025","VegP",0.183993701446137,"SpATS"
"L026",40.2334593174925,"Hunter.2025","VegP",0.171072521978034,"SpATS"
"L027",38.0475863169354,"Hunter.2025","VegP",0.17531875999548,"SpATS"
"L028",39.1876842522578,"Hunter.2025","VegP",0.182035930948279,"SpATS"
"L029",37.5915062625661,"Hunter.2025","VegP",0.187739497155434,"SpATS"
"L030",42.1347054477621,"Hunter.2025","VegP",0.197685563684524,"SpATS"
"L031",36.5323467272952,"Hunter.2025","VegP",0.17779121115258,"SpATS"
"L032",38.318893458375,"Hunter.2025","VegP",0.168452718667852,"SpATS"
"L033",39.9969603989573,"Hunter.2025","VegP",0.180311197188519,"SpATS"
"L034",37.1800678464662,"Hunter.2025","VegP",0.183113350403469,"SpATS"
"L035",37.8834512339835,"Hunter.2025","VegP",0.190300518303354,"SpATS"
"L036",37.9357103118967,"Hunter.2025","VegP",0.177441348225013,"SpATS"
"L037",40.1355560734422,"Hunter.2025","VegP",0.172735494710575,"SpATS"
"L038",39.6740542678222,"Hunter.2025","VegP",0.171341582953199,"SpATS"
"L039",35.6661671341084,"Hunter.2025","VegP",0.174493086649596,"SpATS"
"L040",38.086365559975,"Hunter.2025","VegP",0.171851149353491,"SpATS"
"L041",37.8994656547849,"Hunter.2025","VegP",0.169947054649731,"SpATS"
"L042",38.8649438234831,"Hunter.2025","VegP",0.173539971175941,"SpATS"
"L043",37.6465893575012,"Hunter.2025","VegP",0.174341498996279,"SpATS"
"L044",40.4335409348792,"Hunter.2025","VegP",0.187468624266619,"SpATS"
"L045",37.7666974635505,"Hunter.2025","VegP",0.178276293534867,"SpATS"
"L046",39.0397930779243,"Hunter.2025","VegP",0.161212196798197,"SpATS"
"L047",37.5580611118426,"Hunter.2025","VegP",0.179787660310204,"SpATS"
"L048",36.751580860725,"Hunter.2025","VegP",0.179334278207815,"SpATS"
"L049",39.531363958843,"Hunter.2025","VegP",0.18409046878963,"SpATS"
"L050",38.2686048103966,"Hunter.2025","VegP",0.164909360232259,"SpATS"
"L051",37.6661589354977,"Hunter.2025","VegP",0.176411671304589,"SpATS"
"L052",39.5660427986404,"Hunter.2025","VegP",0.175623746144158,"SpATS"
"L053",37.7977476607598,"Hunter.2025","VegP",0.183493643705018,"SpATS"
"L054",37.6834513333263,"Hunter.2025","VegP",0.181218312454636,"SpATS"
"L055",38.4426491800313,"Hunter.2025","VegP",0.177447411586604,"SpATS"
"L056",38.8426700418878,"Hunter.2025","VegP",0.183428255337368,"SpATS"
"L057",37.3263688846137,"Hunter.2025","VegP",0.173032550005341,"SpATS"
"L058",39.6067267158432,"Hunter.2025","VegP",0.176003071268867,"SpATS"
"L059",38.9843472550943,"Hunter.2025","VegP",0.166975919073842,"SpATS"
"L060",36.227132615501,"Hunter.2025","VegP",0.169491937692798,"SpATS"
"L061",38.8640308548388,"Hunter.2025","VegP",0.172312412957217,"SpATS"
"L062",38.5942873194177,"Hunter.2025","VegP",0.164790205322297,"SpATS"
"L063",37.2750418168317,"Hunter.2025","VegP",0.18147056115351,"SpATS"
"L064",37.7497691883802,"Hunter.2025","VegP",0.171987509816854,"SpATS"
"L065",37.751815705136,"Hunter.2025","VegP",0.19299951713271,"SpATS"
"L066",39.4400613454716,"Hunter.2025","VegP",0.170727143540852,"SpATS"
"L067",36.5100217253734,"Hunter.2025","VegP",0.177118668896068,"SpATS"
"L068",39.6923549603789,"Hunter.2025","VegP",0.174119023383764,"SpATS"
"L069",36.9753667831755,"Hunter.2025","VegP",0.167274358283873,"SpATS"
"L070",35.4781131622242,"Hunter.2025","VegP",0.190465428464444,"SpATS"
"L071",40.8563145036652,"Hunter.2025","VegP",0.18871456790028,"SpATS"
"L072",36.1249951259782,"Hunter.2025","VegP",0.16989563677324,"SpATS"
"L073",35.0685736476633,"Hunter.2025","VegP",0.186632318692713,"SpATS"
"L074",35.6962174139233,"Hunter.2025","VegP",0.172254422242598,"SpATS"
"L075",36.2271644977103,"Hunter.2025","VegP",0.169924580802693,"SpATS"
"L076",36.7954055347083,"Hunter.2025","VegP",0.167799253946712,"SpATS"
"L077",35.4943962454333,"Hunter.2025","VegP",0.193127099734319,"SpATS"
"L078",36.8720093746037,"Hunter.2025","VegP",0.1830223681934,"SpATS"
"L079",37.966825487585,"Hunter.2025","VegP",0.187840160946939,"SpATS"
"L080",36.7971911129815,"Hunter.2025","VegP",0.168346921125828,"SpATS"
"L081",36.9598142455729,"Hunter.2025","VegP",0.181764950405829,"SpATS"
"L082",36.4111179892613,"Hunter.2025","VegP",0.164511248808196,"SpATS"
"L083",37.593032893308,"Hunter.2025","VegP",0.172280638078065,"SpATS"
"L084",38.5009191535594,"Hunter.2025","VegP",0.178206796352958,"SpATS"
"L085",36.8320954823612,"Hunter.2025","VegP",0.170631353794005,"SpATS"
"L086",37.445445813346,"Hunter.2025","VegP",0.185470192841679,"SpATS"
"L087",36.9025129549243,"Hunter.2025","VegP",0.175173435987209,"SpATS"
