"GEN","Y","Y_R","ASTAB","ASTAB_R","ssiASTAB","ASI","ASI_R","ASI_SSI","ASV","ASV_R","ASV_SSI","AVAMGE","AVAMGE_R","AVAMGE_SSI","DA","DA_R","DA_SSI","DZ","DZ_R","DZ_SSI","EV","EV_R","EV_SSI","FA","FA_R","FA_SSI","MASI","MASI_R","MASI_SSI","MASV","MASV_R","MASV_SSI","SIPC","SIPC_R","SIPC_SSI","ZA","ZA_R","ZA_SSI","WAAS","WAAS_R","WAAS_SSI"
"L055",38.6,41,0.25604850767284,75,116,0.178843631626129,66,107,0.509533260621997,66,107,2.56501874443679,82,123,1.35562425661661,77,118,0.188972346607835,74,115,0.0119035159274906,74,115,1.83771712512734,77,118,0.178862587340941,66,107,1.42558029696111,93,134,0.580113922946006,59,100,0.0772296004093217,58,99,0.208572395301847,56,97
"L056",38.7625,36,0.185844516943592,64,100,0.171355444487902,62,98,0.488306707065968,62,98,2.21501874443679,70,106,1.17703435532464,66,102,0.15965036654198,62,98,0.00849607984566283,62,98,1.3854098736145,66,102,0.171725751962799,61,97,1.0729478523036,80,116,0.670638697767408,68,104,0.0917610954522385,71,107,0.253152445705207,71,107
"L057",38.0625,61,0.159519802222514,59,120,0.138926213306677,53,114,0.395805698843006,53,114,2.0849812555632,68,129,1.06349789025309,57,118,0.150636158201414,55,116,0.00756375071922716,55,116,1.13102776257277,57,118,0.139191856820944,53,114,1.11215147700712,82,143,0.50016748587998,50,111,0.0625106504415286,49,110,0.166569711365562,50,111
"L058",40.9875,7,0.546432267707597,100,107,0.378973732019657,103,110,1.08023196124369,103,110,3.59425241640826,96,103,2.16796375971372,100,107,0.253300595990777,96,103,0.0213870639764277,96,103,4.70006686343207,100,107,0.379133898011242,103,110,1.19200829493777,87,94,0.985640622711124,94,101,0.155928904224081,98,105,0.449512772010336,98,105
"L059",39.725,22,0.140489591384906,50,72,0.180117514835216,67,89,0.51340389576363,67,89,1.81925241640823,60,82,1.06737315022669,59,81,0.13516475841472,46,68,0.0060898373057699,46,68,1.13928544182485,59,81,0.180788192759578,67,89,0.61166750194605,48,70,0.575202110960139,57,79,0.0820245691274131,62,84,0.231551647005753,65,87
"L060",35.8875,102,0.50688420202799,98,200,0.317568283021008,95,197,0.905100206695777,95,197,3.77900744214259,98,200,1.9961766858222,98,200,0.258040713415025,97,199,0.0221950032599117,97,199,3.9847213610201,98,200,0.318284493371503,95,197,1.50871202027475,98,200,1.14640142649251,100,202,0.162451625502637,99,201,0.45446743327296,99,201
"L061",39.1,31,0.0221844742740051,5,36,0.01566483430412,2,33,0.0446442589752907,2,33,0.532531019395871,3,34,0.31466753118655,4,35,0.0712584206240064,12,43,0.00169258750327594,12,43,0.0990156551830382,4,35,0.0238144370335987,2,33,0.166240805852011,3,34,0.194818405634519,7,38,0.0164007518427147,3,34,0.0397474915806482,3,34
"L062",38.3,53,0.317768353626792,85,138,0.246514553920822,87,140,0.702550942708322,87,140,2.6650187444368,86,139,1.58177714249052,88,141,0.20193465063971,79,132,0.0135925343763273,79,132,2.50201892850546,88,141,0.246520754842685,87,140,1.31658465190611,91,144,0.809806495392397,86,139,0.1226585194126,89,142,0.34641414849112,89,142
"L063",37.225,83,0.120738755515968,47,130,0.17874961550807,65,148,0.50950883622146,65,148,1.68074758359176,52,135,1.02151053101031,54,137,0.118389960544762,36,119,0.00467206091926345,36,119,1.04348376496497,54,137,0.178753054221675,65,148,0.570258154723196,45,128,0.439194406433875,38,121,0.0724710220585481,55,138,0.210307549670914,57,140
"L064",37.525,79,0.180416173312455,61,140,0.188782885784953,74,153,0.538039029902605,74,153,1.96501874443678,64,143,1.19308203854321,67,146,0.152903088633419,57,136,0.0077931181712131,57,136,1.42344475069442,67,146,0.189014355813999,73,152,0.93617157621088,70,149,0.666360103449544,67,146,0.0961288508299661,73,152,0.269569778337338,75,154
"L065",38.125,59,0.0142147895383106,4,63,0.0574017878601186,20,79,0.163608453339547,20,79,0.580747583591752,5,64,0.343449222475719,5,64,0.0415717241914031,3,62,0.000576069417415362,3,62,0.117957368419176,5,64,0.0574034350706463,15,74,0.236242620558521,6,65,0.168146086099492,4,63,0.0264664696679071,6,65,0.0757069849602135,8,67
"L066",39.425,26,0.21639459928905,68,94,0.140679551388659,54,80,0.400870300233412,54,80,1.94825985855083,63,89,1.15577673495419,65,91,0.194772304334532,75,101,0.0126454168452611,75,101,1.33581986106138,65,91,0.145404453497841,54,80,0.984655351877813,74,100,0.777582371942196,82,108,0.0883843052647104,67,93,0.233508336134015,66,92
"L067",36.9,89,0.14732703175579,55,144,0.152358512224124,57,146,0.43415949921213,57,146,1.56572883915497,47,136,1.05179380362904,56,145,0.140766131020088,48,137,0.0066050345474549,48,137,1.10627020535245,56,145,0.152418396828186,57,146,0.988707032949749,75,164,0.553640469620061,55,144,0.0787253040998145,60,149,0.218527062892286,60,149
"L068",41.1625,4,0.411639559358656,93,97,0.334509057161577,99,103,0.953502362811742,99,103,3.42099255785741,94,98,1.89207122699832,94,98,0.218390500169535,85,89,0.0158981368547665,85,89,3.57993352803493,94,98,0.33463899924645,98,102,0.966690165496959,72,76,0.763091576435071,79,83,0.124244737718891,90,94,0.361532640080211,92,96
"L069",38.025,62,0.226640684611648,71,133,0.202161242496856,77,139,0.576134833679715,77,139,2.33498125556321,75,137,1.32280554252273,73,135,0.172924219148523,66,128,0.00996759518937541,66,128,1.74981450332886,73,135,0.202373252016361,77,139,1.12515676741979,83,145,0.73636862645279,76,138,0.105121965496248,79,141,0.293377707079341,81,143
"L070",36.65,92,0.498836443623681,97,189,0.263056520482271,89,181,0.7495364151021,89,181,3.73498125556321,97,189,1.90788650345086,95,187,0.262669550429277,99,191,0.0229984309075728,99,191,3.64003091004995,95,187,0.263304951555389,89,181,1.90030819483415,102,194,0.989604099934678,95,187,0.134360161063518,94,186,0.367928364129692,93,185
"L071",41.125,5,0.338778586230348,88,93,0.194147988943051,75,80,0.553347650913289,75,80,2.48427116084502,79,84,1.4552803170429,81,86,0.245556576511611,94,99,0.0200993440893675,94,99,2.11784080117249,81,86,0.200564187461729,76,81,0.974585465465705,73,78,0.992372907295607,96,101,0.116439911071671,86,91,0.312823675681215,85,90
"L072",35.9625,100.5,0.336409116697273,87,187.5,0.275376009538497,92,192.5,0.784877185699425,92,192.5,3.17900744214259,90,190.5,1.66309654633028,91,191.5,0.203486747488707,80,180.5,0.0138022854678443,80,180.5,2.76589012241571,91,191.5,0.275439640291864,92,192.5,1.17406064293209,86,186.5,0.852025388322242,91,191.5,0.130439346330172,93,193.5,0.371023940505346,94,194.5
"L073",35.6875,103,0.817747170454271,103,206,0.358131222640673,101,204,1.02066044992296,101,204,4.09072883915496,102,205,2.4270148047666,102,205,0.348386421836108,103,206,0.0404576996399221,103,206,5.89040086255627,102,205,0.361496715492048,101,204,1.92061544143466,103,206,1.54520734948592,103,206,0.200156330224392,103,206,0.548484803154037,104,207
"L074",35.575,104,0.770670408708641,102,206,0.394488114835106,104,208,1.12430122744527,104,208,4.42900744214258,104,208,2.48091549252636,103,207,0.312241532272813,102,206,0.0324982581586914,102,206,6.15494168105733,103,207,0.394490401245197,104,208,1.97439158995964,104,208,1.25213675427444,102,206,0.192674087536248,102,206,0.546539761951201,103,207
"L075",36.3625,96,0.264875180991731,77,173,0.23000331675251,84,180,0.655612492193814,84,180,2.25574758359176,72,168,1.41168390615989,79,175,0.197476832240835,78,174,0.012999033090625,78,174,1.99285145091085,79,175,0.232401068900139,84,180,0.722305852598745,56,152,0.757448995624409,78,174,0.100516383930294,78,174,0.280898052067322,77,173
"L076",36.1875,98,0.474212949676039,96,194,0.322573883456068,97,195,0.919453614719506,97,195,3.87900744214259,100,198,1.93995719463372,96,194,0.252458949847304,95,193,0.0212451737860013,95,193,3.76343391701115,96,194,0.324205302729601,97,195,1.13467096632241,84,182,1.08621846705151,98,196,0.151435341674989,97,195,0.425258074436175,97,195
"L077",36.55,93,0.300655180475343,84,177,0.18078674443718,68,161,0.515069869930074,68,161,2.8349812555632,88,181,1.42945885528795,80,173,0.213735604472073,84,177,0.0152276362063475,84,177,2.04335261896113,80,173,0.182471272964259,68,161,1.45320395034176,94,187,0.766378474344775,80,173,0.0891129964817131,70,163,0.233916872855616,67,160
"L078",37.6375,75.5,0.0639523334475105,30,105.5,0.117964009527005,49,124.5,0.336214426678649,49,124.5,1.19425241640825,39,114.5,0.721811833108185,39,114.5,0.0890739612419842,22,97.5,0.0026447235237795,22,97.5,0.521012322414998,39,114.5,0.117974092852598,49,124.5,0.533022024170312,41,116.5,0.36709183548107,27,102.5,0.0564921367362164,45,120.5,0.160626377721134,47,122.5
"L079",38.75,37,0.3545773999826,90,127,0.187942124610833,73,110,0.535484103009465,73,110,2.60174014144917,83,120,1.51920071340658,85,122,0.239929330326216,93,130,0.0191886945169289,93,130,2.30797080761506,85,122,0.191551171956267,74,111,1.45623111668318,95,132,0.92739247593957,92,129,0.106490595485722,84,121,0.280315573122753,76,113
"L080",36.7375,91,0.418890621755821,94,185,0.313356094021744,94,185,0.893147128663849,94,185,3.4790074421426,95,186,1.86560497772663,93,184,0.225987996068584,87,178,0.0170235247890315,87,178,3.48048193291836,93,184,0.313471570944077,94,185,1.24613838815398,89,180,0.949882356792303,93,184,0.145465965840682,96,187,0.414431438199804,96,187
"L081",38.2625,55,0.250766614201973,74,129,0.221196948088039,82,137,0.630466899571972,82,137,2.04425241640824,66,121,1.38416767095993,78,133,0.187615180984087,72,127,0.0117331520452306,72,127,1.91592014133063,78,133,0.222675825317445,82,137,0.914072253853807,68,123,0.83348201376297,89,144,0.112737954567143,85,140,0.313512008142111,86,141
"L082",36.5125,94,0.349318334621855,89,183,0.237404599730007,85,179,0.676663544707303,85,179,2.65574758359176,85,179,1.56950687207562,87,181,0.234083152988705,92,186,0.0182649741710445,92,186,2.46335182149259,87,181,0.240946711973884,86,180,1.00815003030697,76,170,1.00329410827997,97,191,0.127456344077393,92,186,0.349718017564091,90,184
"L083",37.6375,75.5,0.0301836699645066,12,87.5,0.0459435706898155,14,89.5,0.130957740108825,14,89.5,0.688278602987619,7,82.5,0.404295732444218,6,81.5,0.0783815294159049,15,90.5,0.00204788805119212,15,90.5,0.163455039272607,6,81.5,0.0495200506391933,8,83.5,0.209234689033775,4,79.5,0.259838755319723,10,85.5,0.0274755488194549,7,82.5,0.0723067783913928,7,82.5
"L084",38.4375,49,0.0948239542760309,40,89,0.0344685993744007,8,57,0.0982304377364118,8,57,1.08827860298762,30,79,0.65308252514499,34,83,0.146955908261873,53,102,0.00719867965769072,53,102,0.426516784649757,34,83,0.0504566941442138,9,58,0.355112367609577,20,69,0.410569264921742,36,85,0.0350634078331291,22,71,0.0853341604671202,16,65
