"GEN","Y","Y_R","CV","CV_R","ACV","ACV_R","POLAR","POLAR_R","Var","Var_R","Shukla","Shukla_R","Wi_g","Wi_g_R","Wi_f","Wi_f_R","Wi_u","Wi_u_R","Ecoval","Ecoval_R","bij","Sij","Sij_R","R2","R2_R","ASTAB","ASTAB_R","ASI","ASI_R","ASV","ASV_R","AVAMGE","AVAMGE_R","DA","DA_R","DZ","DZ_R","EV","EV_R","FA","FA_R","MASI","MASI_R","MASV","MASV_R","SIPC","SIPC_R","ZA","ZA_R","WAAS","WAAS_R","WAASB","WAASB_R","HMGV","HMGV_R","RPGV","RPGV_R","HMRPGV","HMRPGV_R","Pi_a","Pi_a_R","Pi_f","Pi_f_R","Pi_u","Pi_u_R","Gai","Gai_R","S1","S1_R","S2","S2_R","S3","S3_R","S6","S6_R","N1","N1_R","N2","N2_R","N3","N3_R","N4","N4_R"
"L017",1165.89,6,46.4852486446591,39,50.7730165295493,57,0.0339763037810537,57,881184.24965,84,6299.99948648682,46,113.877992949302,4,116.363893262795,7,115.140151847469,16,903699.669333025,46,1.15988513484495,331.451427714212,16,0.997589980386108,23,13.9185399741328,35,2.36722415217883,60,9.29547287676828,60,240.076143603562,48,137.211794115659,46,0.10652644515581,28,0.00378262783917795,28,18827.076444438,46,2.3689481615947,60,9.36902612557576,41,4.78657865445899,26,0.0673194659001377,47,2.48119533903474,50,2.35566619883848,51,989.163540027937,7,1.22504635194596,7,1.22304011662789,6,10360.324996875,6,10548.38793125,6,10172.2620625,11,1070.96245560523,7,3.1667,38.5,941.6667,44,1.981,12,0.2439,9,25,61,2.38095238095238,99,2.0843,99,0.2484,84
"L018",1084.41625,20,46.906531808235,42,49.6576035488411,52,0.0146818845571279,52,776211.25321875,67,14782.453821104,80,95.4207907065017,35,85.2253195414305,69,109.855425902134,23,2101683.21997587,80,1.06046052334172,19967.8789630874,99,0.946668479458146,97,50.4623644215109,91,2.26742892763747,56,8.89908855035743,56,352.785323765505,76,209.248816204132,80,0.254964487435372,91,0.021668963284394,91,43785.0670828306,80,2.28552824681791,57,19.2679285343666,91,11.7767930906758,94,0.106892266505809,78,3.46875989621323,74,3.19167271875327,74,926.631494372593,23,1.14563292023071,26,1.13816724990801,24,32467.25995625,28,48801.90385625,39,16132.61605625,20,999.973477717214,25,15.1667,100.5,1570,76,18.6842,70,0.8158,46,31,78.5,1.40909090909091,91,1.1833,88,0.523,100
"L019",958.93375,60,68.9728349869076,102,69.2472734558111,104,0.303515727077163,104,1312364.93226875,104,40243.6623761052,104,49.5156977360884,100,109.028953357036,14,66.0458885529908,83,5697589.28974374,104,1.41340562414791,2783.8504972965,59,0.994644424510702,39,96.257113978393,104,5.39987135346228,103,21.2017159958435,103,688.881143603561,104,344.528339719189,104,0.287680112252942,100,0.0275866156619551,100,118699.776869661,104,5.40027361233023,103,27.7608170987311,102,14.5225011750954,103,0.190165983703245,104,6.75209735755435,104,6.05462462132037,104,656.803554587848,82,0.924377680376926,68,0.889116679256558,75,67453.20055625,58,28061.83073125,17,106844.57038125,96,772.219256399222,77,0.8333,12.5,3370.9167,104,113.4667,104,3.1556,100,50.25,104,0.810483870967742,76,0.838,75,0.0139,13
"L020",1003.875,45,58.2820804855606,88,59.6810044568055,97,0.17438261855405,97,1026953.13535,101,20369.6045402066,90,82.0660103707844,53,87.3836975576052,62,85.1866953253186,56,2890760.81384299,90,1.23975156059572,10602.3068498395,89,0.977929487345462,79,45.0535230285636,86,4.10101971781408,91,16.1029633184916,91,419.952915762645,88,245.406160521143,90,0.186993229462826,75,0.0116554892883124,75,60224.183621729,90,4.10109583818853,91,18.3029469423023,85,9.24298105421139,79,0.132026239051333,95,4.78764313585783,93,4.32579429005019,93,787.217030443115,56,1.01565187629095,53,1.00975764832379,53,49943.464590625,41,47878.049025,38,52008.88015625,60,878.735600140418,54,14,97,1935.3333,91,29.0796,80,1.2212,65,25.5,65,0.447368421052632,51,0.7855,71,0.2887,88
"L021",1128.48875,12,51.9962223140113,67,55.9994862657099,87,0.119078456469714,87,1032902.44736875,102,16019.251413213,82,106.620290550544,10,109.461068601382,13,103.894111659753,32,2276357.09529218,82,1.25409879837068,1887.41993260437,52,0.994931168622724,37,35.4025669635695,74,3.74653275646946,89,14.7116598015671,89,369.081143603561,83,217.770765145188,82,0.171798398003831,63,0.00983822985222755,63,47424.1061519206,82,3.74973069297683,89,14.842561289864,70,7.6764696523851,62,0.106675050691453,77,3.92685817873376,83,3.61893727097464,83,922.211290730459,25,1.16338475677328,19,1.16244484591163,16,18756.50685625,11,13076.84505625,8,24436.16865625,36,1013.11579171306,19,6,58.5,1840.25,83,12.2677,49,0.6769,34,34.25,86.5,1.42708333333333,92,1.5642,96,0.2526,85
"L022",976.79625,50,55.2836685976404,80,55.9470859579706,86,0.118265312638289,86,874828.51781875,83,7736.35272582832,55,80.9294240343599,56,100.936540296371,33,74.2971199904446,72,1106556.94221233,55,1.15178773015787,3269.07274197072,64,0.99085659213126,52,25.9628654726019,63,1.95330149366741,49,7.6687381304031,49,270.891143603562,59,151.833032076105,55,0.187912652999545,77,0.0117703883857758,77,23053.2696294236,55,1.97053967503699,49,11.9300221337807,60,8.79887197552176,78,0.0836300481065073,63,2.79268471706621,57,2.52979478622484,57,767.531154641804,59,0.992038118967329,58,0.985845795734672,58,54896.88618125,47,52743.56788125,41,57050.20448125,64,859.257484610558,58,5.1667,51,1396.6667,68,22.5,73,1.0385,56,27.5,70,0.518867924528302,60,0.6107,61,0.0975,49
"L023",924.4075,64,51.9176215533585,66,51.3065600992575,61,0.0430561666067946,61,690999.530425,57,2293.82325594278,17,84.7714259306358,49,90.1907327423005,51,87.0806101130057,54,337904.31861926,17,1.02337355862275,2610.96462375596,57,0.990328940291635,54,8.61932940176516,24,0.677706150324124,15,2.65771513518552,15,141.648227840917,19,83.902761006822,17,0.105446304091699,26,0.0037063076821997,26,7039.67330456788,17,0.68536725438791,14,8.52172051303707,35,4.03225126574656,21,0.0291505627624982,14,0.850656325564413,12,0.806036518016319,12,743.309261912106,64,0.948563553960621,64,0.94647277917225,64,75398.190053125,61,92188.64485,58,58607.73525625,65,826.683113585983,63,8.8333,82,575.5833,26,5.4246,25,0.5922,32,15.75,19.5,0.248031496062992,17,0.3448,25,0.1466,64
"L024",907.805,68,58.9030698520123,91,57.7566937128675,95,0.145915018871259,95,857792.51945,77,7893.21493514321,57,69.9390173376638,82,85.3503960963434,67,62.7341218017472,87,1128710.71269711,57,1.13839842492658,4769.22680421326,72,0.987177293076467,66,24.603269051919,61,2.26230519221406,55,8.88325360751211,55,243.010323765501,49,153.345383088384,57,0.182077463539573,69,0.0110507342430015,69,23514.8065145231,57,2.27884521704536,55,10.2428947407842,48,8.03661239146491,66,0.0819787204179806,59,2.82922435591115,58,2.51854376930196,54,694.446318616029,75,0.912343897655365,74,0.902310493125443,73,82906.273553125,67,88620.442425,55,77192.10468125,80,786.95818355879,73,9.6667,85,1154.6667,57,20.1333,71,1.2267,66,25,61,0.373134328358209,34,0.436,34,0.1432,61
"L025",952.35,62,42.2194461797502,19,42.2617090544106,18,-0.125395517528149,18,484997.49015,22,12444.9725366678,75,85.3821675524349,45,77.8573487190017,80,93.8056808263464,46,1771558.94011241,75,0.842883375161814,9658.37786015826,87,0.957159522240887,93,30.4000984310038,68,2.99555390350037,82,11.7615588903943,82,322.087084237354,71,192.113190382672,75,0.164480361156617,58,0.00901792973540371,58,36907.4779190086,75,2.9966404597675,82,15.4157154652772,72,8.60297529783348,72,0.107433887590751,79,3.78878364681238,82,3.42966306222077,81,817.228180518785,50,1.01144595968291,54,1.00642472252927,54,74012.114009375,60,114771.1188125,70,33253.10920625,44,885.588649275081,53,12.1667,90,1201.6667,61,23.5167,76,1.0909,58,24,53.5,0.505263157894737,59,0.5691,54,0.2306,81
"L026",1076.75690789474,25,52.455006077026,70,55.3620386317609,84,0.109134518871733,84,957040.841004207,95,13007.3382986924,77,96.7714613081644,32,103.975823139512,25,100.306541616951,37,1850982.28927219,77,1.20282994821379,5109.94675082517,73,0.987795022457899,64,36.7286909743279,77,2.54275154874843,67,9.98131663849305,67,366.748512024613,82,196.372429395025,77,0.191750727494759,80,0.0122561138315897,80,38562.1310265039,77,2.54293848212731,67,18.3326096600239,86,8.74899905929431,76,0.102465313990966,73,3.51052661942196,76,3.21701503654468,75,867.317932682945,39,1.10440009472169,34,1.10220226116332,32,28594.5070965893,25,21549.93195625,12,35639.0822369287,46,959.871786701487,36,6.3333,62,1864.25,85,15.4621,59,0.7724,42,34.75,88,0.939189189189189,83,1.1505,86,0.1949,73
"L027",985.85625,49,48.5574477374418,51,49.3361553658861,50,0.00904097691735748,50,687480.12246875,54,4253.34071915556,35,91.7902549235601,39,88.7156352114247,56,91.661023740244,49,614648.477269911,35,1.01626864303769,5585.73485752406,75,0.981625304104263,75,17.5224862004392,44,0.988562836216064,24,3.87915062503481,24,211.7253237655,39,113.159960276547,35,0.163785764808023,57,0.00894192558458306,57,12805.1766097898,35,1.01600945114079,25,9.78992671607803,44,6.76259844087952,54,0.0524707323158563,34,1.63056116582901,31,1.48458831125939,28,823.419581734469,48,1.0294981092901,50,1.02713875875697,49,56221.50344375,49,76941.624825,51,35501.3820625,45,899.660960794626,50,8.8333,82,740.9167,34,9.9266,42,0.7706,41,21.75,38.5,0.457894736842105,53,0.4668,40,0.1749,67
"L028",894.84,72,48.0071620099825,46,46.7817874937059,35,-0.0371360055698104,35,553635.7154,31,2545.46829604784,21,85.8920900974964,44,87.867013010144,59,81.714421635974,61,373444.341206422,21,0.917694690637838,946.492145911219,37,0.993942311400412,43,6.90698588198493,18,1.39628764743363,32,5.48266746951347,32,136.177084237357,16,88.2048209668864,21,0.0868524973619592,16,0.00251445209933638,16,7780.09044180048,21,1.40048161447122,32,6.25960069420858,17,4.31418353751084,23,0.0487867433186107,30,1.71165848673097,32,1.5766846984948,31,738.823375148777,65,0.930716579481095,66,0.929584885436873,65,90767.281609375,72,126794.00980625,73,54740.5534125,62,814.314023289011,65,5.5,53,494.25,20,6.5168,31,0.6846,37,14.75,14.5,0.210714285714286,12,0.2842,17,0.0812,42
