"GEN","Y","Y_R","CV","CV_R","ACV","ACV_R","POLAR","POLAR_R","Var","Var_R","Shukla","Shukla_R","Wi_g","Wi_g_R","Wi_f","Wi_f_R","Wi_u","Wi_u_R","Ecoval","Ecoval_R","bij","Sij","Sij_R","R2","R2_R","ASTAB","ASTAB_R","ASI","ASI_R","ASV","ASV_R","AVAMGE","AVAMGE_R","DA","DA_R","DZ","DZ_R","EV","EV_R","FA","FA_R","MASI","MASI_R","MASV","MASV_R","SIPC","SIPC_R","ZA","ZA_R","WAAS","WAAS_R","WAASB","WAASB_R","HMGV","HMGV_R","RPGV","RPGV_R","HMRPGV","HMRPGV_R","Pi_a","Pi_a_R","Pi_f","Pi_f_R","Pi_u","Pi_u_R","Gai","Gai_R","S1","S1_R","S2","S2_R","S3","S3_R","S6","S6_R","N1","N1_R","N2","N2_R","N3","N3_R","N4","N4_R"
"L017",24.923375,41,1.70270349404415,15,1.7947670191002,17,-0.387801262397058,17,0.540272687500001,15,0.167735141969663,63,98.3000851701481,44,98.5216190837899,53,101.644468883948,25,23.9586338533131,63,0.515333394116827,0.0825003346735901,60,0.659327666485849,82,0.0973757921795477,57,0.146642602847096,76,0.405863475936414,76,1.34586882752606,70,0.706497137487024,63,0.141831046236488,54,0.00670534855884562,54,0.499138205277358,63,0.147242463175632,76,0.505813897085562,43,0.484508728865471,61,0.0850530514992563,68,0.191636750123268,72,0.180529408128039,72,24.9155952835371,41,1.01044273954489,41,1.01027912655764,41,2.4853911875,38,2.4807595625,57,2.49002281249999,27,24.9206604631896,41,2.5,28.5,1478.25,70,11.8387,64,0.8065,56,32.25,86.5,0.77710843373494,78,0.7743,74,0.0581,29
"L018",24.228625,74,3.27451283895959,66,3.00853939087678,57,0.0608939812368215,57,1.8883051875,61,0.12731661794871,53,95.7754840528544,70,97.4923588107064,70,94.1925105208427,78,18.250294614662,53,1.06215972751853,0.177988242399961,82,0.801392394025958,68,0.0812271861836436,49,0.112881214799134,57,0.31253109601916,57,0.984550549860743,51,0.616615334822929,53,0.135224036989869,45,0.0060951800599458,45,0.380214471138793,53,0.11362226717109,56,0.66959869165384,65,0.477825979658746,59,0.0783694802937109,59,0.17233302449793,59,0.159284962540024,59,24.2130575702301,74,0.982208674807576,73,0.98207818989968,74,4.3666069375,74,3.41893225,79,5.314281625,71,24.218693001798,74,12.1667,90,978.9167,42,16.4574,74,1.2248,72,22.75,48,0.291666666666667,27,0.3725,32,0.1672,73
"L019",25.571625,13,4.06518796297552,87,4.8543989314291,97,0.47645350406716,97,3.2418966875,90,0.176335496590109,66,100.97513944534,18,104.091348033789,7,101.312455296028,27,25.1732685520168,66,1.51296490630451,0.0762189588989808,57,0.947100965216815,34,0.0990757005040465,58,0.152883384429819,78,0.423136862865937,78,1.40113117247394,76,0.724184434266355,66,0.139065579482603,50,0.00644641179894402,50,0.524443094833681,66,0.153177375975759,78,0.523301542990094,44,0.470460925411971,58,0.0862308315312917,72,0.195872967871101,75,0.182228694646652,73,25.5357421538118,13,1.03604876619141,13,1.0359033473026,13,1.4620055625,13,0.3851600625,6,2.5388510625,28,25.5557621518862,13,3,37,1600.9167,78,5.2029,34,0.4522,26,33.75,92,1.98529411764706,94,1.8481,96,0.16,72
"L020",24.236125,73,5.05160584302648,98,4.64827266819962,94,0.438765768837076,94,4.4968306875,98,0.347617016074442,87,94.156402328348,83,99.6979919140097,36,92.0330834957229,92,49.363489303804,87,1.79289878972162,0.0830339615540417,61,0.958832514761961,31,0.218889231311764,88,0.17479223650545,84,0.484116448732158,84,1.70060649379432,88,1.0141035584015,87,0.216774973612784,85,0.015663796394941,85,1.02840602716258,87,0.174968923156881,82,1.33182067222356,99,0.644323944035195,83,0.108809062839331,86,0.238460796014998,86,0.221215761549704,86,24.1969719539177,75,0.982154146795134,75,0.98178557814359,75,4.5813453125,76,2.3772528125,51,6.78543781249999,86,24.2125378877059,75,9.8333,78,1800.25,90,31.1892,94,1.5676,85,30.25,77,0.487903225806452,55,0.5404,50,0.1446,66
"L021",25.106375,29,2.18382092613894,22,2.38519621155595,34,-0.140769201193437,34,0.901827187500003,23,0.0986870821873294,41,99.6518188722734,31,98.9048356283804,46,101.963629297032,15,14.2069232563625,41,0.725838043699753,0.0880505099015025,65,0.783598997296608,72,0.0702044155707666,44,0.0992254951929019,51,0.274616351348312,51,0.873868827526055,39,0.544038204394586,41,0.137448986859689,47,0.0062974079962517,47,0.295977567840885,41,0.101614001567763,50,0.34575596347663,27,0.408813794259757,46,0.0613100925229293,46,0.133923243201779,48,0.127558690271965,49,25.0938967238798,29,1.01770663335842,29,1.01760847359701,29,2.1182669375,29,1.8895043125,40,2.3470295625,22,25.1018926231137,29,3,37,937,38,5.4261,35,0.4605,27,20.5,39.5,0.719298245614035,76,0.822,76,0.093,43
"L022",23.840875,88,1.99285875270014,20,1.69293422147109,12,-0.438537254878573,12,0.677202687500001,18,0.178187585610378,67,93.9004410887952,85,96.0129134359873,84,93.026311095999,87,25.4348405090329,67,0.55491171585745,0.122556830168078,73,0.609911547827545,85,0.115201093992445,66,0.120747851028503,61,0.334480749369039,61,1.25289350620568,66,0.727937161164927,67,0.158963974430131,63,0.00842318172220782,63,0.529892510604854,67,0.120958636764408,61,0.994613266753772,88,0.405179494360128,45,0.062884053301103,50,0.134021826498927,49,0.132564465492491,51,23.8398358554255,88,0.966856076094745,88,0.966689373855115,88,5.457970625,88,4.915443125,93,6.000498125,76,23.8373163419341,88,13.1667,93.5,1383,62,39.2989,97,2.3218,98,20.5,39.5,0.225274725274725,16,0.3869,35,0.1582,70
"L023",23.259125,100,3.80893671587188,80,2.86969183882432,50,0.0198531023077201,50,2.35459118749999,76,0.0518248176505484,28,92.4914865938727,94,94.9988571223587,92,93.3282061433579,86,7.58852958793688,28,1.31877173636848,0.00136930373314109,3,0.990744085249499,7,0.0296221020797841,22,0.0829765567515194,39,0.229672304354594,39,0.79313117247393,32,0.39761082280963,28,0.0747423184114374,17,0.0018621380538389,17,0.158094366415351,28,0.0829780270035245,38,0.335940376939836,26,0.239771354780619,17,0.0474377999357956,31,0.108829386773758,33,0.10675615492151,34,23.2459298452351,100,0.943064712854225,100,0.942990499897598,100,7.66908631249999,100,5.5907015625,97,9.74747106249999,100,23.2464520760108,100,1.3333,13.5,722,31,3.1935,24,0.9677,63,23,50.5,0.237113402061856,20,0.2393,10.5,0.0137,7
"L024",23.2754934210526,98,3.97494501465128,85,3.00501878850204,56,0.0598769604891051,56,2.56791886894044,80,0.078249212746572,34,92.2302183266001,95,93.2287555186367,99,91.8849894956851,94,11.3204672338062,34,1.36931050164282,0.016921282131452,28,0.979400497134255,20,0.0581153335493881,34,0.0748167878607016,32,0.207207901679757,32,0.726319101828335,27,0.4856367648469,34,0.124157425006955,36,0.00513835539478586,36,0.235843067370964,34,0.0767414047775399,31,0.571660500081854,51,0.391760331593693,42,0.0558026287623681,38,0.118075465167738,36,0.113645711791018,37,23.2603788619524,99,0.943704819971237,99,0.943601531547929,99,7.63599466291551,99,5.69266676333102,99,9.57932256249999,98,23.2616747684803,99,4,44.5,683,27,8.3548,51,1.9355,92,16,22,0.16580310880829,7,0.2327,9,0.0411,22
"L025",23.717625,90,4.27559277961962,89,3.54178483359088,78,0.202626924851753,78,3.08500818749999,86,0.260207758278545,81,92.6441637701029,91,96.6797976277571,77,90.7088649139964,99,37.0186125873985,81,1.36249315576535,0.287956232382153,91,0.80714224519328,66,0.145422724290507,76,0.18686014167485,88,0.517158093346161,88,1.48752467867961,80,0.87819194688337,81,0.168886708216847,68,0.00950757340410751,68,0.771221095570804,81,0.187307070421261,88,0.581241378421726,54,0.549269411603448,73,0.10038922004177,81,0.228470667470379,84,0.215114899723749,84,23.6953857057223,90,0.961501557393744,90,0.961224074273675,90,6.0726953125,90,3.8686725,86,8.27671812499999,93,23.7013697353141,90,9.8333,78,1467.3333,69,9.0274,56,1.1507,70,25.5,61.5,0.3,28,0.3824,34,0.1134,54
"L026",24.6402763157895,53,2.2270553953716,24,2.2207152883922,26,-0.202831658040967,26,0.903388258310248,24,0.232951450151986,79,96.6429238995187,66,97.8247086083979,65,95.2088606115781,72,33.1691832242939,79,0.579161198065109,0.217205782085292,90,0.498037695490377,93,0.149356952314666,78,0.140388002278385,72,0.388851603204301,72,1.42007399790393,77,0.831278924613227,79,0.180846908285107,75,0.0109018680787607,75,0.691024650506123,79,0.140687280141693,71,1.1069861175109,94,0.529977168528065,70,0.0859696897178595,70,0.186449077862473,66,0.180072643237118,71,24.6314004117314,53,0.999016115991466,53,0.998788320023272,53,3.16259754250346,53,2.58735096000692,58,3.737844125,49,24.6356610906825,53,14.6667,101,1692.6667,86,30.2976,91,1.3854,78,32.5,88,0.550847457627119,64,0.6629,65,0.2729,88
"L027",25.568,14,4.44646757965329,93,5.30604333794801,101,0.553724162710661,101,3.8774395,96,0.282899107039226,82,100.155144953719,26,102.785355195903,10,97.8806620764458,51,40.2233292277532,82,1.63299440043563,0.140740733954862,76,0.92249092326351,45,0.183665264899081,82,0.151038590585549,77,0.418387083060645,77,1.50835649379432,82,0.915415766511695,82,0.202089936083637,78,0.0136134474220962,78,0.837986025578194,82,0.151482494294382,77,1.24371222156669,98,0.535793332240527,71,0.0818479010995704,63,0.174035858966604,60,0.155580800235939,57,25.526323668156,14,1.03584095246992,14,1.03559037545726,14,1.55695396875,16,0.538728125,9,2.5751798125,29,25.5487682235146,14,12.8333,92,1624.6667,80,13.2478,69,0.6785,44,28.5,69,2.28,95,1.7238,91,0.6337,98
