"genotype","Y","Y_R","CV","CV_R","ACV","ACV_R","POLAR","POLAR_R","Var","Var_R","Shukla","Shukla_R","Wi_g","Wi_g_R","Wi_f","Wi_f_R","Wi_u","Wi_u_R","Ecoval","Ecoval_R","bij","Sij","Sij_R","R2","R2_R","ASTAB","ASTAB_R","ASI","ASI_R","ASV","ASV_R","AVAMGE","AVAMGE_R","DA","DA_R","DZ","DZ_R","EV","EV_R","FA","FA_R","MASI","MASI_R","MASV","MASV_R","SIPC","SIPC_R","ZA","ZA_R","WAAS","WAAS_R","WAASB","WAASB_R","HMGV","HMGV_R","RPGV","RPGV_R","HMRPGV","HMRPGV_R","Pi_a","Pi_a_R","Pi_f","Pi_f_R","Pi_u","Pi_u_R","Gai","Gai_R","S1","S1_R","S2","S2_R","S3","S3_R","S6","S6_R","N1","N1_R","N2","N2_R","N3","N3_R","N4","N4_R","trait","dev_year"
"L020",3.0875,48,19.9383293036033,80,20.3130296064237,85,0.379708289596964,85,1.136875,89,0.14034708850365,59,79.4691676587412,55,101.579474137671,29,73.7696659756579,73,20.0564954338192,59,2.42149729534999,0.00980534355129138,18,0.965013325236686,5,0.0953662570144574,59,0.132337490065743,62,0.471644281484171,62,1.1154689608637,59,0.646408272588798,59,0.153181491649649,57,0.00782152312800384,57,0.417843654871233,59,0.132970909021582,61,0.671230851830963,67,0.518633584735833,69,0.0883572834452019,72,0.190506954238806,72,0.173159342139626,67,3.00728221611227,53,0.998726774433315,50,0.989820731302983,51,1.1553125,51,0.820625,39,1.49,66,3.03987500716977,51,6.5,74,1293.5625,59,16.8718,71,0.933,53,26.875,63,0.55699481865285,64,0.6122,63,0.1278,70,"lodging",2025
"L021",2.25,94.5,15.071844406945,57,12.4501289377573,42,-0.0454934151024251,42,0.345,38,0.157106706093376,67,53.66642157747,89,53.8139060944232,89,49.9537634815315,101,22.4234691180297,67,0.173558504322325,0.159599612991016,74,0.0163361891275568,94,0.164685405424196,83,0.0648832369332611,23,0.231042558117178,23,1.13942729419703,64,0.683487824782285,67,0.246452208307017,95,0.0202462303264685,95,0.467155606625619,67,0.0767819528995623,28,0.592925967789465,53,0.604602839580208,87,0.0689740769118416,48,0.131488844898154,38,0.120593789288046,37,2.23048619104778,93,0.738071800249455,94,0.727897411679623,93,2.715625,93,3.188125,94,2.243125,84,2.23039926790891,93,10.9167,95,1456.8333,75,42.7194,98,2.8645,99,27.75,67,0.319884726224784,29,0.386,31,0.1275,69,"lodging",2024
"L022",3.625,28.5,8.61379034261848,24,9.76056196142905,28,-0.256891467892096,28,0.2925,31,0.0183856591950841,13,110.908771049398,14,107.345636864464,19,112.081266495326,20,2.83178895608654,13,1.12400348725221,0.0179768874157317,24,0.808141662904534,34,0.0151565645896322,11,0.0464533702869333,18,0.165571950857505,18,0.43942729419704,13,0.242890105298266,13,0.066302866516693,11,0.0014653567027768,11,0.058995603251803,13,0.0473089867100833,16,0.231569533325408,12,0.212669620929643,15,0.0329877182880987,17,0.0698578901886294,17,0.068593402975402,18,3.59820472000497,28,1.17755466300759,28,1.17667853585922,27,0.439375,26,0.435625,28,0.443125,28,3.61478960231362,28,4.8333,63.5,324.6667,12,0.5411,5,0.1412,5,15.5,19,0.516666666666667,59,0.5404,53,0.1674,81,"lodging",2024
"L023",4.075,8,12.5729457251038,43,15.3956638279763,56,0.138955725563127,56,0.7875,63,0.134324843348278,56,114.81128707349,9,108.237029012725,17,121.813784022042,11,19.20596911803,56,1.53520000354788,0.163183148375208,76,0.559960526324606,60,0.0845043279231366,52,0.141842872496597,71,0.505617115979266,71,1.06470985155197,51,0.632553836938507,56,0.13899899023518,49,0.00644023976213319,49,0.400124356625627,56,0.142315576705439,70,0.620342658328091,59,0.480104521162128,61,0.0866809577959756,71,0.19043206358777,71,0.181908274072162,72,4.02172336837511,7,1.32082597229301,8,1.31625785392393,7,0.133125,7,0.0662499999999998,6,0.2,14,4.05142400713397,7,4.75,62,982.8333,42,1.1167,9,0.1857,8,23.25,41,2.73529411764706,98,2.5256,98,0.4419,96,"lodging",2026
"L024",3.8,20.5,19.7514565775398,78,23.0913813515625,96,0.491058713911281,96,1.69,99,0.324198997688376,95,95.0470951952239,30,103.268370761989,25.5,111.598128812568,21,46.0220419925252,95,2.45403602825537,0.271526581941228,90,0.666734939259517,50,0.174684514337622,87,0.24447399165185,99,0.871586786281359,99,1.61470985155199,91,0.979179524658757,95,0.179512938567579,72,0.0107416317043891,72,0.958792541510949,95,0.244494738086527,98,0.905418950761481,89,0.540096999079084,72,0.120099253347593,93,0.276728022839316,96,0.255478267930801,96,3.70371554827941,22,1.22822620004313,21,1.216544556654,21,0.350625,21,0.09125,10.5,0.61,32,3.74615408762733,22,1.25,27.5,1945.2292,94,6.9273,39,0.5576,36,33.375,88,1.37628865979381,86,1.6976,89,0.0556,42,"lodging",2024
"L025",4.2125,3,8.79593830876982,26,11.0102036405641,35,-0.152250410229195,35,0.411875,41,0.104229814108512,45,119.81294732529,5,105.752699887357,23,136.776031779271,3,14.9556249884755,45,0.768034460125805,0.140671577012576,71,0.267962506114494,76,0.079163786193968,49,0.0929320694445526,41,0.330992422571374,41,0.889427294197044,37,0.558189502403298,45,0.144713640947255,54,0.00698067929207034,54,0.311575520593242,45,0.0935300437438241,42,0.640750234479164,64,0.439722432333306,54,0.0681839758744974,46,0.141817777079341,43,0.141293846766768,53,4.17716931763855,3,1.36845291503729,3,1.36345401610396,3,0.0671875,3,0.078125,8,0.05625,5,4.20079494353855,3,3.6667,51,910.9167,39,0.5243,4,0.128,4,22.75,39,2.84375,100,3.5441,101,0.4972,97,"lodging",2026
"L026",2.58355263157895,78,22.4420240572758,87,20.3169130534894,86,0.379874330652024,86,1.00850934903047,79,0.128008929401905,53,62.4809605612325,78,73.4691891845271,68,56.3227497044838,98,18.3139677329882,53,2.17547354615696,0.0514252388349865,43,0.878022681141032,21,0.100792867365723,61,0.0981403796417255,45,0.349517971117427,45,0.941266025641035,40,0.617690047222111,53,0.16726702577102,62,0.00932608597009437,62,0.381540994437254,53,0.0993718166036983,45,0.699642143864894,69,0.506809368540189,65,0.074898869372779,56,0.153833816434064,55,0.138627878531341,50,2.50782087277257,78,0.837359683133465,79,0.826038317187737,77,2.03692261080332,77,1.76322022160665,65,2.310625,86,2.5340346559581,77,9.3333,84.5,1302.3333,60,28.7302,88,1.6508,81,26.5,60,0.36551724137931,36,0.4252,35,0.127,68,"lodging",2025
"L027",2.9,61,8.32837744033876,23,8.13979571934122,22,-0.41461410193477,22,0.175,19,0.0282164555487133,16,85.4412585546317,43,85.1264645709756,52,83.2960269733085,59,4.22019988726062,16,0.732705276171881,0.0271941382951897,30,0.573982483660876,59,0.0320827512752428,23,0.0227174822136208,7,0.0808509608435673,7,0.539427294197056,19,0.29651447010997,16,0.109931265011743,30,0.00402829434236069,30,0.0879208309845964,16,0.0293690544162819,9,0.250638493731578,16,0.247164274473725,20,0.0251143975088381,12,0.045379315736551,9,0.0427830743222224,10,2.88713476675811,59,0.945405723034258,61,0.943677150363091,57,1.3875,57,1.5425,57,1.2325,54,2.89208655342921,60,6.8333,75,508.2292,19,6.5936,36,0.6417,40,16.875,22,0.293478260869565,23,0.3352,22,0.1173,66,"lodging",2026
"L028",4.05,9.5,8.84534372847929,27,10.787102996539,34,-0.170031462518964,34,0.385,39,0.0347121269166757,19,122.44334680918,3,119.392779161953,7,122.017624250134,10,5.13758855122751,19,1.24282249323888,0.0379181323855589,35,0.750646614181617,42,0.0252055515960572,18,0.0679452287242781,25,0.242189756646732,25,0.524523448043162,18,0.327159127669151,19,0.0816624670586276,18,0.00222291950870048,18,0.10703309481724,19,0.0686449595813714,24,0.315180865252542,20,0.273195081309859,23,0.0450419341165426,23,0.096934271343071,23,0.098174404099663,26,4.01505843754106,8,1.3141511502555,9,1.31276352997376,9,0.12875,6,0.10625,13,0.15125,11,4.0381603985364,9,4.25,56.5,433.3958,17,0.6534,7,0.1238,3,14.625,14.5,1.19387755102041,84,1.4869,86,0.3505,94,"lodging",2025
"L029",3.0625,51.5,17.2462061251601,69,17.4758945214358,68,0.249037716168513,68,0.836875,68,0.1797764114024,73,77.6764696928742,57,70.6899168078263,72,84.4352829657484,56,25.6251290370582,73,1.30976796091271,0.247869243440899,86,0.383536041044645,69,0.123340366014155,70,0.148723964981269,75,0.530049988415053,75,1.18970985155196,70,0.730655086164949,73,0.175925294096531,69,0.0103165697009836,69,0.533856854938709,73,0.149618046080543,74,0.752274042988356,74,0.595642403217618,85,0.100155045847398,80,0.215415034517345,79,0.195844013453776,78,3.01054989862712,52,0.995219581947933,51,0.986128427717137,52,1.1328125,48,1,42,1.265625,57,3.0301264850496,52,5.9167,72,1339.7292,65,16.4759,69,0.9735,58,28.875,71,0.525,62,0.5967,61,0.1114,62,"lodging",2026
"L030",2.925,59.5,11.2092966227385,35,11.0179837553579,36,-0.151636857964855,36,0.3225,35,0.302367714005312,93,67.1474642601035,74,72.8554082279457,69,100.672681698421,36,42.9387930046693,93,-1.02873482873565,0.0521631041061634,44,0.61398140470919,56,0.16489538676148,84,0.234002121777186,96,0.834239571080738,96,1.8345310391363,99,0.945810862486404,93,0.175815633176389,68,0.0103037122897381,68,0.894558187597275,93,0.234024601629849,96,0.883582966202258,82,0.542581830832393,73,0.118322068326617,92,0.271242217010334,93,0.251428014202419,93,2.90963907653281,57,0.961165788056103,58,0.943342868257717,58,1.480625,59,2.328125,75,0.633125,33,2.91076725661264,58,1.5,30,2310,100,37.8437,94,1.7468,83,41.5,100,0.731277533039648,76,0.7351,71,0.0265,31,"lodging",2025
"L031",2.775,65,7.57328541316426,21,7.18878743197707,14,-0.522529829453023,14,0.1325,14,0.0739045217108502,32,76.2924717837246,62,77.6427525462333,61,77.478399716893,63,10.6727606160053,32,0.25989230988537,0.0498488012055914,41,0.095378179772474,90,0.0570615382152486,34,0.0966848387585141,44,0.344703599270498,44,0.759813596491225,29,0.471539160091832,32,0.13127093546129,43,0.00574401949896074,43,0.22234917950011,32,0.0988158026276937,44,0.390150218590561,28,0.358338913027697,39,0.0568776309231562,33,0.123180514917099,35,0.114538546607878,36,2.76901959885789,65,0.907316466203835,65,0.90297019615698,65,1.634375,66,2.020625,68,1.248125,55.5,2.76902149311244,65,7.25,79,737.8958,29,11.652,59,0.9179,52,16.625,21,0.238351254480287,18,0.3683,29,0.1135,63,"lodging",2026
"L032",3.8875,17,8.61992251356189,25,10.2307308387153,29,-0.216027795572822,29,0.336875,37,0.0124276985254361,8,121.778421294978,4,119.580030826628,6,125.043639780206,6,1.99034158766547,8,1.2894351973455,0.00281331435222136,6,0.923439206015856,17,0.00759474138196315,5,0.0505922807904997,19,0.180367294207161,19,0.339709851551969,8,0.203630669946918,8,0.0375354387852777,2,0.000469636388267776,2,0.0414654497430308,8,0.0505928647999676,18,0.189628897893019,7,0.111610318618649,4,0.0250542475675537,11,0.0577379342115662,13,0.0606198839206392,15,3.85592588329257,17,1.26154439038259,18,1.26119237348132,16,0.2303125,16,0.210625,20,0.25,17,3.87663266763867,17,0.25,9.5,153.5625,6,1.6455,12,0.234,14,8.875,6,0.507142857142857,58,0.6177,65,0.0144,21,"lodging",2026
"L033",3.8,20.5,5.37168803241925,5,6.28002782332863,7,-0.639917977694336,7,0.125,11,0.0058076864855323,3,117.040178788012,8,113.767442257485,8,123.866963679949,7,1.0553921949528,3,0.775285012153608,-0.00381275010291279,9,0.899685691494947,18,0.00572213285551386,3,0.0213622480119036,6,0.0760240961257281,6,0.249240890688258,3,0.148281277964717,3,0.0386000607444737,3,0.000496654896492352,3,0.0219873373948496,3,0.0213631900111049,5,0.183060407259576,6,0.081331700442726,1,0.0119982108260651,1,0.0238851162357849,2,0.0258870522068686,4,3.7811239382737,19,1.23553105498558,20,1.23464491697418,20,0.293125,20,0.355625,26,0.230625,15,3.79588558088807,20,0.1667,6.5,126.5625,4,1.3432,11,0.213,10,6.875,3,0.366666666666667,37,0.4753,44,0.0081,15,"lodging",2026
"L034",4.0875,7,16.3925022856067,62,20.113525222673,84,0.371135275474938,84,1.346875,93,0.216970110519474,82,110.92876331442,13,121.080639798767,4,120.50558593804,12,30.8780237738999,82,2.38021360892636,0.133350159782514,69,0.787014304717209,37,0.116591228936767,68,0.20209127825498,93,0.720504744237708,93,1.41546896086369,82,0.802054961929817,82,0.146954960487757,55,0.00719858680398607,55,0.643292161956241,82,0.202207422585002,93,0.726268450157159,72,0.425472244952751,52,0.0940014735768999,79,0.217622574310161,80,0.205051773810788,80,4.00635180168604,9,1.32132312130106,7,1.31476664042232,8,0.1571875,11,0.01125,1,0.303125,21,4.04668627813279,8,1.6667,31.5,1718.9167,85,3.6188,28,0.3941,25,33.25,87,2.77083333333333,99,2.9014,99,0.1347,74,"lodging",2026
"L035",2.3125,88,17.6870503665701,71,14.8781559879554,54,0.109257101978174,54,0.501875,46,0.0291620896503071,17,62.7461548004211,76,73.8459316198764,67,64.3701898669765,88,4.35375251883942,17,1.59879152036529,0.0017263924359568,4,0.952941322757897,9,0.0245595125046298,17,0.0520867731755046,20,0.185608134457721,20,0.515468960863694,17,0.301169682198958,17,0.0857131258640275,19,0.00244891331512754,19,0.0907031774758211,17,0.0533151926093125,20,0.300845750974989,19,0.269215749978356,22,0.039919848116694,21,0.0830991521302445,22,0.0743999736787597,21,2.27640920094549,87,0.752386252709457,88,0.748129491531136,86,2.5378125,86,2.3725,77,2.703125,98,2.28581280752498,86,3.6667,51,477.7292,18,17,72,1.6571,82,15.125,17,0.170422535211268,10,0.2163,10,0.0419,38,"lodging",2026
"L036",3.8875,18,6.42014110691187,10,7.61987541164634,19,-0.471945372435132,19,0.186875,21,0.205364360032144,78,100.439495895015,25,92.8616272714611,47,123.529662562228,8,29.2389347050743,78,-0.628448232220064,0.0464074342351279,39,0.395426583335318,68,0.148480997708684,79,0.135687500636425,64,0.48330078277858,64,1.22424089068825,72,0.780477080395305,78,0.192679770480868,79,0.0123751646508533,79,0.60914447302238,78,0.135843906465146,64,0.908240085067463,90,0.560069387827199,76,0.0937140754353735,78,0.198374155841396,75,0.183674188149629,74,3.86867435751942,15,1.26970845240085,15,1.25704859975138,17,0.2784375,18,0.50125,31,0.055625,4,3.88134270458592,16,3.25,45.5,1643.8333,80,9.7471,52,0.6471,41,30.25,75.5,1.68055555555556,93,1.7556,91,0.1625,79,"lodging",2026
"L037",3.6625,25,6.99450564229324,14,7.97994332921594,21,-0.431841499107951,21,0.196875,23,0.0137368230524397,9,111.478842244465,12,112.144686166177,11,110.756814924149,22,2.17523025163299,9,0.905013937920361,0.0117322047571733,20,0.778391373799047,38,0.0154285225746903,12,0.027628603377789,10,0.098485980667728,10,0.410572705802974,11,0.21287859664377,9,0.0754307805934327,16,0.0018966008869782,16,0.0453172969090208,9,0.0305460000613357,10,0.16359041512434,4,0.186152930682094,12,0.0237158310626142,10,0.047816317765137,10,0.0374643667104117,9,3.64150617738151,24,1.19073155041258,25,1.18963649821798,24,0.4265625,25,0.5125,32,0.340625,22,3.6558826456654,24,5,66,226.75,9,2.0377,15,0.3019,17,12.5,12,0.520833333333333,60,0.5114,49,0.1961,84,"lodging",2026
"L038",4.3625,1,5.79713119598607,6,7.42672236980942,15,-0.494246735089956,15,0.191875,22,0.0376100887329811,20,128.609815620703,1,125.205367731096,3,130.252418046047,5,5.54686992774612,20,0.70394030147978,0.0394976368825281,36,0.483204885816159,62,0.0358457253819732,24,0.040120201287604,14,0.142791782072112,14,0.674523448043168,22,0.339940862741414,20,0.108132844809054,29,0.00389757070883298,29,0.115559790161377,20,0.0427803033395958,13,0.360746970842102,24,0.282624805908545,25,0.0334085378514293,18,0.0634607682907161,14,0.0726731290301648,20,4.33413477197545,1,1.41725610862948,1,1.41432504750358,1,0.0234375,1,0.0362499999999999,3,0.010625,2,4.35696539581316,1,7.8333,80,631.75,22,0.4413,1,0.1124,1,21.5,34,6.14285714285714,103,4.4651,103,1.6068,103,"lodging",2026
"L039",2.4125,84,11.0156951427302,33,9.52995183169899,27,-0.277659702332935,27,0.211875,24,0.138632620552726,58,60.6227176918526,81,64.2712429833011,80.5,67.1945232236399,85,19.8143598062888,58,-0.0369379759053791,0.0957274634270383,60,0.00120488201514163,103,0.107631604351789,62,0.12997569315317,61,0.463394017495205,61,1.0845310391363,54,0.642494484514084,58,0.181636391158631,73,0.0109972595310438,73,0.412799162631018,58,0.133077540125853,62,0.527898868248299,41,0.487524283257985,64,0.0766312549430721,59,0.165659544409172,60,0.153584159475488,59,2.40559662374545,84,0.791532076061509,84,0.783656253916444,84,2.3903125,83,3.0625,91.5,1.718125,73,2.4017594935663,84,6.9167,76,1290.3958,58,25.9792,84,1.5833,77,27.375,66,0.331818181818182,32,0.3841,30,0.0854,55,"lodging",2026
"L040",2.925,59.5,17.7371879387731,72,17.4344613362002,66,0.246975954066999,66,0.8075,66,0.110079057314566,48,76.8229792119804,60,83.29881409934,54,86.5076384215625,53,15.7817181058841,48,1.77928783432205,0.0974980095318418,62,0.733546987204157,43,0.0607349148373164,38,0.141525729953148,70,0.504549690958188,70,0.964709851551962,43,0.573398459949611,48,0.106779589205705,27,0.00380062689031305,27,0.328785793872586,48,0.141530129507912,69,0.537754543138328,44,0.325268297095199,31,0.0716143127274419,53,0.164322397565823,59,0.145739341251061,56,2.87023085510481,61,0.948985380095406,60,0.942457351327679,59,1.338125,56,1.05125,44,1.625,71,2.89108787900119,61,1.1667,24.5,808.7292,32,14.1521,62,0.937,55,20.375,31.5,0.317120622568093,27,0.4148,34,0.0196,27,"lodging",2026
"L041",2.2875,90,18.2331420855988,74,15.2274293494297,55,0.129412072957301,55,0.521875,48,0.0574170202775286,27,60.2767744870206,83,56.3470558478557,86,70.0849198093991,79,8.34421810588377,27,1.43007404289234,0.05953302190073,50,0.733210380703374,44,0.0462110385841762,26,0.0601653220969705,22,0.214149275614335,22,0.675759109311738,23,0.416938697179709,27,0.111864911536502,32,0.00417125281102311,32,0.173837877205914,27,0.060590327342107,21,0.501181612862329,37,0.296249425136834,28,0.041620472201765,22,0.0830126367687263,21,0.0847370349835388,22,2.25491595562073,92,0.745105432280234,91,0.740060620287074,89,2.6365625,88,2.6825,82,2.590625,96,2.26152365050843,90,0.6667,20,547.7292,20,10.2415,53,1.3878,76,14.625,14.5,0.167142857142857,9,0.234,12,0.0077,14,"lodging",2026
"L042",3.3375,37,9.73782771535581,29,10.4462054662394,31,-0.197923985982705,31,0.316875,34,0.0407497086160218,21,96.9251464025405,27,108.733130584253,16,88.0665457133192,51,5.99028085892041,21,1.01329662449957,0.0522998247394012,45,0.606266072590884,57,0.0504294444647218,27,0.00559850337074361,2,0.0199412229743919,2,0.550282557354927,20,0.353266921596369,21,0.142851294955104,53,0.00680216415678339,53,0.124797517894175,21,0.02658202932596,8,0.227104695003037,11,0.244786334301541,19,0.0202407214627097,8,0.0339022494757513,7,0.0338424091357527,6,3.31170612774545,36,1.08546897533372,37,1.08284498813982,36,0.7596875,36,0.788125,37,0.73125,37,3.32520336747784,36,10.5,93,675.8333,25,3.3072,24,0.3705,22,17.25,23,0.448051948051948,47,0.5791,58,0.2701,90,"lodging",2026
"L043",2.875,62,15.8442323115553,60,15.3968634275933,57,0.139023401657411,57,0.6225,55,0.0888335722784459,38,78.0798420092063,56,69.3333000663557,75,88.992306935508,50,12.781201911552,38,1.45195474043175,0.103946126148767,63,0.6336433075237,53,0.0680933264360018,43,0.0789903520755013,32,0.281200426237348,32,0.800759109311742,32,0.516018449112046,38,0.132510823585811,45,0.00585303945579667,45,0.266275039824001,38,0.0790380994378235,31,0.62651534390301,60,0.333794644178823,33,0.0524823973315993,29,0.108065729362075,27,0.101792241096305,28,2.83685343100456,62,0.934490407129928,62,0.92953878506719,62,1.504375,60,1.598125,59,1.410625,62,2.85019133515601,62,2.1667,38.5,827.7292,33,9.2218,47,0.7507,48,20.375,31.5,0.327309236947791,31,0.4343,38,0.0378,36,"lodging",2026
"L044",2.8625,63,15.1857948829636,58,14.7144631640311,51,0.0996477308191855,51,0.566875,52,0.109894875454687,47,75.3403167327647,65,69.7185654107879,74,73.3031162439709,75,15.755705960135,47,1.13770385808084,0.152265597209976,73,0.427217670229038,64,0.0949964094459343,58,0.0846803338843201,37,0.301626073961091,37,1.12547655195682,62,0.572925714355257,47,0.172110669889314,66,0.0098740275632495,66,0.328243874169481,47,0.0877371204630743,36,0.595336245495737,54,0.511186388919611,66,0.070463789317606,51,0.142709772742285,45,0.132356275747565,45,2.82484185721679,63,0.931712249394615,63,0.924767660308055,63,1.5409375,63,1.740625,64,1.34125,58,2.8380126168472,63,10,88,1262,56,11.0646,55,0.9604,57,30.5,77,0.523605150214592,61,0.5339,52,0.1735,83,"lodging",2026
"L045",3,55.5,18.6587284708296,75,18.650609824579,74,0.305544959853027,74,0.94,76,0.141094995853724,61,75.6822916857474,64,96.1868717718854,41,59.2197312765607,93,20.1621229641835,61,1.88949938074358,0.12592137751686,67,0.710630272550341,45,0.140179437242456,77,0.080109817957307,33,0.285438141435379,33,1.09018640350877,56,0.648108191909723,61,0.224135366237741,90,0.0167455541328421,90,0.420044228420491,61,0.0882148503440417,38,0.560520867811909,47,0.591309896416404,84,0.0746848451849224,55,0.14857552570863,48,0.134107833910237,46,2.92638629917267,56,0.972710369115083,56,0.961848557807777,56,1.299375,54,1.1125,48,1.48625,65,2.95631426744801,56,13.3333,103,1323.5625,63,21.6214,77,1.0874,62,25.625,56.5,0.548128342245989,63,0.5889,60,0.2492,87,"lodging",2027
"L046",3.0625,51.5,12.3172465825919,42,12.4812901173587,43,-0.0433221571619638,43,0.426875,44,0.0153780482559715,10,92.5445020999146,34,98.7731766032452,34,95.567449687526,41,2.40702174960866,10,1.50674777124915,-0.00903250050273346,16,0.995081024272926,2,0.0113259314951179,9,0.0451380779722068,16,0.160853780090574,16,0.415468960863697,12,0.223933665289926,10,0.0518570535995891,10,0.000896384669343553,10,0.0501462864501806,10,0.0452246690871284,15,0.241637465400976,13,0.169784099484489,11,0.0298337034043981,15,0.0645419524678711,15,0.0578789530517883,14,3.03142314753755,48,0.994616333246975,52,0.993642613973247,50,1.1371875,50,1.068125,46,1.20625,53,3.04521738298668,50,0.0833,2.5,219.0625,8,2.0908,16,0.3402,20,11.125,9,0.218137254901961,16,0.2532,14,0.0016,1,"lodging",2027
"L047",3.90592105263158,15,11.8387327479881,40,14.0951332258482,46,0.0622972568592997,46,0.641473337950139,56,0.0876091118109724,36,112.788085864903,10,108.967008036917,15,116.377897262464,15,12.6082704178375,36,1.51228572872931,0.0967025645559778,61,0.667063453387811,49,0.055254802589433,32,0.116768992731574,54,0.416260790184927,54,0.850236167341411,33,0.512515658659921,36,0.112996684291742,33,0.00425608355364252,33,0.262672300371613,36,0.117273781798359,54,0.487653397216118,36,0.387886637810986,44,0.0698409018600565,49,0.153784048102925,54,0.145220170719941,55,3.85861889790663,16,1.26614463471425,16,1.26310265663833,15,0.223063538781163,15,0.144877077562327,17,0.30125,20,3.88552982817128,15,4.5,60,632.25,23,0.9943,8,0.1766,7,18.75,28,1.19047619047619,83,1.2624,82,0.2609,88,"lodging",2026
"L048",3.025,53,20.2212113537218,82,20.3238885739443,87,0.380172497021817,87,1.1225,88,0.153876356936169,64,77.2951840300512,58,81.4942935342908,55,77.8601402137304,61.5,21.9672444216734,64,2.27670376571977,0.0662576438341701,52,0.863982114532469,25,0.11653906150645,67,0.10614380307138,48,0.377916996533694,48,1.10075910931174,57,0.676499021027769,64,0.173569451388048,67,0.010042118151716,67,0.457650925451529,64,0.106332243474173,47,0.811619760581335,78,0.469212126094091,59,0.073460860623133,54,0.151788901491767,51,0.136976568964986,47,2.95259007510573,55,0.979290789280108,55,0.970866412659644,54,1.28375,53,1.09125,47,1.47625,63.5,2.98045425470021,54,5.5,70,1278.5,57,19.2876,76,0.9976,61,23.75,43,0.414847161572052,44,0.5884,59,0.1045,59,"lodging",2026
"L049",2.1625,98,2.21370429539038,1,1.78118981109372,1,-1.73442070905476,1,0.00687500000000002,1,0.0877767123999915,37,58.9448139748333,85,60.0009979929157,83,73.9503103220066,72,12.6319407779488,37,-0.184895556956767,-0.00984306040530745,19,0.930375569694739,15,0.0556326189404599,33,0.111078218748696,52,0.395895684610445,52,0.984531039136301,47,0.512996523257158,37,0.110564704003861,31,0.00407485125715378,31,0.263165432873932,37,0.111099091548856,51,0.53825895416362,45,0.351086836167601,37,0.0676028228842086,45,0.149482069037708,50,0.139356342040589,51,2.17523411604438,96,0.711559916954312,98,0.707881032437078,97,2.8996875,97,3.593125,98,2.20625,83,2.16210001142238,97,1.6667,31.5,1303.4167,61,15.1923,66,1.6068,78,30.25,75.5,0.339887640449438,33,0.346,25,0.0184,24,"lodging",2026
"L050",2.2125,96,20.2446021097954,83,16.5378519192847,63,0.201117084420701,63,0.601875,53,0.133496454975385,55,51.5787373358137,91,49.9639300901388,93,44.5178767219534,103,19.0889751909041,55,1.0456601089647,0.188566057971886,79,0.339901300581128,71,0.124668225633447,72,0.0853406492879128,38,0.304024107329782,38,1.22547655195681,73,0.630624280490243,55,0.2055211062798,86,0.0140796417088243,86,0.397686983143837,55,0.0909820606302271,40,0.597611923755139,56,0.577250097782566,80,0.0757638168581785,57,0.151890580806372,52,0.147479783830108,57,2.16740134676531,97,0.722452500607882,96,0.710649721134201,96,2.8590625,96,3.1525,93,2.565625,94,2.17772076081099,96,12.1667,101,1454.9167,74,22.9259,78,2,87,32.25,81.5,0.347708894878706,34,0.361,27,0.133,72,"lodging",2027
"L051",3.1375,43,23.2536482662532,91,23.944231972041,97,0.52256070919221,97,1.596875,97,0.241355932099568,87,75.2056861183151,66,96.6268571780181,38,70.8184477300253,77,34.3220521139812,87,2.85655690150915,0.0249873468825909,28,0.956077036377828,7,0.166903049638937,85,0.162941059309584,82,0.580591287431709,82,1.4154689608637,83,0.845602005895567,87,0.202312856198275,84,0.0136434972610346,84,0.715042752374607,87,0.16339275358467,82,0.929065418957285,92,0.65377646183775,90,0.111261680022544,87,0.238452026355733,89,0.21685909158379,86,3.03061812479384,49,1.01303213668646,43,0.999026535494962,46,1.1353125,49,0.73,36,1.540625,68,3.07275476699573,46,5.25,69,1782.0625,88,30.5022,91,1.1921,68,32.125,80,0.66580310880829,73,0.7557,72,0.1085,60,"lodging",2027
"L052",3.2125,39,6.14408263674553,9,6.42637865810576,10,-0.619908490068064,10,0.116875,9,0.0460088532095317,23,92.8700683978502,32,88.4279572778056,51,105.883398870146,28,6.73303389535756,23,0.437476456835085,0.0304508023027055,32,0.306383800005285,74,0.0258790934966678,19,0.093168536459787,42,0.332161826061213,42,0.61029014844804,21,0.374528422802084,23,0.0701357692128178,13,0.00163967537435788,13,0.140271539486616,23,0.0932324611530946,41,0.343770845266777,22,0.221093631910169,16,0.0466433660718212,24,0.106643952347581,26,0.0943788948190889,24,3.20243555100388,38,1.04761290809633,39,1.0446789457111,38,0.9578125,38,1.253125,52,0.6625,35,3.20809520264032,39,0.5,16.5,553.5625,21,4.8642,33,0.4588,32,17.875,26,0.449685534591195,48,0.4752,43,0.0117,18.5,"lodging",2027
