"V1","V2","V3","V4"
-5.20608802118231,0.622099213000224,2.15779053363285,0.771874604172917
4.62662365998131,-5.72077665107279,-0.718645146050081,0.947981218762899
-4.50784997429642,-0.793947732710527,-0.116509402296584,-0.347937696493765
-5.83824235187257,-1.75954441496544,-0.162262425510577,1.48996878936835
2.28015830865918,2.11190678954346,-0.613832351342676,0.307248656258355
-0.401293960980533,6.66889832044922,-1.699139756491,1.84264587232431
-9.73559503172971,3.55760210414888,1.42867141388003,-3.48720212799271
-2.36128935999918,10.438635282859,-3.79446703817492,-0.335894412786834
-4.39817910573233,-0.58830975343132,-3.13362557084449,-3.19345587242844
-9.75587803717526,1.95559373759563,0.926750463269444,-2.45057766065288
-8.62450689910768,-1.03284061473324,-1.83888676172042,-0.693657989540091
-2.0249350513988,0.410173178288434,2.11427783529755,-0.260033321628406
5.25756735302595,5.55776635573008,0.887973164689096,-0.375984675806386
7.34465885352046,0.259011643034008,2.62053301395237,-0.21081039251672
-4.36620342563495,1.16183072371333,-1.04421186152644,1.52039242348774
-0.565631999916944,-3.22440529941898,8.40601772100349,-0.812566201298187
-11.9474117596514,0.863939488446382,-2.34049543390891,0.314480338555806
-4.13091530714881,2.72626956512727,0.656625682971223,2.58818507679948
0.586457597084394,4.53779518490103,-0.582402465222353,-0.889606266635932
-2.92558432822837,-2.14787760035912,-0.829372559123977,-0.918891762291047
-7.81381713792308,-0.432616889403244,-0.00298880303322783,-1.12445827263996
-4.77797728946904,-0.955413922749563,5.5612872867508,3.5913073942743
-1.43846879506826,-8.03935378772764,-6.16647104288396,-0.831132635207797
-2.63483692645405,-5.7278853183032,2.72063924319701,-0.315632813566041
-6.90861734913831,-3.20079924785841,-0.122203538916917,1.93718563163034
-1.07340315115594,-2.53536139512673,-2.89261273723214,-3.25290457161746
1.30158440404612,-0.409862411000631,-2.67580429702188,-1.27893964180508
1.2276306945919,-4.41172814686367,1.08257724882688,3.42087487527148
1.13535010058596,4.45343865721974,-3.14467684384314,1.01172164909719
-4.67570949526173,-1.46083732651888,-5.06223156735872,-0.384038845951487
-1.03625708401891,-0.749442077260912,2.79879287391495,2.93231504272013
2.71696091785069,1.11619483961536,-0.894971121967297,1.3528523545034
-1.15936006074867,3.1597819656975,0.848490024204465,2.38651843274757
2.07587024151581,-3.7852278390609,7.04515248818786,1.88270153312732
-3.59199052596047,-0.0623911186509762,4.98384639640425,1.00117566560934
5.24384594687281,6.46219241289729,-0.798426112373235,4.58400306477672
1.25514452867144,-5.27850630589287,-3.02171908170087,1.52782138074295
10.9947062549246,3.46514675673552,-3.60299196674105,1.02958483763406
-5.99974857046928,0.276726698029956,-1.29420138940407,3.49434272985645
4.29112252012611,4.2514591191257,1.02577115121385,-5.22312645292634
-0.303843349135719,1.25151248059319,5.17718447833911,-4.34828746709774
4.79832014288795,-3.53410603741099,-2.44060131237327,1.61326037656352
1.18817824965693,6.67238591104902,2.20481166520085,0.152746277771616
-3.53987603475645,-0.739990871756241,1.89146825342572,-1.51710629778926
-3.01643935471187,-0.39279103714296,-3.83091876722107,-0.907015215612542
-3.90542691424582,-3.2459023966701,0.337974552573572,0.883443677092362
-6.23935072611136,2.36737057701459,-2.4139594027981,1.9338090410165
1.20507084035265,-3.44362894160119,-0.142883762983992,-1.37662551170451
-2.55716476892429,2.30881455247501,1.44608231716439,-5.61465858811043
-5.44029821571322,0.373300199412545,1.43519050850157,4.57901260639324
0.246832195872943,4.33711995094506,-1.38243891695072,-0.678224876110808
-4.68968746559303,4.97212943236295,-2.57382440298105,2.88237092288336
-4.89418112309488,-2.56187724511523,0.27595066573841,1.7594635841796
-6.46076909712113,2.67303849193314,0.852653092020316,-0.927373682055099
-2.69871352518503,-1.68205352654708,-6.05484234966828,-0.0627127324581327
-3.3000872182169,4.64298472097426,6.11455841772713,0.645605785962611
1.47623426949144,-1.17262923200195,-2.8435108615831,2.96404464243603
1.28545991109747,0.47416845639548,-1.09995492693392,5.84761393948152
4.77125569564002,-0.866786858801591,3.93789849285284,-0.687547573616372
7.04819306020532,0.911981298444246,-0.657633309827021,1.63215968525313
-0.79492957656976,-5.97871075799312,2.22794603281929,-0.702688879131071
12.9953858532144,-2.07678361299254,-4.02896632252553,-2.25668878741962
4.37735671701053,-2.66056618246748,2.53818612254393,-0.867013970120574
-1.20167322700383,-3.77725494065191,-4.75556956736424,-3.73521086982343
-4.77519629160973,-3.51296388782608,2.6829436176856,-2.91516730417986
-2.56141397241353,-2.55297347937844,-0.22528775440021,-1.79678633364131
-1.50266043709769,-1.93305707906903,1.65273928440708,-5.85062069790633
4.15803743677054,2.65060603630488,-3.55425863125206,-2.12530762266356
-7.16775988874332,-0.716240319116081,-2.11574376002242,1.80028226667493
2.47817988852648,-4.40388472472694,3.47396146065626,-2.87705636682109
6.08685598130619,-3.33439714342944,2.89075334758142,1.69909299851816
-2.80320865386609,1.14532856882879,0.0790567706469812,-0.208264229817525
-0.244694699216422,-0.0829440577668307,-0.573228867246059,0.43378406860923
-1.59562071513299,-5.40338528993012,-2.68119711660313,0.624691294240229
10.5107964624778,-2.99675002258569,0.304838129947602,-1.0718597252163
5.85013535566954,-1.63942904856439,-2.09828017772355,-0.556280098014254
10.7810513226764,-0.272087619994142,0.743580997077063,0.785012458442207
11.2138036433618,2.70350793205102,3.47619119423363,-2.83816379176546
8.77587461386162,-2.62380748557318,-2.85942558843751,-0.970119975909544
2.3244519181716,-0.568636999908581,-1.69122430036563,-1.61074322972779
-5.67943231128433,3.86286410212588,-1.7071219558682,-0.76510919558784
4.57630878212957,-5.904288280357,-4.85824345279952,-1.29938855754508
10.4730520009014,3.13454608295748,4.31302749276727,2.35550348029586
1.76292628400417,-4.06026503643668,-0.702901931701244,1.59249434767229
5.80581959186907,-2.4039382540448,-1.10145423647368,0.822278217416979
9.12891977575723,2.96391498356361,2.42304348592113,1.45110081811561
-0.733172570387309,1.39276329438988,-3.98594095653512,0.299083606924802
0.969998185917965,6.8254368838534,-5.75506307141876,-3.80334170478533
-3.89436079763874,0.310111854149637,9.0339601497339,-3.17641595309521
10.1322214012114,2.52364115633557,0.793348211184043,0.147053205311701
-1.65588925717297,9.04367475569201,2.05970501364844,-1.0289467494823
6.70289162396928,-0.744960677162112,0.725155623779164,0.21781297620552
7.47742376433226,4.3976244922686,-1.0244359049708,-0.445235071203274
4.17810511343514,0.472951167880362,0.150180155600406,1.51047202186018
-5.49312075567458,-2.0767551257562,4.04048600371771,1.45170945099569
3.42202436451839,-2.01055863399319,0.505002458907686,3.81611041182243
-4.71076006945561,0.84281238423578,-0.0662524481249777,1.66393471473682
-4.30036559009118,1.55093763104901,1.5045262566774,0.280112831857421
-1.98511701703687,-4.22760087663716,0.14877399354348,-0.610802231605932
5.4445219420977,-1.57494735360146,-0.38425859481702,2.27822160509192
-7.06187318993715,-1.19219372265181,0.255711932618694,-0.981120861935687
-9.13715926094643,0.351004487129995,-1.99998987622889,0.718158025009874
6.39224959502719,0.785539012094291,0.798550929604503,-3.4344746128355
3.86841970893204,-1.31225831989696,0.401924152645728,-0.34241053198193
