"GEN","Y","Y_R","ASTAB","ASTAB_R","ssiASTAB","ASI","ASI_R","ASI_SSI","ASV","ASV_R","ASV_SSI","AVAMGE","AVAMGE_R","AVAMGE_SSI","DA","DA_R","DA_SSI","DZ","DZ_R","DZ_SSI","EV","EV_R","EV_SSI","FA","FA_R","FA_SSI","MASI","MASI_R","MASI_SSI","MASV","MASV_R","MASV_SSI","SIPC","SIPC_R","SIPC_SSI","ZA","ZA_R","ZA_SSI","WAAS","WAAS_R","WAAS_SSI"
"L007",53.675,19.5,0.299652262538529,84,103.5,0.256128519892865,90,109.5,0.803407991524136,90,109.5,2.51713996593879,87,106.5,1.48378847543948,87,106.5,0.206189158465145,82,101.5,0.0141713230228549,82,101.5,2.20162823984701,87,106.5,0.256705156290445,89,108.5,1.10513289289778,87,106.5,0.879759014691808,91,110.5,0.130800670240579,92,111.5,0.354109828211309,93,112.5
"L008",51.8625,62.5,0.0895820052149229,41,103.5,0.147933367636756,62,124.5,0.464039876741168,62,124.5,1.3578600340612,46,108.5,0.828712977564295,48,110.5,0.109208804665088,35,97.5,0.00397552100545911,35,97.5,0.686765199183479,48,110.5,0.147979921257462,62,124.5,0.601484413399307,51,113.5,0.442089032490045,41,103.5,0.0706707058560415,58,120.5,0.194280375318855,61,123.5
"L009",51.55,72,0.0400616256716789,22,94,0.0561247860297597,25,97,0.176020586807797,25,97,0.771687712658258,22,94,0.461727642166251,20,92,0.0905724264931835,25,97,0.00273445481362105,25,97,0.213192415540405,20,92,0.059116731836076,23,95,0.341310139357807,22,94,0.336162691812257,30,102,0.0384426428945197,26,98,0.097317458178948,28,100
"L010",54.225,16,0.815391006197534,104,120,0.247701065944568,89,105,0.776974508043737,89,105,3.52761394715309,96,112,2.04224339981031,100,116,0.418768424642916,104,120,0.0584556644926365,104,120,4.17075810406875,100,116,0.26458921887789,92,108,1.29274956727516,93,109,1.46029641003125,103,119,0.16477134285725,100,116,0.418460489422116,97,113
"L011",54.3375,15,0.448107238905,94,109,0.362049715903406,99,114,1.13577279057909,99,114,3.41783830612742,94,109,1.90769619254366,95,110,0.23662272339222,88,103,0.0186634377418503,88,103,3.63930476304557,95,110,0.36224566638314,99,114,1.19206458666447,91,106,0.890348940303258,92,107,0.14950729220456,96,111,0.418513188977772,98,113
"L012",55.6375,2,0.175029745878563,68,70,0.140037700790825,59,61,0.439096232011344,59,61,1.88882767859707,71,73,1.04168880447497,67,69,0.171354964756883,66,68,0.00978750798227755,66,68,1.0851155653685,67,69,0.141423082019349,59,61,0.960202374450038,80,82,0.661996733447965,74,76,0.0835362671664836,68,70,0.214811489424129,65,67
"L013",52.225,47,0.0809124354690074,37,84,0.135678529926512,57,104,0.425584299703539,57,104,1.28286003406122,45,92,0.779228932250949,44,91,0.104971128530412,34,81,0.00367297927498273,34,81,0.607197728856955,44,91,0.135719769683859,56,103,0.591328259125618,49,96,0.424503249714981,37,84,0.0668679455588023,53,100,0.182909196317149,57,104
"L014",53.175,26,0.242167130803867,78,104,0.0804652182732977,35,61,0.252423949035534,35,61,1.58952601878571,56,82,1.02403809321908,66,92,0.241840526020503,90,116,0.0194956133419579,90,116,1.04865401636377,66,92,0.0995882861729822,44,70,0.539507137142091,45,71,0.648481567958683,73,99,0.0617127315079342,47,73,0.149748364003275,47,73
"L015",50.2125,95,0.332509201328913,87,182,0.216779324446627,81,176,0.679769457859707,81,176,2.48882767859704,86,181,1.48962317524836,88,183,0.224658989401479,86,181,0.0168238871729646,86,181,2.21897720423699,88,183,0.216817050456767,80,175,1.38627561456068,97,192,0.802463493763564,86,181,0.116583094573423,86,181,0.309646034953194,85,180
"L016",51.7375,67.5,0.021860603116989,13,80.5,0.0481488299161311,16,83.5,0.150955441914641,16,83.5,0.711172321402955,15,82.5,0.369111391803636,13,80.5,0.0598395191950874,11,78.5,0.00119358935249974,11,78.5,0.136243219559217,13,80.5,0.0484153086960699,13,80.5,0.35746709430511,26,93.5,0.213753039043551,11,78.5,0.026906929167417,11,78.5,0.0687278146322003,12,79.5
"L017",51.725,69,0.141122799917833,59,128,0.114669404326817,50,119,0.359502940404861,50,119,1.66117232140293,60,129,0.918360006935587,55,124,0.156468450691761,62,131,0.00816079202062672,62,131,0.843385102338732,55,124,0.116310831706375,50,119,0.87042385765491,73,142,0.566499717541942,57,126,0.0671464835503353,54,123,0.168949033897926,53,122
"L018",51.8875,61,0.00282283888257733,1,62,0.0247108489182914,3,64,0.0775202808077265,3,64,0.21783830612745,1,62,0.14064588743126,1,62,0.0212435151314904,1,62,0.000150428978380621,1,62,0.0197812656513266,1,62,0.0249729576634722,2,63,0.0834127016949836,1,62,0.0778245849996999,1,62,0.0109564452514496,1,62,0.0297400939292923,2,63
"L019",53.0875,29,0.138637903844972,58,87,0.162305273700075,67,96,0.509152760278868,67,96,1.59213996593879,57,86,0.963809269790825,59,88,0.152440641269153,57,86,0.00774604970351685,57,86,0.928928308534723,59,88,0.164512969187249,67,96,0.603582799016315,52,81,0.604580280741719,63,92,0.0818486947229958,65,94,0.218898096001767,67,96
