"genotype","mean_BLUP","b","s2d","r2","p_slope","reliable","trait","b_class"
"L073",83.5898518795185,1.15562809548723,0.185877356659375,0.995833815649274,0.0411198370345285,TRUE,"DTM","Average stability"
"L074",84.4901118142726,0.94834462727813,0.681729673997231,0.977722987046375,0.0953749670112969,TRUE,"DTM","Average stability"
"L075",85.2955377365549,0.931090614503888,0.391524206470244,0.986606928399635,0.073840467428097,TRUE,"DTM","Average stability"
"L076",85.7611609527176,0.932695424851945,0.0628921477520729,0.997831620439263,0.0296554728344191,TRUE,"DTM","Average stability"
"L077",86.2378468832466,1.0013318116353,0.238649593249683,0.992896539370215,0.0537193342720462,TRUE,"DTM","Average stability"
"L078",84.9067874680926,0.990920943307645,0.189388594413222,0.994235965325315,0.0483795154877776,TRUE,"DTM","Average stability"
"L079",88.923056048901,0.933227646589431,0.177050161968786,0.993926532252265,0.0496637011953361,TRUE,"DTM","Average stability"
"L080",87.4938100520499,0.968023927718632,6.19647292911972e-07,0.999999980123786,8.97525839885519e-05,TRUE,"DTM","Average stability"
"L081",84.6275979016943,1.09144780746289,0.00135903758175485,0.999965709648408,0.00372793708298267,TRUE,"DTM","Average stability"
"L082",86.862593781967,0.85808012820484,0.0179681286668268,0.999267023543774,0.0172376557930832,TRUE,"DTM","Average stability"
"L083",86.5183245952055,1.12191875919406,0.0119760941666119,0.999714089894876,0.0107650381340636,TRUE,"DTM","Average stability"
"L084",90.1285532714867,0.971262140387162,0.41287063368305,0.994591797408313,0.00270776729771293,TRUE,"DTM","Average stability"
"L085",86.0983491849207,0.920698998449078,0.000642686986708599,0.999977211508519,0.00303906200638599,TRUE,"DTM","Average stability"
"L086",88.0466728013125,0.647966544468095,0.387596319491869,0.973000915592361,0.105082050758375,TRUE,"DTM","Stable / low-input adapted"
"L087",87.7744327711093,0.953693974801983,0.00084957797847785,0.999971924061328,0.00337325597070268,TRUE,"DTM","Average stability"
"L088",85.0648141344354,1.06707276715282,0.196509805666637,0.994839278926619,0.0457730203819594,TRUE,"DTM","Average stability"
"L089",86.8900189641248,0.831899794591414,0.22572497762358,0.990291282817595,0.0628298906064211,TRUE,"DTM","Average stability"
"L090",92.4782801662402,0.800807037599332,0.873392917118834,0.983360748799796,0.00835452464109139,TRUE,"DTM","Average stability"
"L091",85.7549626012496,1.12789487184855,0.300602239027343,0.992947508572862,0.0535258050495975,TRUE,"DTM","Average stability"
"L092",84.1781803018923,1.04558607857527,0.158860122642198,0.995651255780991,0.0420123844409195,TRUE,"DTM","Average stability"
"L093",90.6534837641754,0.996537383200093,0.960300524460329,0.988128640177953,0.00595340140516908,TRUE,"DTM","Average stability"
"L094",87.7708972102516,0.999187282308005,0.239383497032918,0.992844451424329,0.0539164004528811,TRUE,"DTM","Average stability"
"L095",85.7311266119052,1.10033499671499,0.0788263610605039,0.998046857783866,0.0281441755506317,TRUE,"DTM","Average stability"
"L096",91.3023897035772,0.84678250947224,0.0784089882120215,0.998643251129161,0.000678604687580318,TRUE,"DTM","Average stability"
"L097",87.344664553439,1.1538238352611,0.329788032545419,0.992609131841915,0.0547979453782992,TRUE,"DTM","Average stability"
"L098",88.0744436079897,0.92565895081716,0.0810269917623265,0.997165631475114,0.0339088962286037,TRUE,"DTM","Average stability"
"L099",90.5771142395335,0.965365957311215,1.87172463994116,0.975654371076632,0.0122478189967726,TRUE,"DTM","Average stability"
"L100",90.2425025839994,1.00609703258138,2.31775589667375,0.972338703176678,0.013927637961251,TRUE,"DTM","Average stability"
