"GEN","Y","Y_R","CV","CV_R","ACV","ACV_R","POLAR","POLAR_R","Var","Var_R","Shukla","Shukla_R","Wi_g","Wi_g_R","Wi_f","Wi_f_R","Wi_u","Wi_u_R","Ecoval","Ecoval_R","bij","Sij","Sij_R","R2","R2_R","ASTAB","ASTAB_R","ASI","ASI_R","ASV","ASV_R","AVAMGE","AVAMGE_R","DA","DA_R","DZ","DZ_R","EV","EV_R","FA","FA_R","MASI","MASI_R","MASV","MASV_R","SIPC","SIPC_R","ZA","ZA_R","WAAS","WAAS_R","WAASB","WAASB_R","HMGV","HMGV_R","RPGV","RPGV_R","HMRPGV","HMRPGV_R","Pi_a","Pi_a_R","Pi_f","Pi_f_R","Pi_u","Pi_u_R","Gai","Gai_R","S1","S1_R","S2","S2_R","S3","S3_R","S6","S6_R","N1","N1_R","N2","N2_R","N3","N3_R","N4","N4_R"
"L064",863.5675,73,47.6731485266699,42,45.8405462909913,29,-0.0529023175367928,29,508465.516025,23,11706.9969670219,68,78.8771325393786,56,72.1761239542526,88,84.1662396923161,55,729270.915658146,68,0.866064214247012,9891.25243852783,88,0.954530779076378,91,32.1896317626945,66,2.71012782086785,69,10.5113148202883,69,312.951990789474,65,186.352318096427,68,0.18444508238185,67,0.0113399961382825,67,34727.1864599117,68,2.71564131337093,69,15.2579210932848,70,9.56364006195824,81,0.106294723427115,73,3.64328100487388,73,3.33886923355385,74,713.529842309123,69,0.901618625405191,72,0.898882408052568,71,107771.938603125,74,155359.688125,78,60184.18908125,64,786.529812229237,71,10,68.5,1034.9167,53.5,15.8286,61,1.0857,55,21.25,39,0.34,28.5,0.4221,32,0.1515,53
"L065",1146.95375,7,48.2833981805135,48,52.336583235909,63,0.062208846455628,63,920044.26441875,84,8582.88940571016,57,112.615835234672,6,117.942373676322,6,107.633674919506,26,536388.514822759,57,1.19119413517428,-724.243337222516,23,0.997947338620848,17,21.994508311563,51,2.51848034346724,63,9.76848285356193,63,302.89467631579,63,159.819617787227,57,0.148298774144258,49,0.00733084213756323,49,25542.3102296552,57,2.522950964245,63,11.9521489733701,55,7.75075747121678,57,0.0907523705088583,63,3.16819487919982,62,2.96649465956276,64,956.807211956174,15,1.19807530099864,10,1.19718759706829,10,14340.812925,8,10752.524225,7,17929.101625,23,1043.71001267096,10,11.8333,78.5,1234,61,4.6667,22,0.381,16,29,72.5,2.07142857142857,93,1.7895,94,0.6961,96
"L066",875.31125,71,58.653909857089,86,56.7217244284335,87,0.132096964537486,87,790751.83811875,70,9494.58125576827,60,66.9525486032853,84,77.0433426508654,79,57.8781921963717,90,592676.369645355,60,1.08921691179341,9867.6014609538,87,0.970822415057641,81,30.107199444752,65,2.1613555948427,50,8.38240283978807,50,315.376718421054,67,167.996084087774,60,0.193197238643431,76,0.0124417243398156,76,28222.6842688264,60,2.17339538669891,50,14.246193659494,64,9.43544610279042,80,0.0936014913913453,64,3.11915717238009,61,2.77557256193097,58,677.143607019808,76,0.886071075177964,75,0.875107470736485,75,95925.80939375,70,114571.39338125,66,77280.22540625,78,763.264739707812,75,2.1667,15.5,1309.6667,65,36.7119,84,2.1017,87,31,78,0.436619718309859,48,0.4383,34,0.0303,12
"L067",785.00125,87,59.0191170537416,89,54.5104921673267,76,0.0975583197883926,76,643942.91221875,42,3449.28204271782,26,62.5850669212304,88,70.6697888068418,89,63.8163901789383,81,219439.59623161,26,0.989509191096981,3520.63197600769,66,0.983883214244279,68,12.9570173236419,31,0.870220423115825,23,3.37333241245751,23,165.515832894736,25,102.222818306177,26,0.131123942594359,42,0.00573116277382955,42,10449.5045824576,26,0.88165285078763,23,10.1667556778691,44,5.36639058888284,33,0.0422549109396045,21,1.28259035452232,21,1.07551442717535,18,599.821792630648,89,0.790303141399433,90,0.782059492221161,90,140924.68284375,87,181345.455325,84,100503.9103625,90,682.77773071359,90,2.1667,15.5,641.5833,31,19.9394,67,1.8788,85,17.25,26,0.194915254237288,9,0.2596,13,0.0256,9
"L068",1041.12875,33,45.0808520291712,30,46.9084677858142,37,-0.0328993918242326,37,660867.45426875,49,-71.0960925623264,1,102.931640093113,17,105.534564296082,19,111.510437365185,17,2091.45015941482,1,1.0105845419065,-1654.96301197152,54,0.999958993321564,1,0.0914875329069062,1,0.159901864639775,1,0.620237724446404,1,15.9146763157887,1,9.97962247452473,1,0.0103665894619108,1,3.58220590239333e-05,1,99.5928647340391,1,0.160574088909768,1,0.647279377506787,1,0.435560755335158,1,0.00500718015894734,1,0.177770936740379,1,0.201323883002477,1,886.393721611778,29,1.0994458436008,33,1.09815409424845,33,37487.345175,30,52588.232425,37,22386.457925,30,960.767559581422,32,0.3333,4,10.9167,1,1.106,8,0.2139,7,2.25,1,0.0692307692307692,1,0.0832,1,0.0097,5
"L069",967.3725,54,48.96410870712,50,49.3930023703968,49,0.0119289647363314,49,673076.513225,51,69.2071356040788,3,98.0053081925169,26,100.191747010736,32,96.1998632610469,40,10753.7714664085,3,1.01969991410788,-1538.03042369862,48,0.999612280103966,6,0.619299065001036,3,0.243545655902451,2,0.944431050268161,2,35.4062907894733,3,22.6292809329696,3,0.0291930180616318,3,0.000284077434515587,3,512.084355543262,3,0.246436955754808,2,2.00511659541086,3,1.32263355980646,3,0.0117452932782839,3,0.378307291635475,3,0.310190871784666,2,799.090304332453,52,1.00655039898888,53,1.00641976423363,52,59893.160396875,49,77455.1139625,49,42331.20683125,53,878.189776999264,52,0.1667,2,47.3333,2,0.8119,5,0.2376,9,4.5,2,0.09,3,0.118,3,0.0033,2
"L070",976.725,49,60.8087080538023,93,61.5910191447352,97,0.203632894148629,97,1058272.26785,99,17062.2404305244,81,71.7406029735189,73,106.030296477725,18,76.6498919323019,64,1059903.64709479,81,1.27874162960778,-1570.37648054133,50,0.99981453445582,3,38.1843468800445,73,3.76046303134822,84,14.5860098917831,84,439.04967631579,87,224.658857476417,81,0.17366803623512,57,0.0100535289365877,57,50471.6022426092,81,3.76088781010125,84,16.4702859532702,75,8.81008446349594,70,0.122505815738703,83,4.40797702457633,86,3.99764984888342,85,733.154555520704,64,0.97426655466397,57,0.962474822439948,57,56625.380965625,47,40166.148025,27,73084.61390625,73,834.568444892866,59,14.6667,95.5,2230.25,96,35.96,83,1.68,80,40.75,96,0.823232323232323,74,0.8019,69,0.2876,80
"L071",669.0775,99,64.2126851586692,97,55.4386426600703,81,0.112223290579654,81,553752.586525,32,1311.69478376912,11,43.750756299335,98,73.4337879109106,86,50.5906565691091,99,87464.9588641172,11,0.924673994445303,-1421.75382317867,44,0.99910877462466,11,3.76473315261251,7,1.02262483922339,25,3.96656312319924,25,114.560323684208,15,64.536796024814,11,0.0649679562916983,8,0.00140694511490667,8,4164.99804114844,11,1.02612856122277,25,4.45469537850505,9,3.1487154245934,10,0.0355934687502417,16,1.24418344490655,20,1.27497533356534,24,472.724662160273,99,0.656344340454671,99,0.636067794296193,99,208037.412896875,96,265919.6035625,93,150155.22223125,99,560.025547727326,99,6.6667,45.5,338.6667,13,9,38,2.3158,92,15,17,0.153846153846154,7,0.1656,5,0.0693,23
"L072",798.325,84,57.5743151665094,84,53.5552358211334,72,0.0822019853155086,72,633779.62865,40,1381.47584455951,14,63.2413266950077,87,82.9082276287949,71,69.109909155747,74,91773.2415573157,14,0.98635347884382,456.313052935909,12,0.993294748021402,43,4.68053793615684,10,0.720197234164103,17,2.79253465381674,17,96.9366671052631,8,66.1071430321427,14,0.0725632366368889,10,0.00175514110374038,10,4370.15435987218,14,0.72148480421153,14,6.55914469633137,18,3.25915557477218,11,0.0324795621829922,15,1.06149810540508,15,1.03322101824213,17,606.65072002876,88,0.803031115117134,86,0.794155712962262,87,132602.183478125,84,163693.848825,81,101510.51813125,91,693.223859979346,87,2.5,19,276.9167,11,13,49,1.5211,74,10.25,8.5,0.121301775147929,6,0.1731,7,0.03,10.5
"L073",675.2925,98,55.6385426231783,78,48.2239415722888,44,-0.00887647777133935,44,423503.105025,14,8264.58989207562,54,57.0031097722771,93,73.2442401367764,87,54.604192806885,96,516736.702850957,54,0.808232962450618,-1263.12699406204,39,0.998085558274816,15,18.0372730028772,43,2.70047869885111,68,10.4747347369244,68,295.51032368421,61,156.864622077667,54,0.117777584081671,30,0.00462385310403836,30,24606.5096595694,54,2.70124315363369,68,10.8698345349915,47,5.78271018141054,40,0.082196126346388,54,2.99158438399566,59,2.85389636486839,60,516.583219031855,97,0.683042321396262,98,0.675693177702948,98,210214.995653125,97,295906.15538125,95,124523.835925,96,593.162149145995,98,10,68.5,1216.3333,59,1,7,0.7368,37,30,76.5,0.3125,26,0.3138,20,0.1039,40
