"Lentil","PredictedMean","BLUP","Trait","ENV","grand_mean"
"L033",14.7041929167492,0.0239860749211083,"DTE","Clavet_2024",14.6802068418281
"L034",14.6642395310841,-0.0159673107439389,"DTE","Clavet_2024",14.6802068418281
"L035",14.6652709013927,-0.014935940435393,"DTE","Clavet_2024",14.6802068418281
"L036",14.6675105248456,-0.0126963169825025,"DTE","Clavet_2024",14.6802068418281
"L037",14.6573982007727,-0.022808641055363,"DTE","Clavet_2024",14.6802068418281
"L038",14.6692525721501,-0.0109542696779599,"DTE","Clavet_2024",14.6802068418281
"L039",14.6656739151858,-0.0145329266422607,"DTE","Clavet_2024",14.6802068418281
"L040",14.6612712457893,-0.01893559603878,"DTE","Clavet_2024",14.6802068418281
"L041",14.6685589110945,-0.011647930733524,"DTE","Clavet_2024",14.6802068418281
"L042",14.6440139612559,-0.0361928805721163,"DTE","Clavet_2024",14.6802068418281
"L043",14.6630320522218,-0.0171747896062762,"DTE","Clavet_2024",14.6802068418281
"L044",14.6645546203419,-0.0156522214861354,"DTE","Clavet_2024",14.6802068418281
"L045",14.6647441357326,-0.0154627060954482,"DTE","Clavet_2024",14.6802068418281
"L046",14.6484717743709,-0.0317350674571806,"DTE","Clavet_2024",14.6802068418281
"L047",14.6482380467,-0.0319687951280621,"DTE","Clavet_2024",14.6802068418281
"L048",14.6609023891618,-0.0193044526662298,"DTE","Clavet_2024",14.6802068418281
"L049",14.6592493880445,-0.0209574537835948,"DTE","Clavet_2024",14.6802068418281
"L050",14.6670010034339,-0.0132058383941391,"DTE","Clavet_2024",14.6802068418281
"L051",14.733957060992,0.0537502191639483,"DTE","Clavet_2024",14.6802068418281
"L052",14.6748184024231,-0.00538843940497813,"DTE","Clavet_2024",14.6802068418281
"L053",14.6708889164666,-0.00931792536148635,"DTE","Clavet_2024",14.6802068418281
"L054",14.64689223683,-0.0333146049980364,"DTE","Clavet_2024",14.6802068418281
"L055",14.6752894146446,-0.00491742718344668,"DTE","Clavet_2024",14.6802068418281
"L056",14.6552693795898,-0.0249374622383023,"DTE","Clavet_2024",14.6802068418281
"L057",14.7488718194784,0.0686649776503465,"DTE","Clavet_2024",14.6802068418281
"L058",14.8114759869412,0.131269145113105,"DTE","Clavet_2024",14.6802068418281
"L059",14.6780188155329,-0.00218802629520098,"DTE","Clavet_2024",14.6802068418281
