plot,Unique ID,Lentil,Rep,Col,Row,Block,BlockRow,BlockCol,Name,Name_SNPset,ENV,DTE,DTF,DTM,lodging,yield,PRT
1032,2024_1032_CL1,CL1,1,29,3,6,2,4,CDC Nimble,IBC_975_ACT,Hunter_2024,15,47,79,4,593.2,25.31
1056,2024_1056_CL1,CL1,1,5,3,1,2,5,CDC Nimble,IBC_975_ACT,Hunter_2024,15,45,78,3,612.1,25.02
1100,2024_1100_CL1,CL1,1,21,5,5,4,1,CDC Nimble,IBC_975_ACT,Hunter_2024,15,44,81,3,811.7,26.94
1133,2024_1133_CL1,CL1,1,13,6,3,5,3,CDC Nimble,IBC_975_ACT,Hunter_2024,15,47,79,3,631.7,25.65
1162,2024_1162_CL1,CL1,1,19,7,4,6,4,CDC Nimble,IBC_975_ACT,Hunter_2024,15,44,77,3,622.5,25.81
1186,2024_1186_CL1,CL1,1,6,8,2,7,1,CDC Nimble,IBC_975_ACT,Hunter_2024,15,47,77,2,683.4,25.18
1311,2024_1311_CL1,CL1,1,11,12,9,2,1,CDC Nimble,IBC_975_ACT,Hunter_2024,15,46,84,3,947.4,26.23
1332,2024_1332_CL1,CL1,1,29,13,12,3,4,CDC Nimble,IBC_975_ACT,Hunter_2024,15,45,79,4,729,26.11
1361,2024_1361_CL1,CL1,1,1,14,7,4,1,CDC Nimble,IBC_975_ACT,Hunter_2024,15,47,81,3,760.2,25.41
1462,2024_1462_CL1,CL1,1,19,17,10,7,4,CDC Nimble,IBC_975_ACT,Hunter_2024,15,44,81,3,676.4,26.36
1473,2024_1473_CL1,CL1,1,8,17,8,7,3,CDC Nimble,IBC_975_ACT,Hunter_2024,15,44,80,3,980.9,25.77
1519,2024_1519_CL1,CL1,1,22,19,11,9,2,CDC Nimble,IBC_975_ACT,Hunter_2024,15,45,78,3,620.2,25.21
1552,2024_1552_CL1,CL1,1,12,21,15,1,2,CDC Nimble,IBC_975_ACT,Hunter_2024,15,46,83,3,834.8,26.6
1571,2024_1571_CL1,CL1,1,30,22,18,2,5,CDC Nimble,IBC_975_ACT,Hunter_2024,,,,,,
1641,2024_1641_CL1,CL1,1,20,24,16,4,5,CDC Nimble,IBC_975_ACT,Hunter_2024,15,44,76,4,429.2,25.52
1781,2024_1781_CL1,CL1,1,1,29,13,9,1,CDC Nimble,IBC_975_ACT,Hunter_2024,14,45,84,2,655.6,25.33
1788,2024_1788_CL1,CL1,1,8,29,14,9,3,CDC Nimble,IBC_975_ACT,Hunter_2024,15,46,80,4,592.7,25.61
1801,2024_1801_CL1,CL1,1,21,29,17,9,1,CDC Nimble,IBC_975_ACT,Hunter_2024,15,44,77,4,358.2,25.17
1851,2024_1851_CL1,CL1,1,11,31,21,2,1,CDC Nimble,IBC_975_ACT,Hunter_2024,15,46,78,3,533.3,25.49
1858,2024_1858_CL1,CL1,1,18,31,22,2,3,CDC Nimble,IBC_975_ACT,Hunter_2024,15,44,76,4,390.9,25.83
1868,2024_1868_CL1,CL1,1,28,31,24,2,3,CDC Nimble,IBC_975_ACT,Hunter_2024,15,45,80,3,808.4,25.46
1877,2024_1877_CL1,CL1,1,24,32,23,3,4,CDC Nimble,IBC_975_ACT,Hunter_2024,15,46,77,3,660.4,25.87
1895,2024_1895_CL1,CL1,1,6,32,20,3,1,CDC Nimble,IBC_975_ACT,Hunter_2024,15,45,79,3,831.6,24.96
1898,2024_1898_CL1,CL1,1,3,32,19,3,3,CDC Nimble,IBC_975_ACT,Hunter_2024,15,45,78,3,731.1,25.28
2131,2024_2131_CL1,CL1,2,30,41,30,2,5,CDC Nimble,IBC_975_ACT,Hunter_2024,13,45,85,3,1151.1,27.09
2146,2024_2146_CL1,CL1,2,15,41,27,2,5,CDC Nimble,IBC_975_ACT,Hunter_2024,13,44,84,3,660.2,25.45
2176,2024_2176_CL1,CL1,2,16,42,28,3,1,CDC Nimble,IBC_975_ACT,Hunter_2024,13,45,78,3,597.9,24.95
2197,2024_2197_CL1,CL1,2,24,43,29,4,4,CDC Nimble,IBC_975_ACT,Hunter_2024,13,43,77,3,552.5,25.88
2271,2024_2271_CL1,CL1,2,10,45,26,6,5,CDC Nimble,IBC_975_ACT,Hunter_2024,13,45,80,4,591.7,25.94
2337,2024_2337_CL1,CL1,2,4,47,25,8,4,CDC Nimble,IBC_975_ACT,Hunter_2024,13,45,81,3,911.3,26.02
2407,2024_2407_CL1,CL1,2,7,50,32,2,2,CDC Nimble,IBC_975_ACT,Hunter_2024,13,45,76,2,448,24.8
2425,2024_2425_CL1,CL1,2,25,50,35,2,5,CDC Nimble,IBC_975_ACT,Hunter_2024,13,46,80,3,990.9,26.4
2445,2024_2445_CL1,CL1,2,16,51,34,3,1,CDC Nimble,IBC_975_ACT,Hunter_2024,13,44,76,4,521.8,25.02
2471,2024_2471_CL1,CL1,2,11,52,33,4,1,CDC Nimble,IBC_975_ACT,Hunter_2024,13,45,79,2,769.3,25.41
2521,2024_2521_CL1,CL1,2,1,54,31,6,1,CDC Nimble,IBC_975_ACT,Hunter_2024,12,46,77,3,533.9,25.34
2614,2024_2614_CL1,CL1,2,27,57,36,9,2,CDC Nimble,IBC_975_ACT,Hunter_2024,12,45,79,3,872.2,25.23
2645,2024_2645_CL1,CL1,2,5,59,37,1,5,CDC Nimble,IBC_975_ACT,Hunter_2024,13,46,80,2,615.3,26.01
2646,2024_2646_CL1,CL1,2,6,59,38,1,1,CDC Nimble,IBC_975_ACT,Hunter_2024,13,46,76,2,397.5,24.89
2779,2024_2779_CL1,CL1,2,19,63,40,5,4,CDC Nimble,IBC_975_ACT,Hunter_2024,12,46,78,2,699.7,25.4
2789,2024_2789_CL1,CL1,2,29,63,42,5,4,CDC Nimble,IBC_975_ACT,Hunter_2024,13,47,85,3,865.3,26
2856,2024_2856_CL1,CL1,2,25,66,41,8,5,CDC Nimble,IBC_975_ACT,Hunter_2024,12,46,84,3,964.2,26.16
2894,2024_2894_CL1,CL1,2,14,67,39,9,4,CDC Nimble,IBC_975_ACT,Hunter_2024,13,46,84,2,636.8,26.19
2930,2024_2930_CL1,CL1,2,11,68,45,1,1,CDC Nimble,IBC_975_ACT,Hunter_2024,13,45,79,4,518.3,25.2
2959,2024_2959_CL1,CL1,2,19,69,46,2,4,CDC Nimble,IBC_975_ACT,Hunter_2024,13,46,86,3,1121.8,26
3004,2024_3004_CL1,CL1,2,4,71,43,4,4,CDC Nimble,IBC_975_ACT,Hunter_2024,13,48,84,3,855.9,25.64
3034,2024_3034_CL1,CL1,2,27,72,48,5,2,CDC Nimble,IBC_975_ACT,Hunter_2024,13,45,77,4,437.8,25.4
3130,2024_3130_CL1,CL1,2,10,75,44,8,5,CDC Nimble,IBC_975_ACT,Hunter_2024,13,46,75,2,366.4,24.74
3156,2024_3156_CL1,CL1,2,25,76,47,9,5,CDC Nimble,IBC_975_ACT,Hunter_2024,13,46,78,2,293.3,25.46
3206,2024_3206_CL1,CL1,1,6,2,2,1,1,CDC Nimble,IBC_975_ACT,Clavet_2024,15,53,88,2,671.9,25.53
3263,2024_3263_CL1,CL1,1,3,4,1,3,3,CDC Nimble,IBC_975_ACT,Clavet_2024,19,54,90,2,477.3,25.31
3295,2024_3295_CL1,CL1,1,26,5,6,4,1,CDC Nimble,IBC_975_ACT,Clavet_2024,15,53,87,2,752.4,24.34
3340,2024_3340_CL1,CL1,1,20,6,4,5,5,CDC Nimble,IBC_975_ACT,Clavet_2024,15,54,87,1,858.7,24.69
3360,2024_3360_CL1,CL1,1,21,7,5,6,1,CDC Nimble,IBC_975_ACT,Clavet_2024,15,53,85,2,768.5,24.03
3368,2024_3368_CL1,CL1,1,13,7,3,6,3,CDC Nimble,IBC_975_ACT,Clavet_2024,15,53,84,3,672.8,23.71
3477,2024_3477_CL1,CL1,1,24,11,11,1,4,CDC Nimble,IBC_975_ACT,Clavet_2024,15,52,83,3,753.7,25.11
3530,2024_3530_CL1,CL1,1,30,12,12,2,5,CDC Nimble,IBC_975_ACT,Clavet_2024,15,53,84,3,761.2,24.8
3615,2024_3615_CL1,CL1,1,6,15,8,5,1,CDC Nimble,IBC_975_ACT,Clavet_2024,15,53,88,2,654.3,24.68
3663,2024_3663_CL1,CL1,1,18,17,10,7,3,CDC Nimble,IBC_975_ACT,Clavet_2024,15,52,86,3,652.1,24.49
3681,2024_3681_CL1,CL1,1,1,18,7,8,1,CDC Nimble,IBC_975_ACT,Clavet_2024,15,53,88,2,543.5,25.53
3694,2024_3694_CL1,CL1,1,14,18,9,8,4,CDC Nimble,IBC_975_ACT,Clavet_2024,15,53,85,3,890.5,24.87
3798,2024_3798_CL1,CL1,1,3,22,13,2,3,CDC Nimble,IBC_975_ACT,Clavet_2024,15,52,86,3,623.9,24.86
3809,2024_3809_CL1,CL1,1,9,23,14,3,4,CDC Nimble,IBC_975_ACT,Clavet_2024,15,52,85,3,692.6,24.44
3873,2024_3873_CL1,CL1,1,13,25,15,5,3,CDC Nimble,IBC_975_ACT,Clavet_2024,15,52,85,3,693,23.81
3956,2024_3956_CL1,CL1,1,25,28,17,8,5,CDC Nimble,IBC_975_ACT,Clavet_2024,15,53,90,1,768.5,25.05
3962,2024_3962_CL1,CL1,1,19,28,16,8,4,CDC Nimble,IBC_975_ACT,Clavet_2024,15,52,86,3,677.3,25.16
4006,2024_4006_CL1,CL1,1,26,29,18,9,1,CDC Nimble,IBC_975_ACT,Clavet_2024,15,53,86,3,752.9,25.15
4019,2024_4019_CL1,CL1,1,22,30,23,1,2,CDC Nimble,IBC_975_ACT,Clavet_2024,15,53,88,2,944,25.71
4085,2024_4085_CL1,CL1,1,16,32,22,3,1,CDC Nimble,IBC_975_ACT,Clavet_2024,15,53,84,3,717.6,24.69
4209,2024_4209_CL1,CL1,1,12,36,21,7,2,CDC Nimble,IBC_975_ACT,Clavet_2024,15,52,85,2,720.3,24.22
4224,2024_4224_CL1,CL1,1,4,37,19,8,4,CDC Nimble,IBC_975_ACT,Clavet_2024,15,53,86,3,582.3,25
4226,2024_4226_CL1,CL1,1,6,37,20,8,1,CDC Nimble,IBC_975_ACT,Clavet_2024,15,52,88,3,756.3,24.89
4250,2024_4250_CL1,CL1,1,30,37,24,8,5,CDC Nimble,IBC_975_ACT,Clavet_2024,15,53,87,3,827.7,23.99
4324,2024_4324_CL1,CL1,2,24,40,29,1,4,CDC Nimble,IBC_975_ACT,Clavet_2024,14,52,88,2,660.6,24.85
4359,2024_4359_CL1,CL1,2,2,41,25,2,2,CDC Nimble,IBC_975_ACT,Clavet_2024,14,51,83,3,606.3,24.97
4401,2024_4401_CL1,CL1,2,20,43,28,4,5,CDC Nimble,IBC_975_ACT,Clavet_2024,14,53,84,3,801.5,25.16
4414,2024_4414_CL1,CL1,2,7,43,26,4,2,CDC Nimble,IBC_975_ACT,Clavet_2024,14,51,84,3,690.7,24.66
4448,2024_4448_CL1,CL1,2,28,44,30,5,3,CDC Nimble,IBC_975_ACT,Clavet_2024,14,52,85,3,788.6,24.99
4493,2024_4493_CL1,CL1,2,13,46,27,7,3,CDC Nimble,IBC_975_ACT,Clavet_2024,14,51,87,3,809.9,24.87
4586,2024_4586_CL1,CL1,2,15,49,33,1,5,CDC Nimble,IBC_975_ACT,Clavet_2024,14,52,85,2,741.4,25.1
4598,2024_4598_CL1,CL1,2,3,49,31,1,3,CDC Nimble,IBC_975_ACT,Clavet_2024,14,52,82,4,563.2,25.13
4627,2024_4627_CL1,CL1,2,27,50,36,2,2,CDC Nimble,IBC_975_ACT,Clavet_2024,14,51,85,3,812.1,24.31
4640,2024_4640_CL1,CL1,2,21,51,35,3,1,CDC Nimble,IBC_975_ACT,Clavet_2024,14,52,83,3,709.7,24.23
4678,2024_4678_CL1,CL1,2,18,52,34,4,3,CDC Nimble,IBC_975_ACT,Clavet_2024,14,52,86,3,718.7,25.58
4728,2024_4728_CL1,CL1,2,8,54,32,6,3,CDC Nimble,IBC_975_ACT,Clavet_2024,14,51,84,3,712.3,24.86
4905,2024_4905_CL1,CL1,2,5,61,37,3,5,CDC Nimble,IBC_975_ACT,Clavet_2024,14,52,87,3,604,23.84
4970,2024_4970_CL1,CL1,2,10,63,38,5,5,CDC Nimble,IBC_975_ACT,Clavet_2024,14,52,84,3,904,24.56
5007,2024_5007_CL1,CL1,2,14,64,39,6,4,CDC Nimble,IBC_975_ACT,Clavet_2024,14,53,85,3,668.8,24.78
5054,2024_5054_CL1,CL1,2,27,66,42,8,2,CDC Nimble,IBC_975_ACT,Clavet_2024,14,52,88,2,718.9,24.79
5056,2024_5056_CL1,CL1,2,25,66,41,8,5,CDC Nimble,IBC_975_ACT,Clavet_2024,14,52,88,2,789.8,24.74
5064,2024_5064_CL1,CL1,2,17,66,40,8,2,CDC Nimble,IBC_975_ACT,Clavet_2024,14,52,85,3,651.9,23.42
5118,2024_5118_CL1,CL1,2,23,68,47,1,3,CDC Nimble,IBC_975_ACT,Clavet_2024,14,52,89,3,747.7,24.6
5128,2024_5128_CL1,CL1,2,13,68,45,1,3,CDC Nimble,IBC_975_ACT,Clavet_2024,14,52,88,2,731.5,24.11
5132,2024_5132_CL1,CL1,2,9,68,44,1,4,CDC Nimble,IBC_975_ACT,Clavet_2024,14,52,87,3,740.9,24.66
5235,2024_5235_CL1,CL1,2,26,72,48,5,1,CDC Nimble,IBC_975_ACT,Clavet_2024,14,52,89,2,828.4,24.82
5303,2024_5303_CL1,CL1,2,18,74,46,7,3,CDC Nimble,IBC_975_ACT,Clavet_2024,14,53,86,2,797.1,25.21
5320,2024_5320_CL1,CL1,2,1,74,43,7,1,CDC Nimble,IBC_975_ACT,Clavet_2024,14,53,87,3,567,25.25
7252,2025_7252_CL1,CL1,1,9,3,2,2,4,CDC Nimble,IBC_975_ACT,Hunter_2025,16,52,90,2,,
7310,2025_7310_CL1,CL1,1,11,5,3,4,1,CDC Nimble,IBC_975_ACT,Hunter_2025,16,52,96,2,,
7341,2025_7341_CL1,CL1,1,21,6,5,5,1,CDC Nimble,IBC_975_ACT,Hunter_2025,16,52,95,2,,
7346,2025_7346_CL1,CL1,1,26,6,6,5,1,CDC Nimble,IBC_975_ACT,Hunter_2025,16,53,99,3,,
7363,2025_7363_CL1,CL1,1,18,7,4,6,3,CDC Nimble,IBC_975_ACT,Hunter_2025,17,52,89,3,,
7383,2025_7383_CL1,CL1,1,3,8,1,7,3,CDC Nimble,IBC_975_ACT,Hunter_2025,16,51,92,2,,
7479,2025_7479_CL1,CL1,1,22,11,11,1,2,CDC Nimble,IBC_975_ACT,Hunter_2025,16,51,89,3,,
7505,2025_7505_CL1,CL1,1,5,12,7,2,5,CDC Nimble,IBC_975_ACT,Hunter_2025,16,51,89,2,,
7575,2025_7575_CL1,CL1,1,15,14,9,4,5,CDC Nimble,IBC_975_ACT,Hunter_2025,16,52,89,2,,
7613,2025_7613_CL1,CL1,1,8,15,8,5,3,CDC Nimble,IBC_975_ACT,Hunter_2025,16,51,89,3,,
7638,2025_7638_CL1,CL1,1,18,16,10,6,3,CDC Nimble,IBC_975_ACT,Hunter_2025,16,52,89,2,,
7713,2025_7713_CL1,CL1,1,28,19,12,9,3,CDC Nimble,IBC_975_ACT,Hunter_2025,16,51,89,3,,
7771,2025_7771_CL1,CL1,1,30,22,18,2,5,CDC Nimble,IBC_975_ACT,Hunter_2025,17,55,94,3,,
7813,2025_7813_CL1,CL1,1,13,23,15,3,3,CDC Nimble,IBC_975_ACT,Hunter_2025,16,57,94,2,,
7867,2025_7867_CL1,CL1,1,7,25,14,5,2,CDC Nimble,IBC_975_ACT,Hunter_2025,16,53,88,3,,
7904,2025_7904_CL1,CL1,1,17,26,16,6,2,CDC Nimble,IBC_975_ACT,Hunter_2025,16,52,98,3,,
7942,2025_7942_CL1,CL1,1,22,27,17,7,2,CDC Nimble,IBC_975_ACT,Hunter_2025,16,57,95,2,,
7982,2025_7982_CL1,CL1,1,2,29,13,9,2,CDC Nimble,IBC_975_ACT,Hunter_2025,16,57,94,3,,
8123,2025_8123_CL1,CL1,1,23,33,23,4,3,CDC Nimble,IBC_975_ACT,Hunter_2025,17,53,94,2,,
8126,2025_8126_CL1,CL1,1,26,33,24,4,1,CDC Nimble,IBC_975_ACT,Hunter_2025,16,53,94,3,,
8146,2025_8146_CL1,CL1,1,15,34,21,5,5,CDC Nimble,IBC_975_ACT,Hunter_2025,16,56,93,2,,
8225,2025_8225_CL1,CL1,1,5,37,19,8,5,CDC Nimble,IBC_975_ACT,Hunter_2025,16,55,91,2,,
8262,2025_8262_CL1,CL1,1,19,38,22,9,4,CDC Nimble,IBC_975_ACT,Hunter_2025,16,54,98,3,,
8273,2025_8273_CL1,CL1,1,8,38,20,9,3,CDC Nimble,IBC_975_ACT,Hunter_2025,16,53,91,3,,
8371,2025_8371_CL1,CL1,2,11,42,27,3,1,CDC Nimble,IBC_975_ACT,Hunter_2025,16,53,92,1,,
8488,2025_8488_CL1,CL1,2,8,46,26,7,3,CDC Nimble,IBC_975_ACT,Hunter_2025,16,51,90,3,,
8516,2025_8516_CL1,CL1,2,25,47,29,8,5,CDC Nimble,IBC_975_ACT,Hunter_2025,15,51,93,3,,
8521,2025_8521_CL1,CL1,2,20,47,28,8,5,CDC Nimble,IBC_975_ACT,Hunter_2025,16,52,93,1,,
8541,2025_8541_CL1,CL1,2,1,48,25,9,1,CDC Nimble,IBC_975_ACT,Hunter_2025,16,52,95,2,,
8570,2025_8570_CL1,CL1,2,30,48,30,9,5,CDC Nimble,IBC_975_ACT,Hunter_2025,16,51,93,3,,
8604,2025_8604_CL1,CL1,2,4,50,31,2,4,CDC Nimble,IBC_975_ACT,Hunter_2025,16,52,92,2,,
8636,2025_8636_CL1,CL1,2,25,51,35,3,5,CDC Nimble,IBC_975_ACT,Hunter_2025,17,51,97,3,,
8667,2025_8667_CL1,CL1,2,7,52,32,4,2,CDC Nimble,IBC_975_ACT,Hunter_2025,16,51,92,2,,
8677,2025_8677_CL1,CL1,2,17,52,34,4,2,CDC Nimble,IBC_975_ACT,Hunter_2025,16,51,92,3,,
8693,2025_8693_CL1,CL1,2,28,53,36,5,3,CDC Nimble,IBC_975_ACT,Hunter_2025,16,52,94,3,,
8827,2025_8827_CL1,CL1,2,14,57,33,9,4,CDC Nimble,IBC_975_ACT,Hunter_2025,17,52,90,3,,
8853,2025_8853_CL1,CL1,2,13,59,39,1,3,CDC Nimble,IBC_975_ACT,Hunter_2025,15,51,92,2,,
8857,2025_8857_CL1,CL1,2,17,59,40,1,2,CDC Nimble,IBC_975_ACT,Hunter_2025,15,51,90,4,,
8902,2025_8902_CL1,CL1,2,2,61,37,3,2,CDC Nimble,IBC_975_ACT,Hunter_2025,16,51,90,3,,
8910,2025_8910_CL1,CL1,2,10,61,38,3,5,CDC Nimble,IBC_975_ACT,Hunter_2025,17,51,90,2,,
8981,2025_8981_CL1,CL1,2,21,63,41,5,1,CDC Nimble,IBC_975_ACT,Hunter_2025,15,52,91,3,,
9050,2025_9050_CL1,CL1,2,30,65,42,7,5,CDC Nimble,IBC_975_ACT,Hunter_2025,16,51,90,3,,
9155,2025_9155_CL1,CL1,2,15,69,45,2,5,CDC Nimble,IBC_975_ACT,Hunter_2025,16,51,91,2,,
9174,2025_9174_CL1,CL1,2,27,70,48,3,2,CDC Nimble,IBC_975_ACT,Hunter_2025,16,52,96,2,,
9203,2025_9203_CL1,CL1,2,3,71,43,4,3,CDC Nimble,IBC_975_ACT,Hunter_2025,16,52,91,2,,
9219,2025_9219_CL1,CL1,2,19,71,46,4,4,CDC Nimble,IBC_975_ACT,Hunter_2025,17,51,90,2,,
9356,2025_9356_CL1,CL1,2,25,76,47,9,5,CDC Nimble,IBC_975_ACT,Hunter_2025,16,51,90,2,,
9375,2025_9375_CL1,CL1,2,6,76,44,9,1,CDC Nimble,IBC_975_ACT,Hunter_2025,16,51,89,3,,
5001,2025_5001_CL1,CL1,1,1,2,1,1,1,CDC Nimble,IBC_975_ACT,Clavet_2025,11,55,0,2,,
5044,2025_5044_CL1,CL1,1,17,3,4,2,2,CDC Nimble,IBC_975_ACT,Clavet_2025,11,55,0,2,,
5069,2025_5069_CL1,CL1,1,9,4,2,3,4,CDC Nimble,IBC_975_ACT,Clavet_2025,11,54,0,2,,
5073,2025_5073_CL1,CL1,1,13,4,3,3,3,CDC Nimble,IBC_975_ACT,Clavet_2025,11,53,0,1,,
5158,2025_5158_CL1,CL1,1,23,7,5,6,3,CDC Nimble,IBC_975_ACT,Clavet_2025,11,53,0,2,,
5213,2025_5213_CL1,CL1,1,28,9,6,8,3,CDC Nimble,IBC_975_ACT,Clavet_2025,11,54,0,2,,
5287,2025_5287_CL1,CL1,1,14,11,9,1,4,CDC Nimble,IBC_975_ACT,Clavet_2025,10,52,0,2,,
5394,2025_5394_CL1,CL1,1,27,15,12,5,2,CDC Nimble,IBC_975_ACT,Clavet_2025,11,53,0,2,,
5414,2025_5414_CL1,CL1,1,7,15,8,5,2,CDC Nimble,IBC_975_ACT,Clavet_2025,11,54,0,4,,
5441,2025_5441_CL1,CL1,1,21,16,11,6,1,CDC Nimble,IBC_975_ACT,Clavet_2025,11,53,0,3,,
5485,2025_5485_CL1,CL1,1,5,18,7,8,5,CDC Nimble,IBC_975_ACT,Clavet_2025,11,55,0,3,,
5500,2025_5500_CL1,CL1,1,20,18,10,8,5,CDC Nimble,IBC_975_ACT,Clavet_2025,11,53,0,3,,
5554,2025_5554_CL1,CL1,1,14,21,15,1,4,CDC Nimble,IBC_975_ACT,Clavet_2025,12,53,0,1,,
5563,2025_5563_CL1,CL1,1,23,21,17,1,3,CDC Nimble,IBC_975_ACT,Clavet_2025,12,54,0,1,,
5725,2025_5725_CL1,CL1,1,5,27,13,7,5,CDC Nimble,IBC_975_ACT,Clavet_2025,11,54,0,5,,
5726,2025_5726_CL1,CL1,1,6,27,14,7,1,CDC Nimble,IBC_975_ACT,Clavet_2025,11,54,0,4,,
5765,2025_5765_CL1,CL1,1,16,28,16,8,1,CDC Nimble,IBC_975_ACT,Clavet_2025,11,53,0,1,,
5806,2025_5806_CL1,CL1,1,26,29,18,9,1,CDC Nimble,IBC_975_ACT,Clavet_2025,11,53,0,3,,
5814,2025_5814_CL1,CL1,1,27,30,24,1,2,CDC Nimble,IBC_975_ACT,Clavet_2025,11,55,0,4,,
5821,2025_5821_CL1,CL1,1,20,30,22,1,5,CDC Nimble,IBC_975_ACT,Clavet_2025,11,55,0,2,,
5846,2025_5846_CL1,CL1,1,6,31,20,2,1,CDC Nimble,IBC_975_ACT,Clavet_2025,11,53,0,2,,
5863,2025_5863_CL1,CL1,1,23,31,23,2,3,CDC Nimble,IBC_975_ACT,Clavet_2025,11,53,0,2,,
5905,2025_5905_CL1,CL1,1,5,33,19,4,5,CDC Nimble,IBC_975_ACT,Clavet_2025,12,55,0,4,,
6006,2025_6006_CL1,CL1,1,15,36,21,7,5,CDC Nimble,IBC_975_ACT,Clavet_2025,11,55,0,2,,
6122,2025_6122_CL1,CL1,2,22,40,29,1,2,CDC Nimble,IBC_975_ACT,Clavet_2025,11,52,0,2,,
6161,2025_6161_CL1,CL1,2,1,42,25,3,1,CDC Nimble,IBC_975_ACT,Clavet_2025,10,53,0,4,,
6172,2025_6172_CL1,CL1,2,12,42,27,3,2,CDC Nimble,IBC_975_ACT,Clavet_2025,11,54,0,2,,
6177,2025_6177_CL1,CL1,2,17,42,28,3,2,CDC Nimble,IBC_975_ACT,Clavet_2025,10,53,0,2,,
6228,2025_6228_CL1,CL1,2,8,44,26,5,3,CDC Nimble,IBC_975_ACT,Clavet_2025,11,53,0,1,,
6248,2025_6248_CL1,CL1,2,28,44,30,5,3,CDC Nimble,IBC_975_ACT,Clavet_2025,10,55,0,3,,
6386,2025_6386_CL1,CL1,2,15,49,33,1,5,CDC Nimble,IBC_975_ACT,Clavet_2025,11,55,0,2,,
6454,2025_6454_CL1,CL1,2,7,51,32,3,2,CDC Nimble,IBC_975_ACT,Clavet_2025,11,55,0,2,,
6460,2025_6460_CL1,CL1,2,1,51,31,3,1,CDC Nimble,IBC_975_ACT,Clavet_2025,10,54,0,4,,
6483,2025_6483_CL1,CL1,2,23,52,35,4,3,CDC Nimble,IBC_975_ACT,Clavet_2025,10,54,0,2,,
6503,2025_6503_CL1,CL1,2,18,53,34,5,3,CDC Nimble,IBC_975_ACT,Clavet_2025,11,55,0,4,,
6607,2025_6607_CL1,CL1,2,27,56,36,8,2,CDC Nimble,IBC_975_ACT,Clavet_2025,11,55,0,3,,
6646,2025_6646_CL1,CL1,2,6,59,38,1,1,CDC Nimble,IBC_975_ACT,Clavet_2025,11,55,0,2,,
6736,2025_6736_CL1,CL1,2,25,62,41,4,5,CDC Nimble,IBC_975_ACT,Clavet_2025,12,54,0,2,,
6760,2025_6760_CL1,CL1,2,1,62,37,4,1,CDC Nimble,IBC_975_ACT,Clavet_2025,11,54,0,2,,
6777,2025_6777_CL1,CL1,2,17,63,40,5,2,CDC Nimble,IBC_975_ACT,Clavet_2025,13,53,0,1,,
6789,2025_6789_CL1,CL1,2,29,63,42,5,4,CDC Nimble,IBC_975_ACT,Clavet_2025,11,54,0,2,,
6892,2025_6892_CL1,CL1,2,12,67,39,9,2,CDC Nimble,IBC_975_ACT,Clavet_2025,11,55,0,2,,
6949,2025_6949_CL1,CL1,2,9,69,44,2,4,CDC Nimble,IBC_975_ACT,Clavet_2025,11,54,0,2,,
7032,2025_7032_CL1,CL1,2,29,72,48,5,4,CDC Nimble,IBC_975_ACT,Clavet_2025,12,54,0,3,,
7060,2025_7060_CL1,CL1,2,1,72,43,5,1,CDC Nimble,IBC_975_ACT,Clavet_2025,12,54,0,2,,
7098,2025_7098_CL1,CL1,2,23,74,47,7,3,CDC Nimble,IBC_975_ACT,Clavet_2025,11,55,0,2,,
7110,2025_7110_CL1,CL1,2,11,74,45,7,1,CDC Nimble,IBC_975_ACT,Clavet_2025,11,54,0,3,,
7161,2025_7161_CL1,CL1,2,20,76,46,9,5,CDC Nimble,IBC_975_ACT,Clavet_2025,12,54,0,2,,
1025,2024_1025_CL2,CL2,1,25,2,5,1,5,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,49,84,4,361.7,25.6
1043,2024_1043_CL2,CL2,1,18,3,4,2,3,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,47,79,5,301.7,25.25
1127,2024_1127_CL2,CL2,1,7,6,2,5,2,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,47,82,4,344.6,25.22
1134,2024_1134_CL2,CL2,1,14,6,3,5,4,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,48,87,4,326.8,26.23
1178,2024_1178_CL2,CL2,1,3,7,1,6,3,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,46,81,4,324.9,26.36
1207,2024_1207_CL2,CL2,1,27,8,6,7,2,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,49,85,4,467.3,26.01
1304,2024_1304_CL2,CL2,1,4,12,7,2,4,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,47,80,4,272.2,24.85
1342,2024_1342_CL2,CL2,1,19,13,10,3,4,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,46,79,5,302.3,26.06
1381,2024_1381_CL2,CL2,1,21,14,11,4,1,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,49,85,4,340.1,26.82
1431,2024_1431_CL2,CL2,1,11,16,9,6,1,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,48,85,4,361,26.78
1451,2024_1451_CL2,CL2,1,30,17,12,7,5,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,48,87,4,557.6,26.3
1535,2024_1535_CL2,CL2,1,6,19,8,9,1,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,49,84,4,339.5,25.87
