plot,Unique ID,Lentil,Rep,Col,Row,Block,BlockRow,BlockCol,Name,Name_SNPset,ENV,DTE,DTF,DTM,lodging,yield,PRT
5182,2024_5182_L091,L091,2,19,70,46,3,4,IBC 975,IBC_975_ACT,Clavet_2024,14,52,85,3,691.7,25.28
5191,2024_5191_L091,L091,2,10,70,44,3,5,IBC 975,IBC_975_ACT,Clavet_2024,14,52,85,3,713,24.61
5347,2024_5347_L091,L091,2,27,75,48,8,2,IBC 975,IBC_975_ACT,Clavet_2024,14,53,85,3,635.3,24.38
7271,2025_7271_L091,L091,1,11,4,3,3,1,IBC 975,IBC_975_ACT,Hunter_2025,16,53,96,2,,
7329,2025_7329_L091,L091,1,9,6,2,5,4,IBC 975,IBC_975_ACT,Hunter_2025,17,53,89,2,,
7451,2025_7451_L091,L091,1,11,10,3,9,1,IBC 975,IBC_975_ACT,Hunter_2025,16,52,89,2,,
7472,2025_7472_L091,L091,1,29,11,12,1,4,IBC 975,IBC_975_ACT,Hunter_2025,16,52,96,3,,
7531,2025_7531_L091,L091,1,30,13,12,3,5,IBC 975,IBC_975_ACT,Hunter_2025,17,53,97,3,,
7934,2025_7934_L091,L091,1,14,27,15,7,4,IBC 975,IBC_975_ACT,Hunter_2025,16,54,95,2,,
7935,2025_7935_L091,L091,1,15,27,15,7,5,IBC 975,IBC_975_ACT,Hunter_2025,17,52,95,3,,
7997,2025_7997_L091,L091,1,17,29,16,9,2,IBC 975,IBC_975_ACT,Hunter_2025,16,52,95,3,,
8016,2025_8016_L091,L091,1,25,30,23,1,5,IBC 975,IBC_975_ACT,Hunter_2025,17,52,96,3,,
8137,2025_8137_L091,L091,1,24,34,23,5,4,IBC 975,IBC_975_ACT,Hunter_2025,16,54,93,3,,
8314,2025_8314_L091,L091,2,14,40,27,1,4,IBC 975,IBC_975_ACT,Hunter_2025,16,51,92,1,,
8419,2025_8419_L091,L091,2,2,43,25,4,2,IBC 975,IBC_975_ACT,Hunter_2025,16,51,92,2,,
8443,2025_8443_L091,L091,2,23,44,29,5,3,IBC 975,IBC_975_ACT,Hunter_2025,16,52,95,2,,
8492,2025_8492_L091,L091,2,12,46,27,7,2,IBC 975,IBC_975_ACT,Hunter_2025,16,52,90,3,,
8629,2025_8629_L091,L091,2,29,50,36,2,4,IBC 975,IBC_975_ACT,Hunter_2025,16,51,91,2,,
8816,2025_8816_L091,L091,2,25,57,35,9,5,IBC 975,IBC_975_ACT,Hunter_2025,16,53,96,3,,
8848,2025_8848_L091,L091,2,8,59,38,1,3,IBC 975,IBC_975_ACT,Hunter_2025,17,51,91,3,,
9047,2025_9047_L091,L091,2,27,65,42,7,2,IBC 975,IBC_975_ACT,Hunter_2025,17,51,92,3,,
9107,2025_9107_L091,L091,2,27,67,42,9,2,IBC 975,IBC_975_ACT,Hunter_2025,16,52,93,4,,
9357,2025_9357_L091,L091,2,24,76,47,9,4,IBC 975,IBC_975_ACT,Hunter_2025,16,51,91,3,,
5820,2025_5820_L091,L091,1,21,30,23,1,1,IBC 975,IBC_975_ACT,Clavet_2025,11,55,0,3,,
5762,2025_5762_L091,L091,1,19,28,16,8,4,IBC 975,IBC_975_ACT,Clavet_2025,11,53,0,2,,
5511,2025_5511_L091,L091,1,30,19,12,9,5,IBC 975,IBC_975_ACT,Clavet_2025,11,53,0,3,,
5328,2025_5328_L091,L091,1,28,12,12,2,3,IBC 975,IBC_975_ACT,Clavet_2025,11,53,0,2,,
6020,2025_6020_L091,L091,1,1,36,19,7,1,IBC 975,IBC_975_ACT,Clavet_2025,11,53,0,4,,
5263,2025_5263_L091,L091,1,23,10,5,9,3,IBC 975,IBC_975_ACT,Clavet_2025,11,52,0,3,,
5333,2025_5333_L091,L091,1,28,13,12,3,3,IBC 975,IBC_975_ACT,Clavet_2025,11,53,0,1,,
5160,2025_5160_L091,L091,1,21,7,5,6,1,IBC 975,IBC_975_ACT,Clavet_2025,11,54,0,4,,
5361,2025_5361_L091,L091,1,1,14,7,4,1,IBC 975,IBC_975_ACT,Clavet_2025,11,52,0,3,,
5096,2025_5096_L091,L091,1,25,5,5,4,5,IBC 975,IBC_975_ACT,Clavet_2025,11,55,0,2,,
7164,2025_7164_L091,L091,2,17,76,46,9,2,IBC 975,IBC_975_ACT,Clavet_2025,12,54,0,3,,
6302,2025_6302_L091,L091,2,22,46,29,7,2,IBC 975,IBC_975_ACT,Clavet_2025,11,54,0,3,,
6474,2025_6474_L091,L091,2,14,52,33,4,4,IBC 975,IBC_975_ACT,Clavet_2025,10,55,0,2,,
6230,2025_6230_L091,L091,2,10,44,26,5,5,IBC 975,IBC_975_ACT,Clavet_2025,11,55,0,2,,
6823,2025_6823_L091,L091,2,3,65,37,7,3,IBC 975,IBC_975_ACT,Clavet_2025,11,54,0,2,,
6131,2025_6131_L091,L091,2,30,41,30,2,5,IBC 975,IBC_975_ACT,Clavet_2025,11,54,0,3,,
6223,2025_6223_L091,L091,2,3,44,25,5,3,IBC 975,IBC_975_ACT,Clavet_2025,10,53,0,4,,
7133,2025_7133_L091,L091,2,13,75,45,8,3,IBC 975,IBC_975_ACT,Clavet_2025,12,54,0,4,,
6511,2025_6511_L091,L091,2,10,53,32,5,5,IBC 975,IBC_975_ACT,Clavet_2025,11,55,0,2,,
6703,2025_6703_L091,L091,2,3,61,37,3,3,IBC 975,IBC_975_ACT,Clavet_2025,12,54,0,1,,
1241,2024_1241_L092,L092,1,1,10,1,9,1,IBC 978,IBC_978_ACT,Hunter_2024,15,47,79,4,342.1,23.8
1495,2024_1495_L092,L092,1,15,18,9,8,5,IBC 978,IBC_978_ACT,Hunter_2024,15,45,81,4,510.6,24.49
1563,2024_1563_L092,L092,1,23,21,17,1,3,IBC 978,IBC_978_ACT,Hunter_2024,15,45,76,4,292.7,25.33
1581,2024_1581_L092,L092,1,20,22,16,2,5,IBC 978,IBC_978_ACT,Hunter_2024,15,44,76,4,326.8,24.46
1666,2024_1666_L092,L092,1,6,25,14,5,1,IBC 978,IBC_978_ACT,Hunter_2024,15,46,75,5,196.7,25.42
1786,2024_1786_L092,L092,1,6,29,14,9,1,IBC 978,IBC_978_ACT,Hunter_2024,15,44,78,4,471.5,24.82
1880,2024_1880_L092,L092,1,21,32,23,3,1,IBC 978,IBC_978_ACT,Hunter_2024,15,44,81,4,265.6,24.6
2043,2024_2043_L092,L092,1,23,37,23,8,3,IBC 978,IBC_978_ACT,Hunter_2024,15,45,77,4,282.9,24.2
2073,2024_2073_L092,L092,1,8,38,20,9,3,IBC 978,IBC_978_ACT,Hunter_2024,15,46,79,4,563.8,24.74
2077,2024_2077_L092,L092,1,4,38,19,9,4,IBC 978,IBC_978_ACT,Hunter_2024,15,45,78,3,328,24.51
2103,2024_2103_L092,L092,2,3,40,25,1,3,IBC 978,IBC_978_ACT,Hunter_2024,12,45,77,3,493.7,24.79
2200,2024_2200_L092,L092,2,21,43,29,4,1,IBC 978,IBC_978_ACT,Hunter_2024,13,45,75,4,269.2,24.57
2345,2024_2345_L092,L092,2,5,48,25,9,5,IBC 978,IBC_978_ACT,Hunter_2024,13,46,80,4,711.2,25.84
2350,2024_2350_L092,L092,2,10,48,26,9,5,IBC 978,IBC_978_ACT,Hunter_2024,13,44,78,4,430,24.52
2363,2024_2363_L092,L092,2,23,48,29,9,3,IBC 978,IBC_978_ACT,Hunter_2024,13,45,75,4,351.6,24.42
2743,2024_2743_L092,L092,2,18,62,40,4,3,IBC 978,IBC_978_ACT,Hunter_2024,13,45,75,4,169.9,23.87
2791,2024_2791_L092,L092,2,30,64,42,6,5,IBC 978,IBC_978_ACT,Hunter_2024,13,46,78,3,321.4,24.14
3062,2024_3062_L092,L092,2,2,73,43,6,2,IBC 978,IBC_978_ACT,Hunter_2024,13,46,78,4,345.9,24.54
3064,2024_3064_L092,L092,2,4,73,43,6,4,IBC 978,IBC_978_ACT,Hunter_2024,12,46,79,3,551.6,25.09
3074,2024_3074_L092,L092,2,14,73,45,6,4,IBC 978,IBC_978_ACT,Hunter_2024,13,46,85,4,638,25.44
3291,2024_3291_L092,L092,1,30,5,6,4,5,IBC 978,IBC_978_ACT,Clavet_2024,15,53,85,4,571.5,24.98
3433,2024_3433_L092,L092,1,8,9,2,8,3,IBC 978,IBC_978_ACT,Clavet_2024,15,53,83,4,337,25.49
3485,2024_3485_L092,L092,1,16,11,10,1,1,IBC 978,IBC_978_ACT,Clavet_2024,15,53,83,4,527.1,25.6
3926,2024_3926_L092,L092,1,6,27,14,7,1,IBC 978,IBC_978_ACT,Clavet_2024,15,52,84,4,415.6,25.07
3994,2024_3994_L092,L092,1,14,29,15,9,4,IBC 978,IBC_978_ACT,Clavet_2024,15,52,82,4,400.5,24.25
4031,2024_4031_L092,L092,1,10,30,20,1,5,IBC 978,IBC_978_ACT,Clavet_2024,15,52,82,4,511.9,25.17
4050,2024_4050_L092,L092,1,10,31,20,2,5,IBC 978,IBC_978_ACT,Clavet_2024,15,52,84,4,477.2,25.66
4187,2024_4187_L092,L092,1,27,35,24,6,2,IBC 978,IBC_978_ACT,Clavet_2024,15,53,85,4,619.9,24.32
4193,2024_4193_L092,L092,1,28,36,24,7,3,IBC 978,IBC_978_ACT,Clavet_2024,15,52,86,4,516.9,24.84
4255,2024_4255_L092,L092,1,26,38,24,9,1,IBC 978,IBC_978_ACT,Clavet_2024,15,53,86,3,646.3,24.76
4311,2024_4311_L092,L092,2,12,40,27,1,1,IBC 978,IBC_978_ACT,Clavet_2024,14,52,82,4,393,25.76
4346,2024_4346_L092,L092,2,15,41,27,2,5,IBC 978,IBC_978_ACT,Clavet_2024,14,51,81,3,500.2,26.03
4515,2024_4515_L092,L092,2,26,47,30,8,1,IBC 978,IBC_978_ACT,Clavet_2024,14,51,82,3,1197.1,25.18
4537,2024_4537_L092,L092,2,4,47,25,8,4,IBC 978,IBC_978_ACT,Clavet_2024,14,51,82,4,461.4,25.47
4792,2024_4792_L092,L092,2,12,56,33,8,2,IBC 978,IBC_978_ACT,Clavet_2024,14,51,84,4,545.6,25.2
5074,2024_5074_L092,L092,2,7,66,38,8,2,IBC 978,IBC_978_ACT,Clavet_2024,14,51,83,4,443.9,25.33
5116,2024_5116_L092,L092,2,25,68,47,1,5,IBC 978,IBC_978_ACT,Clavet_2024,14,51,84,4,581.8,24.8
5187,2024_5187_L092,L092,2,14,70,45,3,4,IBC 978,IBC_978_ACT,Clavet_2024,14,52,84,3,485.4,25.15
5212,2024_5212_L092,L092,2,12,71,45,4,2,IBC 978,IBC_978_ACT,Clavet_2024,14,51,83,4,690.3,25.88
5282,2024_5282_L092,L092,2,22,73,47,6,2,IBC 978,IBC_978_ACT,Clavet_2024,14,52,84,4,548,25.11
7261,2025_7261_L092,L092,1,1,4,1,3,1,IBC 978,IBC_978_ACT,Hunter_2025,16,52,96,3,,
7268,2025_7268_L092,L092,1,8,4,2,3,3,IBC 978,IBC_978_ACT,Hunter_2025,16,52,88,4,,
7421,2025_7421_L092,L092,1,20,9,4,8,5,IBC 978,IBC_978_ACT,Hunter_2025,16,51,88,4,,
7528,2025_7528_L092,L092,1,28,12,12,2,3,IBC 978,IBC_978_ACT,Hunter_2025,15,51,90,4,,
7612,2025_7612_L092,L092,1,9,15,8,5,4,IBC 978,IBC_978_ACT,Hunter_2025,16,52,89,4,,
7649,2025_7649_L092,L092,1,29,16,12,6,4,IBC 978,IBC_978_ACT,Hunter_2025,16,51,88,4,,
7673,2025_7673_L092,L092,1,8,17,8,7,3,IBC 978,IBC_978_ACT,Hunter_2025,16,51,88,4,,
7715,2025_7715_L092,L092,1,26,19,12,9,1,IBC 978,IBC_978_ACT,Hunter_2025,16,52,99,4,,
7787,2025_7787_L092,L092,1,14,22,15,2,4,IBC 978,IBC_978_ACT,Hunter_2025,15,56,92,4,,
8061,2025_8061_L092,L092,1,21,31,23,2,1,IBC 978,IBC_978_ACT,Hunter_2025,16,53,89,4,,
8343,2025_8343_L092,L092,2,18,41,28,2,3,IBC 978,IBC_978_ACT,Hunter_2025,16,52,95,4,,
8753,2025_8753_L092,L092,2,28,55,36,7,3,IBC 978,IBC_978_ACT,Hunter_2025,16,52,91,3,,
8799,2025_8799_L092,L092,2,19,56,34,8,4,IBC 978,IBC_978_ACT,Hunter_2025,16,51,89,3,,
8854,2025_8854_L092,L092,2,14,59,39,1,4,IBC 978,IBC_978_ACT,Hunter_2025,16,51,90,4,,
8935,2025_8935_L092,L092,2,26,62,42,4,1,IBC 978,IBC_978_ACT,Hunter_2025,16,51,94,4,,
9049,2025_9049_L092,L092,2,29,65,42,7,4,IBC 978,IBC_978_ACT,Hunter_2025,16,51,90,4,,
9172,2025_9172_L092,L092,2,29,70,48,3,4,IBC 978,IBC_978_ACT,Hunter_2025,16,51,90,3,,
9197,2025_9197_L092,L092,2,4,70,43,3,4,IBC 978,IBC_978_ACT,Hunter_2025,16,50,88,4,,
9252,2025_9252_L092,L092,2,9,72,44,5,4,IBC 978,IBC_978_ACT,Hunter_2025,16,52,89,2,,
9330,2025_9330_L092,L092,2,10,75,44,8,5,IBC 978,IBC_978_ACT,Hunter_2025,16,52,88,3,,
6056,2025_6056_L092,L092,1,25,38,23,9,5,IBC 978,IBC_978_ACT,Clavet_2025,11,55,0,3,,
5088,2025_5088_L092,L092,1,28,4,6,3,3,IBC 978,IBC_978_ACT,Clavet_2025,10,55,0,4,,
5768,2025_5768_L092,L092,1,13,28,15,8,3,IBC 978,IBC_978_ACT,Clavet_2025,11,54,0,2,,
5058,2025_5058_L092,L092,1,3,3,1,2,3,IBC 978,IBC_978_ACT,Clavet_2025,11,55,0,3,,
5320,2025_5320_L092,L092,1,20,12,10,2,5,IBC 978,IBC_978_ACT,Clavet_2025,11,54,0,4,,
5816,2025_5816_L092,L092,1,25,30,23,1,5,IBC 978,IBC_978_ACT,Clavet_2025,10,55,0,4,,
6072,2025_6072_L092,L092,1,9,38,20,9,4,IBC 978,IBC_978_ACT,Clavet_2025,11,55,0,5,,
5922,2025_5922_L092,L092,1,22,33,23,4,2,IBC 978,IBC_978_ACT,Clavet_2025,10,55,0,2,,
5144,2025_5144_L092,L092,1,24,6,5,5,4,IBC 978,IBC_978_ACT,Clavet_2025,10,53,0,4,,
5508,2025_5508_L092,L092,1,28,18,12,8,3,IBC 978,IBC_978_ACT,Clavet_2025,11,53,0,3,,
6210,2025_6210_L092,L092,2,11,43,27,4,1,IBC 978,IBC_978_ACT,Clavet_2025,10,55,0,2,,
6587,2025_6587_L092,L092,2,7,56,32,8,2,IBC 978,IBC_978_ACT,Clavet_2025,10,55,0,3,,
6160,2025_6160_L092,L092,2,1,41,25,2,1,IBC 978,IBC_978_ACT,Clavet_2025,10,55,0,5,,
6732,2025_6732_L092,L092,2,29,62,42,4,4,IBC 978,IBC_978_ACT,Clavet_2025,12,55,0,3,,
6235,2025_6235_L092,L092,2,15,44,27,5,5,IBC 978,IBC_978_ACT,Clavet_2025,10,54,0,4,,
7012,2025_7012_L092,L092,2,12,71,45,4,2,IBC 978,IBC_978_ACT,Clavet_2025,11,54,0,3,,
6531,2025_6531_L092,L092,2,11,54,33,6,1,IBC 978,IBC_978_ACT,Clavet_2025,10,55,0,3,,
7049,2025_7049_L092,L092,2,12,72,45,5,2,IBC 978,IBC_978_ACT,Clavet_2025,11,54,0,3,,
6352,2025_6352_L092,L092,2,12,48,27,9,2,IBC 978,IBC_978_ACT,Clavet_2025,10,53,0,3,,
6716,2025_6716_L092,L092,2,16,61,40,3,1,IBC 978,IBC_978_ACT,Clavet_2025,11,54,0,2,,
1085,2024_1085_L093,L093,1,25,4,5,3,5,IBC 929R,IBC_929R_ACT,Hunter_2024,15,50,81,3,770.7,25.73
1142,2024_1142_L093,L093,1,22,6,5,5,2,IBC 929R,IBC_929R_ACT,Hunter_2024,15,48,86,2,815.7,26.75
1336,2024_1336_L093,L093,1,25,13,11,3,5,IBC 929R,IBC_929R_ACT,Hunter_2024,15,50,79,3,658.1,24.81
1677,2024_1677_L093,L093,1,17,25,16,5,2,IBC 929R,IBC_929R_ACT,Hunter_2024,15,49,84,4,786.8,25.16
1740,2024_1740_L093,L093,1,20,27,16,7,5,IBC 929R,IBC_929R_ACT,Hunter_2024,15,46,78,3,237.2,24.8
1842,2024_1842_L093,L093,1,2,31,19,2,2,IBC 929R,IBC_929R_ACT,Hunter_2024,15,48,80,3,529,24.88
1896,2024_1896_L093,L093,1,5,32,19,3,5,IBC 929R,IBC_929R_ACT,Hunter_2024,15,49,83,3,882.1,26.22
1973,2024_1973_L093,L093,1,13,35,21,6,3,IBC 929R,IBC_929R_ACT,Hunter_2024,15,51,84,3,588.3,25.19
2012,2024_2012_L093,L093,1,9,36,20,7,4,IBC 929R,IBC_929R_ACT,Hunter_2024,15,50,80,3,754.2,25.53
2055,2024_2055_L093,L093,1,26,38,24,9,1,IBC 929R,IBC_929R_ACT,Hunter_2024,15,48,80,3,643.5,24.81
2109,2024_2109_L093,L093,2,9,40,26,1,4,IBC 929R,IBC_929R_ACT,Hunter_2024,13,50,81,3,735,25.37
2134,2024_2134_L093,L093,2,27,41,30,2,2,IBC 929R,IBC_929R_ACT,Hunter_2024,13,47,85,2,865.4,26.19
2320,2024_2320_L093,L093,2,21,47,29,8,1,IBC 929R,IBC_929R_ACT,Hunter_2024,13,50,79,3,508,24.53
2441,2024_2441_L093,L093,2,20,51,34,3,5,IBC 929R,IBC_929R_ACT,Hunter_2024,13,49,81,3,704,25.65
2496,2024_2496_L093,L093,2,25,53,35,5,5,IBC 929R,IBC_929R_ACT,Hunter_2024,13,49,85,3,943.8,26.51
2940,2024_2940_L093,L093,2,1,68,43,1,1,IBC 929R,IBC_929R_ACT,Hunter_2024,13,49,84,3,522.6,26.19
2950,2024_2950_L093,L093,2,10,69,44,2,5,IBC 929R,IBC_929R_ACT,Hunter_2024,13,48,83,3,688.8,25.76
3035,2024_3035_L093,L093,2,26,72,48,5,1,IBC 929R,IBC_929R_ACT,Hunter_2024,13,49,79,3,408.5,24.8
3045,2024_3045_L093,L093,2,16,72,46,5,1,IBC 929R,IBC_929R_ACT,Hunter_2024,13,49,78,2,334.5,24.73
3151,2024_3151_L093,L093,2,30,76,48,9,5,IBC 929R,IBC_929R_ACT,Hunter_2024,13,46,78,1,280.9,25.08
3434,2024_3434_L093,L093,1,7,9,2,8,2,IBC 929R,IBC_929R_ACT,Clavet_2024,15,56,91,1,669.5,26.15
3587,2024_3587_L093,L093,1,27,14,12,4,2,IBC 929R,IBC_929R_ACT,Clavet_2024,15,55,88,2,751.6,24.93
3594,2024_3594_L093,L093,1,27,15,12,5,2,IBC 929R,IBC_929R_ACT,Clavet_2024,15,54,91,1,835.9,25.64
3624,2024_3624_L093,L093,1,4,16,7,6,4,IBC 929R,IBC_929R_ACT,Clavet_2024,15,54,90,3,645.1,25.04
3668,2024_3668_L093,L093,1,13,17,9,7,3,IBC 929R,IBC_929R_ACT,Clavet_2024,15,55,90,1,748.3,24.5
3905,2024_3905_L093,L093,1,16,26,16,6,1,IBC 929R,IBC_929R_ACT,Clavet_2024,15,54,87,3,740.6,24.54
3954,2024_3954_L093,L093,1,27,28,18,8,2,IBC 929R,IBC_929R_ACT,Clavet_2024,15,54,91,1,773.5,25.7
3974,2024_3974_L093,L093,1,7,28,14,8,2,IBC 929R,IBC_929R_ACT,Clavet_2024,15,54,89,1,656.6,25.4
4118,2024_4118_L093,L093,1,18,33,22,4,3,IBC 929R,IBC_929R_ACT,Clavet_2024,15,55,87,1,787.5,24.62
4230,2024_4230_L093,L093,1,10,37,20,8,5,IBC 929R,IBC_929R_ACT,Clavet_2024,15,54,87,2,827.5,25.17
4378,2024_4378_L093,L093,2,18,42,28,3,3,IBC 929R,IBC_929R_ACT,Clavet_2024,14,54,87,2,612,24.7
4440,2024_4440_L093,L093,2,20,44,28,5,5,IBC 929R,IBC_929R_ACT,Clavet_2024,14,54,88,1,722.8,25.5
4454,2024_4454_L093,L093,2,27,45,30,6,2,IBC 929R,IBC_929R_ACT,Clavet_2024,14,54,88,1,926,24.4
4480,2024_4480_L093,L093,2,1,45,25,6,1,IBC 929R,IBC_929R_ACT,Clavet_2024,14,53,85,2,414.5,25.4
4651,2024_4651_L093,L093,2,10,51,32,3,5,IBC 929R,IBC_929R_ACT,Clavet_2024,14,53,87,2,755.2,25.06
4996,2024_4996_L093,L093,2,25,64,41,6,5,IBC 929R,IBC_929R_ACT,Clavet_2024,14,54,91,1,739,25.57
5150,2024_5150_L093,L093,2,10,69,44,2,5,IBC 929R,IBC_929R_ACT,Clavet_2024,14,54,89,2,797.3,24.82
5151,2024_5151_L093,L093,2,11,69,45,2,1,IBC 929R,IBC_929R_ACT,Clavet_2024,14,54,89,2,728.7,24.9
5372,2024_5372_L093,L093,2,9,76,44,9,4,IBC 929R,IBC_929R_ACT,Clavet_2024,14,55,87,1,622.1,24.77
5379,2024_5379_L093,L093,2,2,76,43,9,2,IBC 929R,IBC_929R_ACT,Clavet_2024,14,53,88,2,657.2,25.73
7355,2025_7355_L093,L093,1,26,7,6,6,1,IBC 929R,IBC_929R_ACT,Hunter_2025,16,55,99,2,,
7384,2025_7384_L093,L093,1,4,8,1,7,4,IBC 929R,IBC_929R_ACT,Hunter_2025,16,56,97,2,,
7627,2025_7627_L093,L093,1,7,16,8,6,2,IBC 929R,IBC_929R_ACT,Hunter_2025,16,56,96,2,,
7664,2025_7664_L093,L093,1,17,17,10,7,2,IBC 929R,IBC_929R_ACT,Hunter_2025,16,58,92,2,,
7726,2025_7726_L093,L093,1,15,19,9,9,5,IBC 929R,IBC_929R_ACT,Hunter_2025,16,54,99,3,,
7779,2025_7779_L093,L093,1,22,22,17,2,2,IBC 929R,IBC_929R_ACT,Hunter_2025,16,54,100,2,,
7828,2025_7828_L093,L093,1,28,23,18,3,3,IBC 929R,IBC_929R_ACT,Hunter_2025,16,53,94,2,,
7872,2025_7872_L093,L093,1,12,25,15,5,2,IBC 929R,IBC_929R_ACT,Hunter_2025,16,55,98,1,,
7876,2025_7876_L093,L093,1,16,25,16,5,1,IBC 929R,IBC_929R_ACT,Hunter_2025,16,53,95,1,,
8057,2025_8057_L093,L093,1,17,31,22,2,2,IBC 929R,IBC_929R_ACT,Hunter_2025,16,53,94,1,,
8444,2025_8444_L093,L093,2,24,44,29,5,4,IBC 929R,IBC_929R_ACT,Hunter_2025,16,55,95,1,,
8610,2025_8610_L093,L093,2,10,50,32,2,5,IBC 929R,IBC_929R_ACT,Hunter_2025,15,56,92,1,,
8656,2025_8656_L093,L093,2,5,51,31,3,5,IBC 929R,IBC_929R_ACT,Hunter_2025,17,55,94,1,,
8659,2025_8659_L093,L093,2,2,51,31,3,2,IBC 929R,IBC_929R_ACT,Hunter_2025,17,54,96,1,,
8812,2025_8812_L093,L093,2,29,57,36,9,4,IBC 929R,IBC_929R_ACT,Hunter_2025,16,55,91,2,,
8847,2025_8847_L093,L093,2,7,59,38,1,2,IBC 929R,IBC_929R_ACT,Hunter_2025,16,56,93,2,,
8860,2025_8860_L093,L093,2,20,59,40,1,5,IBC 929R,IBC_929R_ACT,Hunter_2025,15,56,91,3,,
8907,2025_8907_L093,L093,2,7,61,38,3,2,IBC 929R,IBC_929R_ACT,Hunter_2025,16,56,93,2,,
8949,2025_8949_L093,L093,2,12,62,39,4,2,IBC 929R,IBC_929R_ACT,Hunter_2025,16,55,93,3,,
8964,2025_8964_L093,L093,2,4,63,37,5,4,IBC 929R,IBC_929R_ACT,Hunter_2025,16,55,94,2,,
6044,2025_6044_L093,L093,1,24,37,23,8,4,IBC 929R,IBC_929R_ACT,Clavet_2025,11,58,0,2,,
5075,2025_5075_L093,L093,1,15,4,3,3,5,IBC 929R,IBC_929R_ACT,Clavet_2025,11,57,0,2,,
5070,2025_5070_L093,L093,1,10,4,2,3,5,IBC 929R,IBC_929R_ACT,Clavet_2025,11,57,0,1,,
5353,2025_5353_L093,L093,1,8,13,8,3,3,IBC 929R,IBC_929R_ACT,Clavet_2025,11,56,0,2,,
5632,2025_5632_L093,L093,1,29,24,18,4,4,IBC 929R,IBC_929R_ACT,Clavet_2025,11,58,0,2,,
5470,2025_5470_L093,L093,1,11,17,9,7,1,IBC 929R,IBC_929R_ACT,Clavet_2025,11,54,0,2,,
5182,2025_5182_L093,L093,1,2,8,1,7,2,IBC 929R,IBC_929R_ACT,Clavet_2025,11,56,0,1,,
5191,2025_5191_L093,L093,1,11,8,3,7,1,IBC 929R,IBC_929R_ACT,Clavet_2025,11,57,0,1,,
5637,2025_5637_L093,L093,1,24,24,17,4,4,IBC 929R,IBC_929R_ACT,Clavet_2025,12,55,97,1,,
5376,2025_5376_L093,L093,1,16,14,10,4,1,IBC 929R,IBC_929R_ACT,Clavet_2025,11,56,0,2,,
7123,2025_7123_L093,L093,2,3,75,43,8,3,IBC 929R,IBC_929R_ACT,Clavet_2025,12,58,0,2,,
7007,2025_7007_L093,L093,2,7,71,44,4,2,IBC 929R,IBC_929R_ACT,Clavet_2025,11,56,0,2,,
6792,2025_6792_L093,L093,2,29,64,42,6,4,IBC 929R,IBC_929R_ACT,Clavet_2025,11,57,0,1,,
6727,2025_6727_L093,L093,2,27,61,42,3,2,IBC 929R,IBC_929R_ACT,Clavet_2025,12,58,0,2,,
6321,2025_6321_L093,L093,2,20,47,28,8,5,IBC 929R,IBC_929R_ACT,Clavet_2025,11,58,0,2,,
6420,2025_6420_L093,L093,2,20,50,34,2,5,IBC 929R,IBC_929R_ACT,Clavet_2025,11,57,0,2,,
6933,2025_6933_L093,L093,2,8,68,44,1,3,IBC 929R,IBC_929R_ACT,Clavet_2025,11,57,0,2,,
6995,2025_6995_L093,L093,2,6,70,44,3,1,IBC 929R,IBC_929R_ACT,Clavet_2025,11,57,0,2,,
6376,2025_6376_L093,L093,2,25,49,35,1,5,IBC 929R,IBC_929R_ACT,Clavet_2025,10,58,0,2,,
7114,2025_7114_L093,L093,2,7,74,44,7,2,IBC 929R,IBC_929R_ACT,Clavet_2025,12,56,0,2,,
1034,2024_1034_L094,L094,1,27,3,6,2,2,IBC 929,IBC_929_ACT,Hunter_2024,15,51,84,4,727.5,25.72
1309,2024_1309_L094,L094,1,9,12,8,2,4,IBC 929,IBC_929_ACT,Hunter_2024,15,50,87,4,1020.2,26.88
1476,2024_1476_L094,L094,1,5,17,7,7,5,IBC 929,IBC_929_ACT,Hunter_2024,15,50,82,4,670.1,25.13
1533,2024_1533_L094,L094,1,8,19,8,9,3,IBC 929,IBC_929_ACT,Hunter_2024,15,50,86,3,818.9,26.22
1536,2024_1536_L094,L094,1,5,19,7,9,5,IBC 929,IBC_929_ACT,Hunter_2024,15,51,81,3,506.3,25.29
1604,2024_1604_L094,L094,1,4,23,13,3,4,IBC 929,IBC_929_ACT,Hunter_2024,15,49,80,4,513.2,25.43
1691,2024_1691_L094,L094,1,30,26,18,6,5,IBC 929,IBC_929_ACT,Hunter_2024,15,50,83,3,852,25.24
1778,2024_1778_L094,L094,1,3,28,13,8,3,IBC 929,IBC_929_ACT,Hunter_2024,15,47,79,3,307.4,25.42
1811,2024_1811_L094,L094,1,30,30,24,1,5,IBC 929,IBC_929_ACT,Hunter_2024,15,51,83,3,886.4,25.24
2035,2024_2035_L094,L094,1,15,37,21,8,5,IBC 929,IBC_929_ACT,Hunter_2024,15,48,84,4,781.9,25.98
2303,2024_2303_L094,L094,2,23,46,29,7,3,IBC 929,IBC_929_ACT,Hunter_2024,13,50,79,3,512.8,24.35
2315,2024_2315_L094,L094,2,26,47,30,8,1,IBC 929,IBC_929_ACT,Hunter_2024,13,50,85,3,1004,26.4
2455,2024_2455_L094,L094,2,6,51,32,3,1,IBC 929,IBC_929_ACT,Hunter_2024,13,47,81,3,724.7,26.32
